,p1_atk_trend,p2_atk_trend,atk_trend_diff
2824,-19.16666666666667,0.0,-19.16666666666667
2825,-33.333333333333336,0.0,-33.333333333333336
2826,-42.5,-0.8333333333333286,-41.66666666666667
2827,-61.66666666666667,-21.66666666666667,-40.0
2828,-42.49999999999999,-10.833333333333336,-31.666666666666657
2829,-54.833333333333336,-0.8333333333333286,-54.00000000000001
2830,-65.83333333333333,-12.5,-53.33333333333333
2831,-26.666666666666664,0.0,-26.666666666666664
2832,-55.83333333333333,-18.33333333333333,-37.5
2833,-44.16666666666667,-15.833333333333336,-28.333333333333336
2834,-15.833333333333336,0.0,-15.833333333333336
2835,-45.83333333333333,-15.833333333333329,-30.0
2836,-45.0,-18.33333333333333,-26.66666666666667
2837,-33.333333333333336,0.0,-33.333333333333336
2838,-65.83333333333334,0.0,-65.83333333333334
2839,-15.833333333333336,0.0,-15.833333333333336
2840,-21.666666666666657,0.0,-21.666666666666657
2841,-47.5,0.0,-47.5
2842,-32.5,0.0,-32.5
2843,-33.333333333333336,-16.66666666666667,-16.666666666666664
2844,-24.999999999999993,0.0,-24.999999999999993
2845,-35.833333333333336,0.0,-35.833333333333336
2846,-35.83333333333333,-18.333333333333336,-17.499999999999993
2847,-55.83333333333333,-8.333333333333329,-47.5
2848,-44.16666666666666,0.0,-44.16666666666666
2849,-45.416666666666664,0.0,-45.416666666666664
2850,-25.833333333333336,0.0,-25.833333333333336
2851,-35.833333333333336,0.0,-35.833333333333336
2852,-34.99999999999999,0.0,-34.99999999999999
2853,-11.666666666666664,0.0,-11.666666666666664
2854,-43.33333333333333,0.0,-43.33333333333333
2855,-59.16666666666666,0.0,-59.16666666666666
2856,-71.66666666666667,-17.500000000000007,-54.166666666666664
2857,-78.33333333333334,0.0,-78.33333333333334
2858,-34.16666666666667,0.0,-34.16666666666667
2859,-30.833333333333336,0.0,-30.833333333333336
2860,-64.16666666666667,0.0,-64.16666666666667
2861,-56.66666666666667,0.0,-56.66666666666667
2862,-46.66666666666666,0.0,-46.66666666666666
2863,-46.66666666666667,-0.8333333333333286,-45.83333333333334
2864,-39.16666666666667,0.0,-39.16666666666667
2865,-70.0,0.0,-70.0
2866,-48.33333333333334,0.0,-48.33333333333334
2867,-59.16666666666667,0.0,-59.16666666666667
2868,-35.83333333333333,0.0,-35.83333333333333
2869,-65.83333333333333,-32.5,-33.33333333333333
2870,-44.99999999999999,0.0,-44.99999999999999
2871,-33.333333333333336,0.0,-33.333333333333336
2872,-31.666666666666664,0.0,-31.666666666666664
2873,-38.33333333333333,0.0,-38.33333333333333
2874,-36.666666666666664,0.0,-36.666666666666664
2875,-55.0,-26.666666666666664,-28.333333333333336
2876,-42.5,0.0,-42.5
2877,-19.999999999999993,-0.8333333333333286,-19.166666666666664
2878,-29.999999999999993,-15.833333333333336,-14.166666666666657
2879,-55.83333333333333,0.0,-55.83333333333333
2880,-34.166666666666664,0.0,-34.166666666666664
2881,-40.0,0.0,-40.0
2882,-15.833333333333336,0.0,-15.833333333333336
2883,-16.66666666666667,0.0,-16.66666666666667
2884,-34.166666666666664,0.0,-34.166666666666664
2885,-36.666666666666664,0.0,-36.666666666666664
2886,-35.00000000000001,0.0,-35.00000000000001
2887,-16.66666666666667,0.0,-16.66666666666667
2888,-38.33333333333333,0.0,-38.33333333333333
2889,-48.33333333333333,0.0,-48.33333333333333
2890,-46.666666666666664,-8.333333333333343,-38.33333333333332
2891,-30.000000000000007,-18.333333333333336,-11.666666666666671
2892,-61.666666666666664,-19.166666666666664,-42.5
2893,-16.666666666666664,0.0,-16.666666666666664
2894,-65.0,0.0,-65.0
2895,-34.16666666666667,0.0,-34.16666666666667
2896,-28.333333333333336,0.0,-28.333333333333336
2897,-42.5,-15.833333333333329,-26.66666666666667
2898,-34.166666666666664,0.0,-34.166666666666664
2899,-28.333333333333336,-0.8333333333333286,-27.500000000000007
2900,0.0,0.0,0.0
2901,-18.333333333333336,0.0,-18.333333333333336
2902,-16.666666666666664,0.0,-16.666666666666664
2903,-25.0,0.0,-25.0
2904,-39.166666666666664,-0.8333333333333286,-38.333333333333336
2905,-48.33333333333334,-18.333333333333336,-30.000000000000007
2906,-15.0,0.0,-15.0
2907,-57.5,0.0,-57.5
2908,-27.499999999999993,-15.833333333333336,-11.666666666666657
2909,-48.333333333333336,-0.8333333333333286,-47.50000000000001
2910,-61.66666666666667,-21.666666666666664,-40.00000000000001
2911,-49.16666666666666,0.0,-49.16666666666666
2912,-18.33333333333333,0.0,-18.33333333333333
2913,-45.83333333333333,0.0,-45.83333333333333
2914,-18.33333333333333,0.0,-18.33333333333333
2915,-27.500000000000007,0.0,-27.500000000000007
2916,-26.666666666666664,0.0,-26.666666666666664
2917,-40.833333333333336,-30.833333333333336,-10.0
2918,-44.166666666666664,0.0,-44.166666666666664
2919,-21.666666666666664,0.0,-21.666666666666664
2920,-30.833333333333336,0.0,-30.833333333333336
2921,-16.666666666666664,0.0,-16.666666666666664
2922,-32.50000000000001,0.0,-32.50000000000001
2923,-60.83333333333333,-15.833333333333336,-44.99999999999999
2924,-33.33333333333333,0.0,-33.33333333333333
2925,-65.0,0.0,-65.0
2926,-12.5,0.0,-12.5
2927,-66.66666666666666,0.0,-66.66666666666666
2928,-17.500000000000007,-18.333333333333336,0.8333333333333286
2929,-35.833333333333336,-15.833333333333329,-20.000000000000007
2930,-29.999999999999993,0.0,-29.999999999999993
2931,-35.0,0.0,-35.0
2932,-65.83333333333334,0.0,-65.83333333333334
2933,-18.33333333333333,0.0,-18.33333333333333
2934,-35.0,0.0,-35.0
2935,-50.0,0.0,-50.0
2936,-43.33333333333333,-40.0,-3.3333333333333286
2937,-27.5,-8.333333333333336,-19.166666666666664
2938,-29.166666666666664,0.0,-29.166666666666664
2939,-43.33333333333333,0.0,-43.33333333333333
2940,-16.66666666666667,0.0,-16.66666666666667
2941,-39.16666666666667,0.0,-39.16666666666667
2942,-8.333333333333329,-15.833333333333329,7.5
2943,-35.0,0.0,-35.0
2944,-43.33333333333333,0.0,-43.33333333333333
2945,-17.5,0.0,-17.5
2946,-27.500000000000007,0.0,-27.500000000000007
2947,-34.16666666666667,0.0,-34.16666666666667
2948,-31.666666666666664,-18.333333333333336,-13.333333333333329
2949,-10.833333333333329,0.0,-10.833333333333329
2950,-30.000000000000007,-15.833333333333329,-14.166666666666679
2951,-34.16666666666667,-0.8333333333333286,-33.33333333333334
2952,-50.0,0.0,-50.0
2953,-30.833333333333336,0.0,-30.833333333333336
2954,-26.666666666666664,0.0,-26.666666666666664
2955,-70.83333333333333,-16.666666666666664,-54.166666666666664
2956,-35.0,-0.8333333333333286,-34.16666666666667
2957,-48.33333333333333,0.0,-48.33333333333333
2958,-59.166666666666664,0.0,-59.166666666666664
2959,-32.5,0.0,-32.5
2960,-59.99999999999999,0.0,-59.99999999999999
2961,-76.66666666666667,0.0,-76.66666666666667
2962,-36.666666666666664,-15.833333333333329,-20.833333333333336
2963,-32.49999999999999,0.0,-32.49999999999999
2964,-60.83333333333333,0.0,-60.83333333333333
2965,-43.33333333333334,0.0,-43.33333333333334
2966,-33.33333333333333,-15.833333333333329,-17.5
2967,-61.666666666666664,0.0,-61.666666666666664
2968,-61.666666666666664,0.0,-61.666666666666664
2969,-24.999999999999993,-10.833333333333336,-14.166666666666657
2970,-24.166666666666664,0.0,-24.166666666666664
2971,0.0,0.0,0.0
2972,-9.166666666666671,0.0,-9.166666666666671
2973,-49.166666666666664,0.0,-49.166666666666664
2974,-29.166666666666664,-0.8333333333333286,-28.333333333333336
2975,-42.5,-18.33333333333333,-24.16666666666667
2976,-38.33333333333334,0.0,-38.33333333333334
2977,-16.666666666666664,0.0,-16.666666666666664
2978,-27.5,0.0,-27.5
2979,-45.83333333333333,-18.333333333333336,-27.499999999999993
2980,-65.83333333333334,-0.8333333333333428,-65.0
2981,-18.33333333333333,0.0,-18.33333333333333
2982,-24.16666666666667,0.0,-24.16666666666667
2983,-27.500000000000007,0.0,-27.500000000000007
2984,-53.333333333333336,-12.5,-40.833333333333336
2985,-46.666666666666664,0.0,-46.666666666666664
2986,-33.333333333333336,0.0,-33.333333333333336
2987,-65.83333333333333,-8.333333333333329,-57.5
2988,-50.0,0.0,-50.0
2989,-50.83333333333333,-0.8333333333333286,-50.0
2990,-42.50000000000001,0.0,-42.50000000000001
2991,-20.83333333333333,0.0,-20.83333333333333
2992,-10.833333333333329,0.0,-10.833333333333329
2993,-43.33333333333333,-15.833333333333329,-27.5
2994,-16.666666666666664,0.0,-16.666666666666664
2995,-15.833333333333336,0.0,-15.833333333333336
2996,-62.5,0.0,-62.5
2997,-46.666666666666664,0.0,-46.666666666666664
2998,-25.0,0.0,-25.0
2999,-55.83333333333333,0.0,-55.83333333333333
3000,-43.33333333333334,-15.833333333333336,-27.500000000000007
3001,-38.33333333333333,0.0,-38.33333333333333
3002,-20.83333333333333,0.0,-20.83333333333333
3003,-43.33333333333333,-14.166666666666664,-29.166666666666664
3004,-42.5,0.0,-42.5
3005,-24.16666666666667,0.0,-24.16666666666667
3006,-16.666666666666657,0.0,-16.666666666666657
3007,-35.0,-0.8333333333333286,-34.16666666666667
3008,0.0,0.0,0.0
3009,-39.16666666666667,0.0,-39.16666666666667
3010,-58.33333333333333,-18.333333333333336,-39.99999999999999
3011,-35.00000000000001,-0.8333333333333286,-34.16666666666668
3012,-34.99999999999999,-0.8333333333333428,-34.16666666666665
3013,-36.666666666666664,0.0,-36.666666666666664
3014,-24.999999999999993,0.0,-24.999999999999993
3015,-33.333333333333336,0.0,-33.333333333333336
3016,-70.66666666666667,0.0,-70.66666666666667
3017,-65.83333333333333,-0.8333333333333286,-65.0
3018,-30.833333333333336,0.0,-30.833333333333336
3019,-19.166666666666657,-18.333333333333336,-0.8333333333333215
3020,-43.33333333333333,-15.833333333333329,-27.5
3021,-53.33333333333333,-30.833333333333336,-22.499999999999993
3022,-35.0,0.0,-35.0
3023,-0.8333333333333286,0.0,-0.8333333333333286
3024,-72.5,-15.833333333333329,-56.66666666666667
3025,-33.333333333333336,0.0,-33.333333333333336
3026,-30.83333333333333,0.0,-30.83333333333333
3027,-47.5,-18.33333333333333,-29.16666666666667
3028,-15.833333333333336,0.0,-15.833333333333336
3029,-29.16666666666667,0.0,-29.16666666666667
3030,-34.16666666666667,0.0,-34.16666666666667
3031,-43.333333333333336,0.0,-43.333333333333336
3032,-29.166666666666657,-12.5,-16.666666666666657
3033,-9.166666666666671,-15.833333333333329,6.666666666666657
3034,-40.0,0.0,-40.0
3035,-30.000000000000007,0.0,-30.000000000000007
3036,-31.666666666666664,0.0,-31.666666666666664
3037,-9.166666666666664,0.0,-9.166666666666664
3038,-46.666666666666664,-7.916666666666657,-38.75000000000001
3039,-45.83333333333333,0.0,-45.83333333333333
3040,-31.66666666666667,0.0,-31.66666666666667
3041,-16.666666666666657,0.0,-16.666666666666657
3042,-38.333333333333336,0.0,-38.333333333333336
3043,-12.500000000000007,0.0,-12.500000000000007
3044,-50.83333333333333,-0.8333333333333428,-49.999999999999986
3045,-49.16666666666666,0.0,-49.16666666666666
3046,-46.666666666666664,0.0,-46.666666666666664
3047,-49.16666666666667,0.0,-49.16666666666667
3048,-9.166666666666671,-15.833333333333329,6.666666666666657
3049,-57.5,0.0,-57.5
3050,-21.666666666666657,0.0,-21.666666666666657
3051,-76.25,0.0,-76.25
3052,-53.33333333333333,0.0,-53.33333333333333
3053,-38.333333333333336,-0.8333333333333286,-37.50000000000001
3054,-45.00000000000001,0.0,-45.00000000000001
3055,-12.5,0.0,-12.5
3056,-43.333333333333336,-15.833333333333329,-27.500000000000007
3057,-35.833333333333336,-8.333333333333329,-27.500000000000007
3058,-32.5,0.0,-32.5
3059,-56.66666666666667,0.0,-56.66666666666667
3060,-35.0,0.0,-35.0
3061,-40.833333333333336,-15.833333333333336,-25.0
3062,-49.16666666666666,0.0,-49.16666666666666
3063,-50.00000000000001,0.0,-50.00000000000001
3064,-45.0,-16.666666666666664,-28.333333333333336
3065,-16.666666666666664,0.0,-16.666666666666664
3066,-30.83333333333333,0.0,-30.83333333333333
3067,-71.66666666666667,-18.33333333333333,-53.33333333333334
3068,-30.833333333333336,-18.333333333333336,-12.5
3069,-39.166666666666664,0.0,-39.166666666666664
3070,-30.0,0.0,-30.0
3071,-29.166666666666664,0.0,-29.166666666666664
3072,-47.5,0.0,-47.5
3073,-28.333333333333336,-10.833333333333329,-17.500000000000007
3074,-13.333333333333343,-15.833333333333329,2.499999999999986
3075,-66.66666666666667,-18.33333333333333,-48.33333333333334
3076,-56.66666666666667,0.0,-56.66666666666667
3077,-67.5,0.0,-67.5
3078,-26.666666666666664,-21.666666666666664,-5.0
3079,-41.666666666666664,0.0,-41.666666666666664
3080,-32.5,-18.33333333333333,-14.166666666666671
3081,-38.33333333333333,0.0,-38.33333333333333
3082,-65.83333333333333,0.0,-65.83333333333333
3083,-40.83333333333333,0.0,-40.83333333333333
3084,-28.333333333333336,0.0,-28.333333333333336
3085,-49.16666666666667,-0.8333333333333428,-48.33333333333333
3086,-53.33333333333333,0.0,-53.33333333333333
3087,-37.49999999999999,0.0,-37.49999999999999
3088,-50.83333333333334,-18.333333333333336,-32.50000000000001
3089,-45.0,0.0,-45.0
3090,-18.33333333333333,0.0,-18.33333333333333
3091,-60.83333333333333,-0.8333333333333428,-59.999999999999986
3092,-24.999999999999993,0.0,-24.999999999999993
3093,-33.333333333333336,0.0,-33.333333333333336
3094,-35.0,0.0,-35.0
3095,-16.666666666666657,0.0,-16.666666666666657
3096,-30.83333333333333,0.0,-30.83333333333333
3097,-60.83333333333333,-15.833333333333336,-44.99999999999999
3098,-43.33333333333333,0.0,-43.33333333333333
3099,-34.166666666666664,0.0,-34.166666666666664
3100,-27.499999999999993,-18.333333333333336,-9.166666666666657
3101,-25.000000000000007,-18.333333333333336,-6.666666666666671
3102,-60.83333333333333,-0.8333333333333286,-60.0
3103,-33.33333333333333,0.0,-33.33333333333333
3104,-44.99999999999999,0.0,-44.99999999999999
3105,0.0,0.0,0.0
3106,-42.5,0.0,-42.5
3107,0.0,0.0,0.0
3108,-17.499999999999993,0.0,-17.499999999999993
3109,-10.833333333333329,0.0,-10.833333333333329
3110,-56.66666666666666,-15.833333333333343,-40.833333333333314
3111,-52.5,-46.666666666666664,-5.833333333333336
3112,-43.33333333333333,0.0,-43.33333333333333
3113,-29.166666666666664,0.0,-29.166666666666664
3114,-37.5,-10.833333333333329,-26.66666666666667
3115,-38.33333333333333,0.0,-38.33333333333333
3116,-27.499999999999993,-18.33333333333333,-9.166666666666664
3117,-34.166666666666664,-0.8333333333333428,-33.33333333333332
3118,-18.333333333333336,-18.33333333333333,-7.105427357601002e-15
3119,-41.49999999999999,0.0,-41.49999999999999
3120,-43.333333333333336,0.0,-43.333333333333336
3121,-28.33333333333333,0.0,-28.33333333333333
3122,-45.0,-15.833333333333336,-29.166666666666664
3123,-36.66666666666667,0.0,-36.66666666666667
3124,-47.49999999999999,-0.8333333333333428,-46.66666666666665
3125,-43.33333333333333,0.0,-43.33333333333333
3126,0.0,0.0,0.0
3127,-20.833333333333336,0.0,-20.833333333333336
3128,-42.49999999999999,-0.8333333333333286,-41.666666666666664
3129,-26.66666666666667,-18.33333333333333,-8.333333333333343
3130,-83.16666666666667,-8.333333333333336,-74.83333333333334
3131,-75.0,0.0,-75.0
3132,-30.833333333333336,0.0,-30.833333333333336
3133,-38.333333333333336,0.0,-38.333333333333336
3134,-16.66666666666667,0.0,-16.66666666666667
3135,-65.0,-8.75,-56.25
3136,-15.833333333333329,-18.33333333333333,2.5
3137,-15.000000000000007,0.0,-15.000000000000007
3138,-53.33333333333333,-12.5,-40.83333333333333
3139,-26.666666666666664,0.0,-26.666666666666664
3140,-70.0,0.0,-70.0
3141,-77.5,0.0,-77.5
3142,-12.5,0.0,-12.5
3143,-0.8333333333333428,0.0,-0.8333333333333428
3144,-37.5,0.0,-37.5
3145,-59.166666666666664,0.0,-59.166666666666664
3146,-56.66666666666667,0.0,-56.66666666666667
3147,-44.16666666666666,0.0,-44.16666666666666
3148,-40.0,0.0,-40.0
3149,-43.33333333333333,0.0,-43.33333333333333
3150,-34.166666666666664,0.0,-34.166666666666664
3151,-38.74999999999999,0.0,-38.74999999999999
3152,-65.66666666666666,0.0,-65.66666666666666
3153,-73.33333333333334,0.0,-73.33333333333334
3154,-34.16666666666667,0.0,-34.16666666666667
3155,-29.166666666666664,0.0,-29.166666666666664
3156,-22.5,0.0,-22.5
3157,-32.5,0.0,-32.5
3158,-23.333333333333336,0.0,-23.333333333333336
3159,-12.5,0.0,-12.5
3160,-25.0,0.0,-25.0
3161,-45.0,-12.5,-32.5
3162,-32.5,0.0,-32.5
3163,-30.833333333333336,0.0,-30.833333333333336
3164,-73.33333333333334,0.0,-73.33333333333334
3165,-32.50000000000001,-18.333333333333336,-14.166666666666671
3166,-12.5,0.0,-12.5
3167,-29.166666666666664,-17.5,-11.666666666666664
3168,-28.333333333333336,0.0,-28.333333333333336
3169,-32.49999999999999,0.0,-32.49999999999999
3170,-51.66666666666667,0.0,-51.66666666666667
3171,-18.333333333333336,0.0,-18.333333333333336
3172,-33.33333333333333,-14.166666666666671,-19.166666666666657
3173,-56.66666666666667,0.0,-56.66666666666667
3174,-26.66666666666667,-29.166666666666664,2.499999999999993
3175,-34.166666666666664,-0.8333333333333286,-33.333333333333336
3176,-41.66666666666667,-18.33333333333333,-23.333333333333343
3177,-16.666666666666664,0.0,-16.666666666666664
3178,-43.333333333333336,-0.8333333333333286,-42.50000000000001
3179,-45.83333333333333,0.0,-45.83333333333333
3180,-49.16666666666666,0.0,-49.16666666666666
3181,-48.333333333333336,-0.8333333333333286,-47.50000000000001
3182,-17.5,0.0,-17.5
3183,-48.33333333333334,-18.33333333333333,-30.000000000000014
3184,-55.83333333333333,0.0,-55.83333333333333
3185,-30.83333333333333,0.0,-30.83333333333333
3186,-25.833333333333336,0.0,-25.833333333333336
3187,-57.5,0.0,-57.5
3188,-51.66666666666666,-27.499999999999993,-24.166666666666664
3189,-60.0,0.0,-60.0
3190,-48.33333333333333,0.0,-48.33333333333333
3191,-30.000000000000007,0.0,-30.000000000000007
3192,-60.00000000000001,0.0,-60.00000000000001
3193,-24.166666666666664,0.0,-24.166666666666664
3194,-35.83333333333333,-15.833333333333336,-19.999999999999993
3195,-11.666666666666664,-8.333333333333343,-3.3333333333333215
3196,-50.0,-18.333333333333336,-31.666666666666664
3197,-54.16666666666667,0.0,-54.16666666666667
3198,-66.66666666666667,-18.333333333333336,-48.333333333333336
3199,-42.5,0.0,-42.5
3200,-29.999999999999993,0.0,-29.999999999999993
3201,-35.0,0.0,-35.0
3202,-38.33333333333333,0.0,-38.33333333333333
3203,-11.666666666666664,-34.16666666666667,22.500000000000007
3204,-16.666666666666657,0.0,-16.666666666666657
3205,-19.16666666666667,-31.666666666666657,12.499999999999986
3206,-34.99999999999999,-15.0,-19.999999999999993
3207,-50.83333333333334,0.0,-50.83333333333334
3208,-44.99999999999999,-12.5,-32.49999999999999
3209,-30.833333333333336,0.0,-30.833333333333336
3210,-44.99999999999999,0.0,-44.99999999999999
3211,-46.66666666666667,0.0,-46.66666666666667
3212,-43.333333333333336,0.0,-43.333333333333336
3213,-36.666666666666664,0.0,-36.666666666666664
3214,-73.33333333333333,0.0,-73.33333333333333
3215,-60.83333333333333,0.0,-60.83333333333333
3216,-65.83333333333334,-0.8333333333333286,-65.00000000000001
3217,0.0,0.0,0.0
3218,-45.0,0.0,-45.0
3219,-18.333333333333336,0.0,-18.333333333333336
3220,-55.83333333333333,0.0,-55.83333333333333
3221,-40.83333333333333,0.0,-40.83333333333333
3222,-41.66666666666667,-8.333333333333329,-33.33333333333334
3223,-34.166666666666664,0.0,-34.166666666666664
3224,-22.499999999999993,0.0,-22.499999999999993
3225,-52.5,0.0,-52.5
3226,-10.833333333333329,0.0,-10.833333333333329
3227,-28.33333333333333,-18.333333333333336,-9.999999999999993
3228,-47.49999999999999,-32.49999999999999,-15.0
3229,-50.83333333333333,0.0,-50.83333333333333
3230,-36.66666666666667,-34.16666666666666,-2.500000000000014
3231,-40.0,0.0,-40.0
3232,-42.5,-12.5,-30.0
3233,-25.833333333333336,0.0,-25.833333333333336
3234,-15.833333333333329,0.0,-15.833333333333329
3235,-55.0,0.0,-55.0
3236,-16.66666666666667,0.0,-16.66666666666667
3237,-49.16666666666667,0.0,-49.16666666666667
3238,-57.5,0.0,-57.5
3239,-17.5,0.0,-17.5
3240,-47.49999999999999,-18.333333333333336,-29.166666666666657
3241,-31.666666666666664,0.0,-31.666666666666664
3242,-23.333333333333336,-16.66666666666667,-6.666666666666664
3243,-37.50000000000001,0.0,-37.50000000000001
3244,-50.0,0.0,-50.0
3245,-19.166666666666664,0.0,-19.166666666666664
3246,-27.5,0.0,-27.5
3247,-16.66666666666667,0.0,-16.66666666666667
3248,-35.0,0.0,-35.0
3249,-41.666666666666664,0.0,-41.666666666666664
3250,0.0,0.0,0.0
3251,-26.666666666666664,0.0,-26.666666666666664
3252,-15.000000000000007,0.0,-15.000000000000007
3253,-66.66666666666666,0.0,-66.66666666666666
3254,-35.0,0.0,-35.0
3255,-44.99999999999999,0.0,-44.99999999999999
3256,-21.66666666666667,0.0,-21.66666666666667
3257,-45.0,0.0,-45.0
3258,0.0,-9.166666666666657,9.166666666666657
3259,-26.666666666666664,0.0,-26.666666666666664
3260,-8.333333333333343,0.0,-8.333333333333343
3261,-47.5,0.0,-47.5
3262,-50.83333333333333,-8.333333333333329,-42.5
3263,-50.83333333333333,0.0,-50.83333333333333
3264,-35.0,0.0,-35.0
3265,-39.99999999999999,0.0,-39.99999999999999
3266,-9.166666666666664,0.0,-9.166666666666664
3267,-45.0,0.0,-45.0
3268,-49.16666666666667,-15.833333333333329,-33.33333333333334
3269,-55.0,0.0,-55.0
3270,-63.333333333333336,-24.16666666666667,-39.166666666666664
3271,-24.999999999999993,-15.833333333333336,-9.166666666666657
3272,-24.166666666666664,0.0,-24.166666666666664
3273,-39.16666666666667,0.0,-39.16666666666667
3274,-16.666666666666657,0.0,-16.666666666666657
3275,-36.66666666666667,0.0,-36.66666666666667
3276,-60.00000000000001,-24.16666666666667,-35.833333333333336
3277,-65.83333333333333,-0.8333333333333428,-64.99999999999999
3278,-25.833333333333336,0.0,-25.833333333333336
3279,-16.666666666666657,0.0,-16.666666666666657
3280,-40.83333333333333,-0.8333333333333286,-40.0
3281,-24.166666666666664,-10.833333333333343,-13.333333333333321
3282,-43.33333333333333,0.0,-43.33333333333333
3283,-8.333333333333329,0.0,-8.333333333333329
3284,-31.66666666666667,0.0,-31.66666666666667
3285,0.0,0.0,0.0
3286,-29.999999999999993,-15.833333333333336,-14.166666666666657
3287,-80.83333333333334,0.0,-80.83333333333334
3288,-24.166666666666664,-15.833333333333336,-8.333333333333329
3289,-46.66666666666667,0.0,-46.66666666666667
3290,-77.5,0.0,-77.5
3291,-71.66666666666667,-0.8333333333333286,-70.83333333333334
3292,-29.166666666666664,0.0,-29.166666666666664
3293,-78.33333333333333,-18.33333333333333,-60.0
3294,-19.166666666666664,-18.333333333333336,-0.8333333333333286
3295,-34.166666666666664,-26.66666666666667,-7.499999999999993
3296,-8.333333333333336,-8.333333333333336,0.0
3297,-38.33333333333333,0.0,-38.33333333333333
3298,-35.83333333333333,-33.33333333333333,-2.5
3299,-69.16666666666666,0.0,-69.16666666666666
3300,-40.833333333333336,0.0,-40.833333333333336
3301,-46.666666666666664,-18.333333333333336,-28.33333333333333
3302,-48.33333333333333,-16.66666666666667,-31.666666666666657
3303,-37.5,-16.666666666666664,-20.833333333333336
3304,-32.5,0.0,-32.5
3305,-47.5,-18.33333333333333,-29.16666666666667
3306,-27.500000000000007,0.0,-27.500000000000007
3307,-44.166666666666664,-28.333333333333336,-15.833333333333329
3308,-65.83333333333334,0.0,-65.83333333333334
3309,-34.166666666666664,0.0,-34.166666666666664
3310,-45.0,-15.833333333333329,-29.16666666666667
3311,-8.333333333333336,0.0,-8.333333333333336
3312,-46.66666666666667,0.0,-46.66666666666667
3313,-46.66666666666666,0.0,-46.66666666666666
3314,-59.166666666666664,0.0,-59.166666666666664
3315,-29.999999999999996,0.0,-29.999999999999996
3316,-24.83333333333333,0.0,-24.83333333333333
3317,-42.5,-0.8333333333333286,-41.66666666666667
3318,-9.166666666666671,0.0,-9.166666666666671
3319,-39.166666666666664,0.0,-39.166666666666664
3320,-32.5,0.0,-32.5
3321,-50.83333333333333,0.0,-50.83333333333333
3322,-27.499999999999993,0.0,-27.499999999999993
3323,-25.0,-18.333333333333336,-6.666666666666664
3324,-58.33333333333333,0.0,-58.33333333333333
3325,-70.0,-0.8333333333333286,-69.16666666666667
3326,-26.666666666666664,0.0,-26.666666666666664
3327,-55.0,-15.833333333333329,-39.16666666666667
3328,-28.333333333333336,0.0,-28.333333333333336
3329,-16.666666666666664,0.0,-16.666666666666664
3330,-42.5,-13.333333333333329,-29.16666666666667
3331,-46.66666666666667,0.0,-46.66666666666667
3332,-37.5,0.0,-37.5
3333,0.0,0.0,0.0
3334,-15.833333333333343,0.0,-15.833333333333343
3335,-50.83333333333334,-15.0,-35.83333333333334
3336,-25.833333333333336,0.0,-25.833333333333336
3337,-44.166666666666664,-15.833333333333329,-28.333333333333336
3338,-19.166666666666657,-0.8333333333333286,-18.33333333333333
3339,-29.166666666666664,-0.8333333333333428,-28.33333333333332
3340,0.0,0.0,0.0
3341,-34.166666666666664,-11.666666666666671,-22.499999999999993
3342,-31.666666666666664,0.0,-31.666666666666664
3343,-25.0,0.0,-25.0
3344,-54.99999999999999,0.0,-54.99999999999999
3345,-65.0,0.0,-65.0
3346,-15.0,0.0,-15.0
3347,-21.66666666666667,0.0,-21.66666666666667
3348,-16.666666666666657,-30.83333333333333,14.166666666666671
3349,-43.33333333333333,0.0,-43.33333333333333
3350,-70.83333333333334,-15.833333333333336,-55.00000000000001
3351,-26.666666666666664,-15.833333333333336,-10.833333333333329
3352,-42.49999999999999,0.0,-42.49999999999999
3353,-31.666666666666664,0.0,-31.666666666666664
3354,-49.16666666666667,-0.8333333333333428,-48.33333333333333
3355,-50.83333333333333,0.0,-50.83333333333333
3356,-29.16666666666667,-18.333333333333336,-10.833333333333336
3357,-32.50000000000001,0.0,-32.50000000000001
3358,-35.83333333333334,-0.8333333333333428,-35.0
3359,-86.66666666666667,0.0,-86.66666666666667
3360,-25.000000000000007,0.0,-25.000000000000007
3361,-32.50000000000001,0.0,-32.50000000000001
3362,-65.83333333333333,0.0,-65.83333333333333
3363,-45.83333333333333,0.0,-45.83333333333333
3364,-47.5,-0.8333333333333286,-46.66666666666667
3365,-38.166666666666664,0.0,-38.166666666666664
3366,-40.833333333333336,0.0,-40.833333333333336
3367,-32.49999999999999,0.0,-32.49999999999999
3368,-49.16666666666667,0.0,-49.16666666666667
3369,-45.83333333333333,0.0,-45.83333333333333
3370,-32.5,0.0,-32.5
3371,-28.33333333333333,0.0,-28.33333333333333
3372,-16.666666666666657,0.0,-16.666666666666657
3373,-30.000000000000007,0.0,-30.000000000000007
3374,-29.999999999999993,0.0,-29.999999999999993
3375,-56.66666666666667,0.0,-56.66666666666667
3376,-15.0,0.0,-15.0
3377,-42.5,-18.333333333333336,-24.166666666666664
3378,-19.16666666666667,0.0,-19.16666666666667
3379,-55.83333333333334,0.0,-55.83333333333334
3380,-8.333333333333329,0.0,-8.333333333333329
3381,-29.166666666666664,0.0,-29.166666666666664
3382,-31.666666666666664,-18.333333333333336,-13.333333333333329
3383,-43.33333333333333,0.0,-43.33333333333333
3384,-71.66666666666667,0.0,-71.66666666666667
3385,-34.99999999999999,0.0,-34.99999999999999
3386,-25.0,0.0,-25.0
3387,-34.16666666666667,0.0,-34.16666666666667
