,p1_sum_spe_last,p2_sum_spe_last
1359,40.0,358.75
1360,377.5,375.5
1361,295.0,323.0
1362,181.25,354.25
1363,262.5,335.0
1364,135.0,360.0
1365,187.5,305.25
1366,482.5,278.75
1367,147.5,258.75
1368,198.75,195.0
1369,57.5,272.5
1370,67.5,375.5
1371,30.0,341.25
1372,292.5,340.0
1373,255.0,269.25
1374,300.0,374.75
1375,295.0,490.0
1376,222.5,333.0
1377,387.5,409.25
1378,0.0,318.75
1379,212.5,332.25
1380,140.0,163.75
1381,0.0,410.0
1382,217.5,408.0
1383,175.0,377.5
1384,55.0,256.25
1385,277.5,306.0
1386,130.0,321.25
1387,160.0,392.5
1388,135.0,210.5
1389,168.75,388.5
1390,285.0,320.0
1391,228.75,362.5
1392,250.0,312.5
1393,51.25,403.0
1394,267.5,266.25
1395,190.0,233.75
1396,37.5,202.5
1397,277.5,263.75
1398,150.0,430.5
1399,151.25,281.25
1400,112.5,340.5
1401,283.75,442.5
1402,252.5,276.25
1403,290.0,204.25
1404,161.25,520.0
1405,290.0,276.0
1406,205.0,280.0
1407,292.5,328.75
1408,288.75,274.25
1409,243.75,319.75
1410,86.25,295.0
1411,237.5,312.5
1412,162.5,195.5
1413,392.5,263.75
1414,112.5,258.75
1415,247.5,322.5
1416,57.5,346.0
1417,265.0,378.75
1418,190.0,290.5
1419,225.0,252.5
1420,205.0,336.0
1421,300.0,311.25
1422,333.75,305.0
1423,300.0,249.25
1424,195.0,218.0
1425,142.5,205.0
1426,170.0,260.0
1427,160.0,330.0
1428,300.0,339.25
1429,328.75,372.5
1430,30.0,335.0
1431,32.5,303.75
1432,145.0,285.0
1433,250.0,383.75
1434,50.0,302.5
1435,265.0,360.0
1436,160.0,345.0
1437,165.0,395.0
1438,152.5,247.5
1439,322.5,316.25
1440,122.5,336.75
1441,155.0,540.0
1442,180.0,337.5
1443,50.0,366.75
1444,387.5,233.75
1445,242.5,147.5
1446,258.75,373.0
1447,170.0,269.25
1448,108.75,425.0
1449,190.0,250.0
1450,205.0,298.5
1451,160.0,403.75
1452,177.5,297.5
1453,203.75,382.5
1454,162.5,331.75
1455,217.5,400.5
1456,120.0,363.75
1457,340.0,326.75
1458,165.0,272.5
1459,320.0,450.0
1460,255.0,346.25
1461,305.0,305.0
1462,205.0,350.0
1463,205.0,406.25
1464,55.0,307.5
1465,157.5,250.5
1466,105.0,422.5
1467,252.5,375.5
1468,438.75,320.5
1469,255.0,229.25
1470,172.5,454.25
1471,180.0,433.0
1472,188.75,370.0
1473,182.5,445.5
1474,47.5,505.5
1475,116.25,413.75
1476,200.0,487.0
1477,320.0,353.0
1478,305.0,365.0
1479,73.75,320.0
1480,200.0,313.75
1481,505.0,377.5
1482,262.5,410.0
1483,312.5,375.0
1484,170.0,345.0
1485,146.25,417.5
1486,182.5,325.5
1487,152.5,293.75
1488,230.0,305.0
1489,288.75,400.5
1490,225.0,290.5
1491,312.5,385.5
1492,302.5,320.5
1493,362.5,252.5
1494,316.25,313.0
1495,127.5,216.75
1496,135.0,415.0
1497,200.0,393.75
1498,250.0,337.5
1499,285.0,110.0
1500,190.0,480.0
1501,158.75,346.75
1502,300.0,252.25
1503,175.0,222.5
1504,352.5,430.0
1505,210.0,358.0
1506,182.5,319.25
1507,165.0,338.75
1508,132.5,362.5
1509,60.0,228.0
1510,277.5,355.0
1511,170.0,346.25
1512,53.75,364.75
1513,277.5,377.25
1514,268.75,334.25
1515,242.5,266.75
1516,170.0,253.75
1517,175.0,218.75
1518,215.0,350.0
1519,255.0,284.25
1520,122.5,237.5
1521,217.5,455.0
1522,140.0,357.5
1523,357.5,284.25
1524,157.5,240.5
1525,80.0,363.75
1526,113.75,380.0
1527,50.0,280.0
1528,345.0,367.5
1529,107.5,333.75
1530,120.0,475.5
1531,162.5,460.0
1532,222.5,225.5
1533,125.0,294.75
1534,150.0,470.5
1535,305.0,161.25
1536,260.0,406.0
1537,255.0,407.5
1538,113.75,364.25
1539,307.5,357.5
1540,176.25,371.25
1541,355.0,366.75
1542,85.0,358.0
1543,261.25,276.75
1544,332.5,287.5
1545,80.0,386.75
1546,122.5,403.5
1547,245.0,303.0
1548,187.5,355.0
1549,320.0,257.5
1550,240.0,412.25
1551,167.5,440.5
1552,183.75,305.5
1553,100.0,368.75
1554,265.0,340.0
1555,151.25,220.0
1556,227.5,352.5
1557,480.0,411.0
1558,172.5,250.0
1559,155.0,415.0
1560,180.0,297.5
1561,140.0,285.5
1562,200.0,256.25
1563,251.25,303.0
1564,82.5,275.0
1565,275.0,271.75
1566,222.5,393.0
1567,352.5,276.25
1568,127.5,340.5
1569,78.75,269.75
1570,288.75,283.75
1571,190.0,288.75
1572,192.5,331.75
1573,112.5,330.0
1574,235.0,258.0
1575,205.0,251.25
1576,130.0,285.5
1577,153.75,402.5
1578,177.5,262.5
1579,405.0,278.5
1580,285.0,273.0
1581,250.0,443.5
1582,170.0,355.5
1583,140.0,388.0
1584,193.75,408.0
1585,42.5,415.5
1586,268.75,319.25
1587,198.75,322.5
1588,285.0,385.0
1589,70.0,290.0
1590,50.0,400.0
1591,172.5,381.0
1592,58.75,262.5
1593,303.75,393.75
1594,143.75,238.75
1595,125.0,300.5
1596,380.0,440.0
1597,85.0,296.25
1598,170.0,440.0
1599,28.75,276.25
1600,230.0,330.0
1601,160.0,296.75
1602,232.5,425.5
1603,227.5,389.25
1604,350.0,211.75
1605,145.0,262.25
1606,58.75,193.0
1607,280.0,284.25
1608,387.5,255.0
1609,95.0,355.5
1610,150.0,348.0
1611,96.25,326.75
1612,203.75,386.75
1613,132.5,258.75
1614,12.5,257.5
1615,162.5,286.25
1616,250.0,331.25
1617,27.5,425.0
1618,160.0,328.0
1619,251.25,410.5
1620,58.75,420.5
1621,128.75,235.5
1622,110.0,312.5
1623,182.5,430.0
1624,85.0,436.75
1625,130.0,393.75
1626,30.0,236.25
1627,222.5,269.25
1628,226.25,400.5
1629,27.5,193.75
1630,222.5,375.5
1631,135.0,287.5
1632,136.25,322.5
1633,155.0,261.25
1634,225.0,363.0
1635,115.0,315.5
1636,125.0,371.75
1637,290.0,370.5
1638,140.0,322.5
1639,195.0,176.25
1640,358.75,302.25
1641,208.75,173.75
1642,82.5,371.25
1643,168.75,353.75
1644,277.5,318.75
1645,155.0,383.75
1646,242.5,344.25
1647,345.0,316.25
1648,195.0,340.0
1649,335.0,378.75
1650,55.0,393.75
1651,112.5,318.75
1652,315.0,384.25
1653,215.0,391.75
1654,138.75,292.5
1655,133.75,325.0
1656,265.0,426.25
1657,170.0,565.0
1658,382.5,350.5
1659,51.25,450.0
1660,197.5,296.25
1661,66.25,323.0
1662,133.75,395.0
1663,206.25,420.5
1664,245.0,304.25
1665,277.5,424.25
1666,168.75,351.0
1667,216.25,345.5
1668,230.0,327.5
1669,235.0,400.0
1670,260.0,356.75
1671,222.5,402.5
1672,267.5,440.5
1673,130.0,341.25
1674,110.0,410.0
1675,226.25,398.0
1676,100.0,364.25
1677,93.75,196.0
1678,327.5,282.5
1679,206.25,301.75
1680,280.0,395.0
1681,290.0,327.5
1682,152.5,414.25
1683,230.0,277.5
1684,320.0,351.25
1685,127.5,338.75
1686,143.75,370.5
1687,158.75,355.0
1688,160.0,241.25
1689,395.0,393.75
1690,132.5,303.0
1691,133.75,365.0
1692,270.0,371.75
1693,112.5,253.0
1694,215.0,403.0
1695,103.75,318.75
1696,145.0,313.75
1697,217.5,302.5
1698,150.0,372.5
1699,265.0,266.25
1700,185.0,227.5
1701,155.0,397.5
1702,393.75,422.5
1703,437.5,370.5
1704,173.75,347.25
1705,80.0,325.0
1706,287.5,270.5
1707,255.0,379.25
1708,425.0,347.5
1709,247.5,205.0
1710,275.0,367.5
1711,57.5,348.75
1712,213.75,310.0
1713,110.0,307.5
1714,300.0,211.25
1715,242.5,290.5
1716,235.0,336.25
1717,67.5,506.0
1718,225.0,306.75
1719,78.75,376.5
1720,345.0,340.0
1721,190.0,313.75
1722,345.0,221.25
1723,128.75,142.5
1724,235.0,336.75
1725,175.0,352.5
1726,135.0,303.5
1727,170.0,546.5
1728,171.25,383.0
1729,33.75,423.0
1730,208.75,370.0
1731,127.5,293.0
1732,215.0,386.75
1733,370.0,304.25
1734,322.5,313.75
1735,285.0,381.25
1736,307.5,348.75
1737,457.5,355.5
1738,213.75,245.0
1739,191.25,325.0
1740,287.5,376.25
1741,177.5,318.75
1742,145.0,358.0
1743,122.5,360.5
1744,237.5,465.5
1745,12.5,223.75
1746,145.0,217.5
1747,27.5,448.5
1748,400.0,347.5
1749,60.0,365.0
1750,327.5,288.75
1751,257.5,194.25
1752,152.5,333.75
1753,325.0,148.75
1754,30.0,532.5
1755,117.5,262.5
1756,205.0,350.0
1757,240.0,301.75
1758,70.0,343.5
1759,218.75,418.0
1760,267.5,330.0
1761,290.0,403.0
1762,80.0,311.25
1763,205.0,485.0
1764,140.0,303.5
1765,175.0,220.0
1766,177.5,370.0
1767,175.0,353.5
1768,310.0,450.5
1769,25.0,329.25
1770,345.0,460.5
1771,36.25,416.0
1772,133.75,389.25
1773,197.5,408.0
1774,105.0,368.75
1775,328.75,463.0
1776,152.5,400.0
1777,290.0,299.25
1778,445.0,288.75
1779,73.75,354.25
1780,155.0,362.5
1781,132.5,375.0
1782,50.0,288.0
1783,380.0,276.25
1784,233.75,218.75
1785,320.0,394.25
1786,191.25,225.5
1787,375.0,293.75
1788,275.0,284.25
1789,318.75,409.25
1790,287.5,417.5
1791,176.25,408.5
1792,167.5,270.0
1793,187.5,251.25
1794,145.0,358.0
1795,160.0,250.0
1796,110.0,450.0
1797,140.0,565.0
1798,258.75,307.5
1799,198.75,468.0
1800,50.0,242.5
1801,40.0,295.5
1802,26.25,398.0
1803,143.75,411.0
1804,30.0,199.25
1805,185.0,195.0
1806,320.0,385.0
1807,115.0,312.5
1808,145.0,341.25
1809,306.25,240.5
1810,210.0,285.0
1811,50.0,238.75
1812,175.0,312.5
1813,285.0,310.5
1814,131.25,290.5
1815,207.5,251.25
1816,232.5,270.5
1817,355.0,313.75
1818,60.0,369.25
1819,250.0,313.0
1820,106.25,450.5
1821,175.0,313.5
1822,250.0,295.0
1823,230.0,326.75
1824,340.0,442.5
1825,225.0,255.5
1826,138.75,395.0
1827,157.5,465.0
1828,106.25,349.25
1829,260.0,159.25
1830,157.5,350.5
1831,217.5,220.5
1832,122.5,262.25
1833,191.25,331.75
1834,237.5,254.25
1835,138.75,532.5
1836,148.75,215.0
1837,333.75,365.5
1838,165.0,393.75
1839,247.5,385.5
1840,247.5,418.0
1841,200.0,422.5
1842,366.25,205.0
1843,177.5,345.25
1844,360.0,308.75
1845,43.75,398.0
1846,41.25,446.5
1847,123.75,430.5
1848,375.0,246.25
1849,56.25,378.5
1850,391.25,415.0
1851,175.0,394.25
1852,156.25,241.25
1853,130.0,362.25
1854,110.0,293.0
1855,170.0,242.5
1856,160.0,335.0
1857,72.5,212.5
1858,105.0,230.5
1859,307.5,495.5
1860,230.0,307.5
1861,290.0,238.75
1862,50.0,288.0
1863,190.0,347.5
1864,125.0,432.25
1865,53.75,202.5
1866,192.5,307.5
1867,148.75,313.75
1868,175.0,276.25
1869,150.0,366.0
1870,255.0,387.5
1871,110.0,210.5
1872,180.0,322.5
1873,212.5,153.75
1874,210.0,351.25
1875,135.0,375.5
1876,158.75,345.5
1877,17.5,306.75
1878,322.5,358.75
1879,255.0,188.0
1880,442.5,445.5
1881,236.25,445.5
1882,158.75,320.0
1883,138.75,305.5
1884,240.0,358.5
1885,203.75,335.5
1886,330.0,261.25
1887,318.75,364.25
1888,135.0,400.0
1889,213.75,482.5
1890,212.5,365.5
1891,113.75,390.5
1892,285.0,285.5
1893,265.0,291.75
1894,175.0,330.0
1895,265.0,374.0
1896,143.75,476.0
1897,225.0,358.75
1898,435.0,363.5
1899,346.25,418.75
1900,205.0,393.75
1901,203.75,421.0
1902,430.0,400.5
1903,133.75,339.25
1904,285.0,420.5
1905,105.0,196.25
1906,292.5,321.25
1907,60.0,311.75
1908,133.75,276.75
1909,145.0,255.5
1910,12.5,338.75
1911,462.5,490.5
1912,30.0,334.75
1913,117.5,269.75
1914,193.75,425.0
1915,212.5,220.0
1916,480.0,295.5
1917,400.0,368.75
1918,42.5,216.25
1919,355.0,502.5
1920,85.0,313.75
1921,253.75,334.75
1922,265.0,343.75
1923,160.0,175.0
1924,85.0,302.25
1925,300.0,291.25
1926,225.0,290.0
1927,245.0,283.5
1928,218.75,401.25
1929,235.0,258.0
1930,215.0,331.25
1931,185.0,324.25
1932,160.0,211.25
1933,135.0,361.75
1934,335.0,362.5
1935,75.0,132.5
1936,340.0,270.0
1937,332.5,235.0
1938,261.25,425.0
1939,166.25,377.5
1940,181.25,515.5
1941,292.5,467.5
1942,100.0,293.0
1943,162.5,430.0
1944,165.0,256.25
1945,172.5,317.5
1946,172.5,221.75
1947,365.0,358.0
1948,165.0,390.0
1949,172.5,287.25
1950,325.0,402.5
1951,42.5,376.25
1952,328.75,267.5
1953,145.0,262.5
1954,215.0,248.75
1955,120.0,401.25
1956,130.0,341.25
1957,67.5,191.25
1958,205.0,313.0
1959,305.0,284.25
1960,190.0,350.0
1961,90.0,168.75
1962,122.5,393.75
1963,278.75,363.75
1964,245.0,291.25
1965,213.75,333.0
1966,302.5,290.0
1967,398.75,300.5
1968,400.0,380.0
1969,332.5,340.0
1970,248.75,356.25
1971,395.0,471.0
1972,305.0,360.5
1973,153.75,422.5
1974,166.25,299.75
1975,252.5,222.5
1976,147.5,220.5
1977,262.5,420.5
1978,95.0,417.5
1979,235.0,201.25
1980,100.0,262.5
1981,225.0,208.75
1982,232.5,380.5
1983,235.0,423.0
1984,190.0,403.75
1985,27.5,331.25
1986,12.5,394.25
1987,110.0,257.5
1988,207.5,445.5
1989,200.0,385.5
1990,396.25,400.0
1991,30.0,388.0
1992,155.0,347.5
1993,0.0,363.5
1994,345.0,279.25
1995,58.75,303.5
1996,530.0,394.25
1997,255.0,366.75
1998,252.5,270.5
1999,246.25,285.0
2000,50.0,255.0
2001,255.0,196.75
2002,117.5,261.75
2003,280.0,465.5
2004,291.25,471.0
2005,175.0,249.25
2006,182.5,368.75
2007,335.0,299.25
2008,267.5,340.5
2009,70.0,411.0
2010,85.0,320.5
2011,215.0,428.75
2012,223.75,310.5
2013,240.0,356.75
2014,167.5,327.5
2015,120.0,402.5
2016,212.5,319.25
2017,100.0,470.0
2018,350.0,457.5
2019,238.75,356.25
2020,232.5,227.5
2021,305.0,483.5
2022,133.75,351.0
2023,93.75,435.5
2024,23.75,237.25
2025,195.0,264.75
2026,345.0,313.75
2027,277.5,442.5
2028,260.0,232.5
2029,247.5,359.75
2030,110.0,180.0
2031,287.5,309.25
2032,225.0,313.0
2033,218.75,382.5
2034,445.0,281.25
2035,135.0,315.0
2036,357.5,151.25
2037,257.5,238.75
2038,220.0,260.5
2039,112.5,257.5
2040,42.5,422.5
2041,255.0,390.0
2042,165.0,238.0
2043,80.0,244.75
2044,310.0,341.75
2045,186.25,215.0
2046,170.0,187.5
2047,176.25,336.0
2048,262.5,278.75
2049,165.0,488.75
2050,430.0,377.5
2051,152.5,485.0
2052,225.0,242.5
2053,250.0,458.0
2054,33.75,284.25
2055,358.75,375.0
2056,215.0,305.0
2057,150.0,285.0
2058,170.0,381.25
2059,252.5,525.0
2060,210.0,276.25
2061,335.0,278.75
2062,292.5,354.25
2063,45.0,395.5
2064,146.25,455.0
2065,147.5,332.5
2066,280.0,383.75
2067,205.0,409.25
2068,183.75,371.75
2069,75.0,355.0
2070,355.0,393.75
2071,107.5,475.0
2072,145.0,186.25
2073,233.75,463.0
2074,138.75,320.0
2075,222.5,400.5
2076,347.5,332.5
2077,375.0,283.75
2078,100.0,240.0
2079,225.0,290.0
2080,188.75,353.0
2081,225.0,443.75
2082,230.0,383.75
2083,127.5,328.0
2084,342.5,312.5
2085,120.0,339.25
2086,225.0,330.0
2087,322.5,365.0
2088,102.5,251.75
2089,42.5,376.75
2090,121.25,240.0
2091,50.0,281.75
2092,262.5,404.25
2093,325.0,276.75
2094,367.5,375.0
2095,275.0,152.5
2096,222.5,337.5
2097,261.25,360.0
2098,152.5,305.0
2099,170.0,241.75
2100,240.0,328.75
2101,132.5,283.75
2102,220.0,335.0
2103,290.0,316.75
2104,375.0,440.0
2105,191.25,335.5
2106,156.25,193.75
2107,223.75,266.75
2108,173.75,336.25
2109,295.0,392.5
2110,318.75,232.5
2111,57.5,341.75
2112,243.75,290.5
2113,125.0,255.0
2114,30.0,245.5
2115,207.5,348.75
2116,186.25,318.75
2117,152.5,331.25
2118,227.5,399.25
2119,215.0,218.0
2120,275.0,347.5
2121,145.0,458.75
2122,181.25,305.5
2123,215.0,455.0
2124,307.5,372.5
2125,171.25,198.75
2126,28.75,436.5
2127,111.25,365.5
2128,73.75,356.0
2129,242.5,229.25
2130,125.0,404.25
2131,327.5,355.0
2132,230.0,404.75
2133,195.0,302.25
2134,87.5,321.25
2135,260.0,430.5
2136,152.5,251.75
2137,158.75,249.25
2138,190.0,215.0
2139,357.5,411.0
2140,78.75,236.75
2141,140.0,340.0
2142,260.0,247.5
2143,140.0,416.0
2144,192.5,354.25
2145,270.0,455.0
2146,110.0,395.0
2147,408.75,250.5
2148,168.75,335.0
2149,153.75,234.25
2150,123.75,320.0
2151,190.0,351.25
2152,200.0,223.75
2153,120.0,400.0
2154,265.0,273.75
2155,126.25,408.0
2156,262.5,470.5
2157,110.0,381.25
2158,330.0,383.75
2159,148.75,297.5
2160,195.0,305.0
2161,275.0,455.5
2162,30.0,266.0
2163,265.0,413.5
2164,205.0,260.0
2165,170.0,306.75
2166,303.75,445.5
2167,181.25,368.5
2168,40.0,249.25
2169,168.75,347.5
2170,212.5,443.0
2171,13.75,321.75
2172,75.0,242.5
2173,243.75,309.25
2174,200.0,302.5
2175,155.0,317.5
2176,85.0,218.75
2177,152.5,329.25
2178,222.5,260.0
2179,327.5,420.5
2180,162.5,476.0
2181,225.0,395.0
2182,435.0,329.25
2183,157.5,482.5
2184,180.0,170.0
2185,115.0,371.75
2186,120.0,395.5
2187,385.0,432.5
2188,185.0,338.75
2189,237.5,272.5
2190,157.5,287.25
2191,132.5,285.0
2192,27.5,288.75
2193,181.25,342.5
2194,307.5,460.5
2195,385.0,220.5
2196,70.0,331.25
2197,295.0,230.0
2198,352.5,338.75
2199,297.5,326.75
2200,115.0,291.25
2201,193.75,310.5
2202,125.0,245.5
2203,175.0,276.25
2204,315.0,358.0
2205,70.0,300.0
2206,58.75,277.5
2207,207.5,230.0
2208,188.75,290.0
2209,312.5,536.0
2210,137.5,309.25
2211,345.0,443.75
2212,240.0,373.75
2213,281.25,364.25
2214,142.5,360.5
2215,285.0,285.0
2216,230.0,288.0
2217,90.0,254.75
2218,103.75,392.5
2219,25.0,470.0
2220,27.5,263.75
2221,290.0,280.0
2222,197.5,410.5
2223,348.75,346.0
2224,367.5,423.75
2225,235.0,443.0
2226,288.75,380.5
2227,185.0,368.0
2228,102.5,405.0
2229,280.0,331.75
2230,210.0,313.75
2231,78.75,318.75
2232,200.0,326.0
2233,250.0,427.5
2234,220.0,323.75
2235,287.5,301.25
2236,225.0,136.75
2237,355.0,413.75
2238,152.5,267.5
2239,385.0,438.0
2240,160.0,448.5
2241,310.0,375.0
2242,208.75,316.75
2243,0.0,373.0
2244,292.5,347.5
2245,170.0,172.5
2246,200.0,210.0
2247,260.0,428.75
2248,127.5,386.0
2249,247.5,362.5
2250,245.0,465.0
2251,80.0,244.25
2252,175.0,296.75
2253,336.25,418.0
2254,285.0,342.5
2255,285.0,333.0
2256,287.5,451.0
2257,115.0,279.25
2258,195.0,318.0
2259,238.75,330.0
2260,168.75,275.0
2261,322.5,409.25
2262,250.0,350.0
2263,145.0,328.0
2264,365.0,320.0
2265,122.5,455.0
2266,172.5,290.5
2267,235.0,420.5
2268,221.25,360.0
2269,165.0,260.0
2270,145.0,405.0
2271,248.75,276.25
2272,60.0,451.75
2273,175.0,218.0
2274,107.5,223.0
2275,117.5,228.0
2276,200.0,405.0
2277,152.5,333.75
2278,202.5,293.0
2279,152.5,517.5
2280,363.75,264.75
2281,330.0,366.75
2282,190.0,345.0
2283,240.0,440.5
2284,230.0,234.25
2285,290.0,396.25
2286,268.75,345.5
2287,235.0,334.25
2288,72.5,377.5
2289,62.5,407.5
2290,230.0,398.5
2291,363.75,435.5
2292,205.0,345.5
2293,130.0,355.25
2294,210.0,318.75
2295,127.5,418.0
2296,30.0,359.25
2297,230.0,343.75
2298,260.0,390.5
2299,383.75,430.5
2300,121.25,355.0
2301,265.0,266.75
2302,180.0,318.75
2303,198.75,385.0
2304,342.5,260.5
2305,160.0,300.5
2306,253.75,320.0
2307,405.0,326.0
2308,317.5,381.25
2309,200.0,190.0
2310,208.75,262.5
2311,140.0,317.5
2312,302.5,332.25
2313,85.0,435.0
2314,278.75,385.0
2315,55.0,328.0
2316,122.5,292.5
2317,123.75,510.5
2318,260.0,239.25
2319,192.5,359.25
2320,153.75,410.0
2321,228.75,440.5
2322,317.5,214.25
2323,28.75,458.5
2324,186.25,310.5
2325,147.5,297.5
2326,148.75,336.75
2327,126.25,348.75
2328,158.75,400.5
2329,223.75,283.0
2330,160.0,318.75
2331,165.0,320.5
2332,205.0,270.0
2333,122.5,475.0
2334,301.25,442.5
2335,193.75,251.25
2336,113.75,347.5
2337,285.0,220.0
2338,120.0,289.25
2339,145.0,420.0
2340,358.75,425.0
2341,305.0,365.0
2342,108.75,293.0
2343,97.5,378.5
2344,362.5,362.5
2345,165.0,172.5
2346,215.0,315.0
2347,215.0,337.75
2348,206.25,272.5
2349,73.75,248.0
2350,186.25,225.5
2351,230.0,435.0
2352,163.75,369.75
2353,300.0,313.0
2354,42.5,331.25
2355,202.5,345.0
2356,295.0,352.5
2357,282.5,276.25
2358,400.0,435.5
2359,122.5,227.5
2360,245.0,342.5
2361,160.0,284.25
2362,166.25,350.0
2363,225.0,335.0
2364,260.0,375.5
2365,160.0,415.0
2366,305.0,408.0
2367,130.0,343.0
2368,460.0,410.0
2369,85.0,315.25
2370,336.25,244.25
2371,162.5,313.75
2372,332.5,400.5
2373,192.5,329.25
2374,248.75,315.0
2375,152.5,340.5
2376,265.0,422.5
2377,71.25,273.75
2378,37.5,486.0
2379,325.0,367.5
2380,162.5,266.25
2381,222.5,299.25
2382,280.0,261.25
2383,68.75,270.5
2384,293.75,377.5
2385,242.5,179.25
2386,250.0,372.5
2387,227.5,500.5
2388,332.5,227.5
2389,210.0,293.0
2390,335.0,369.75
2391,167.5,526.0
2392,235.0,434.25
2393,195.0,238.75
2394,332.5,404.25
2395,151.25,375.0
2396,27.5,352.5
2397,42.5,132.5
2398,135.0,309.75
2399,235.0,357.5
2400,228.75,361.75
2401,150.0,420.5
2402,240.0,310.0
2403,136.25,314.0
2404,50.0,504.0
2405,325.0,370.5
2406,275.0,327.5
2407,150.0,431.5
2408,185.0,501.0
2409,245.0,269.75
2410,258.75,258.5
2411,293.75,297.5
2412,180.0,288.0
2413,52.5,398.0
2414,395.0,397.5
2415,275.0,463.75
2416,82.5,350.0
2417,377.5,347.5
2418,230.0,465.0
2419,200.0,382.5
2420,137.5,238.75
2421,60.0,343.5
2422,261.25,316.25
2423,175.0,371.75
2424,136.25,387.5
2425,230.0,220.0
2426,60.0,403.75
2427,143.75,370.5
2428,225.0,303.0
2429,275.0,535.0
2430,60.0,350.5
2431,27.5,111.25
2432,37.5,495.5
2433,190.0,186.75
2434,112.5,360.5
2435,205.0,358.0
2436,135.0,355.0
2437,237.5,316.25
2438,212.5,332.25
2439,242.5,324.25
2440,275.0,320.0
2441,160.0,267.5
2442,28.75,350.5
2443,28.75,168.75
2444,220.0,375.0
2445,342.5,412.5
2446,310.0,332.5
2447,201.25,383.75
2448,125.0,386.0
2449,320.0,473.0
2450,175.0,288.5
2451,200.0,296.75
2452,290.0,245.0
2453,232.5,336.0
2454,182.5,320.0
2455,182.5,266.25
2456,135.0,262.5
2457,301.25,385.0
2458,53.75,460.0
2459,226.25,377.5
2460,215.0,355.5
2461,165.0,390.0
2462,325.0,358.5
2463,255.0,376.25
2464,90.0,270.0
2465,147.5,272.5
2466,80.0,449.25
2467,43.75,382.5
2468,105.0,176.75
2469,365.0,425.5
2470,143.75,518.5
2471,137.5,309.75
2472,217.5,445.5
2473,225.0,415.5
2474,175.0,445.0
2475,298.75,420.0
2476,208.75,381.75
2477,207.5,304.25
2478,157.5,490.5
2479,88.75,328.75
2480,123.75,360.5
2481,152.5,181.0
2482,258.75,328.0
2483,190.0,293.75
2484,98.75,383.0
2485,243.75,420.5
2486,267.5,298.75
2487,292.5,377.5
2488,225.0,303.75
2489,122.5,346.25
2490,292.5,341.25
2491,165.0,237.5
2492,345.0,418.0
2493,300.0,338.75
2494,170.0,249.25
2495,230.0,401.25
2496,193.75,346.25
2497,368.75,487.5
2498,185.0,228.75
2499,220.0,320.0
2500,335.0,394.25
2501,100.0,325.0
2502,167.5,370.0
2503,62.5,255.5
2504,120.0,347.5
2505,338.75,401.0
2506,263.75,398.5
2507,0.0,430.0
2508,387.5,418.0
2509,240.0,360.5
2510,58.75,386.25
2511,162.5,422.5
2512,233.75,356.75
2513,140.0,400.0
2514,415.0,247.5
2515,222.5,121.25
2516,225.0,330.5
2517,235.0,334.25
2518,335.0,414.25
2519,12.5,420.5
2520,328.75,352.5
2521,108.75,299.25
2522,110.0,297.5
2523,177.5,323.0
2524,90.0,420.0
2525,330.0,320.0
2526,97.5,370.0
2527,230.0,419.25
2528,155.0,393.75
2529,187.5,373.0
2530,232.5,390.0
2531,190.0,323.0
2532,245.0,442.0
2533,225.0,348.75
2534,255.0,411.25
2535,237.5,355.5
2536,133.75,215.0
2537,290.0,333.75
2538,197.5,403.0
2539,320.0,336.25
2540,375.0,351.75
2541,237.5,283.75
2542,38.75,201.25
2543,190.0,337.5
2544,280.0,278.0
2545,282.5,248.0
2546,145.0,252.5
2547,120.0,432.5
2548,255.0,228.0
2549,251.25,361.75
2550,55.0,385.0
2551,130.0,471.0
2552,93.75,408.0
2553,276.25,465.0
2554,55.0,345.0
2555,400.0,320.5
2556,195.0,326.25
2557,0.0,388.75
2558,250.0,240.0
2559,125.0,372.5
2560,42.5,355.0
2561,190.0,291.75
2562,415.0,270.0
2563,332.5,393.75
2564,160.0,435.5
2565,0.0,445.5
2566,230.0,356.75
2567,285.0,347.5
2568,412.5,151.25
2569,200.0,475.5
2570,255.0,442.5
2571,92.5,333.75
2572,277.5,295.0
2573,247.5,415.5
2574,335.0,304.25
2575,240.0,372.5
2576,178.75,400.5
2577,161.25,530.5
2578,252.5,345.0
2579,332.5,336.25
2580,160.0,378.0
2581,122.5,316.25
2582,240.0,380.0
2583,100.0,336.0
2584,160.0,440.0
2585,177.5,378.5
2586,235.0,350.5
2587,171.25,294.25
2588,280.0,415.0
2589,240.0,418.0
2590,68.75,377.5
2591,233.75,347.5
2592,275.0,263.75
2593,115.0,337.5
2594,103.75,430.5
2595,210.0,313.0
2596,247.5,375.5
2597,290.0,440.5
2598,260.0,412.5
2599,247.5,331.5
2600,100.0,415.0
2601,250.0,324.25
2602,272.5,322.5
2603,80.0,309.75
2604,108.75,273.75
2605,225.0,361.25
2606,285.0,239.75
2607,220.0,371.25
2608,337.5,301.75
2609,265.0,480.0
2610,202.5,354.75
2611,140.0,262.5
2612,218.75,382.5
2613,167.5,408.0
2614,350.0,434.0
2615,135.0,393.0
2616,145.0,197.5
2617,160.0,485.0
2618,165.0,368.75
2619,375.0,403.0
2620,310.0,377.5
2621,377.5,303.75
2622,102.5,314.25
2623,330.0,313.75
2624,327.5,383.75
2625,251.25,440.5
2626,62.5,406.0
2627,141.25,356.0
2628,140.0,202.5
