,p2_sum_def_last
2130,496.9
2131,355.0
2132,388.8
2133,403.8
2134,465.0
2135,406.9
2136,386.9
2137,351.9
2138,295.0
2139,588.8
2140,416.9
2141,425.0
2142,460.0
2143,363.8
2144,416.9
2145,395.0
2146,400.0
2147,376.9
2148,375.0
2149,306.9
2150,530.0
2151,355.0
2152,365.0
2153,455.0
2154,400.0
2155,376.9
2156,381.9
2157,420.0
2158,625.0
2159,370.0
2160,350.0
2161,491.9
2162,343.8
2163,428.8
2164,405.0
2165,546.9
2166,376.9
2167,448.8
2168,416.9
2169,330.0
2170,391.9
2171,411.9
2172,285.0
2173,351.9
2174,410.0
2175,440.0
2176,305.0
2177,441.9
2178,395.0
2179,366.9
2180,453.8
2181,310.0
2182,341.9
2183,465.0
2184,325.0
2185,366.9
2186,371.9
2187,395.0
2188,505.0
2189,455.0
2190,438.8
2191,350.0
2192,400.0
2193,375.0
2194,381.9
2195,386.9
2196,430.0
2197,375.0
2198,470.0
2199,366.9
2200,390.0
2201,361.9
2202,451.9
2203,620.0
2204,456.9
2205,225.0
2206,430.0
2207,415.0
2208,405.0
2209,418.8
2210,396.9
2211,345.0
2212,375.0
2213,476.9
2214,366.9
2215,355.0
2216,271.9
2217,318.8
2218,355.0
2219,435.0
2220,325.0
2221,455.0
2222,416.9
2223,458.8
2224,380.0
2225,526.9
2226,416.9
2227,456.9
2228,415.0
2229,381.9
2230,455.0
2231,315.0
2232,373.8
2233,360.0
2234,430.0
2235,370.0
2236,306.9
2237,530.0
2238,380.0
2239,341.9
2240,438.8
2241,310.0
2242,416.9
2243,371.9
2244,395.0
2245,455.0
2246,545.0
2247,395.0
2248,298.8
2249,455.0
2250,450.0
2251,431.9
2252,421.9
2253,481.9
2254,295.0
2255,461.9
2256,353.8
2257,416.9
2258,271.9
2259,420.0
2260,295.0
2261,366.9
2262,395.0
2263,321.9
2264,370.0
2265,370.0
2266,416.9
2267,366.9
2268,415.0
2269,330.0
2270,580.0
2271,455.0
2272,396.9
2273,291.9
2274,346.9
2275,306.9
2276,335.0
2277,390.0
2278,436.9
2279,500.0
2280,368.8
2281,421.9
2282,370.0
2283,391.9
2284,504.9
2285,360.0
2286,531.9
2287,401.9
2288,500.0
2289,355.0
2290,368.8
2291,431.9
2292,431.9
2293,425.70000000000005
2294,415.0
2295,471.9
2296,351.9
2297,500.0
2298,381.9
2299,316.9
2300,410.0
2301,276.9
2302,365.0
2303,420.0
2304,491.9
2305,366.9
2306,305.0
2307,363.8
2308,420.0
2309,285.0
2310,280.0
2311,475.0
2312,403.8
2313,355.0
2314,415.0
2315,411.9
2316,310.0
2317,456.9
2318,271.9
2319,271.9
2320,520.0
2321,396.9
2322,436.9
2323,393.8
2324,346.9
2325,350.0
2326,416.9
2327,435.0
2328,471.9
2329,461.9
2330,465.0
2331,476.9
2332,400.0
2333,355.0
2334,380.0
2335,350.0
2336,450.0
2337,575.0
2338,411.9
2339,270.0
2340,375.0
2341,370.0
2342,416.9
2343,363.8
2344,455.0
2345,200.0
2346,415.0
2347,420.70000000000005
2348,430.0
2349,366.9
2350,366.9
2351,495.0
2352,403.8
2353,456.9
2354,345.0
2355,425.0
2356,380.0
2357,455.0
2358,461.9
2359,395.0
2360,435.0
2361,311.9
2362,385.0
2363,410.0
2364,451.9
2365,310.0
2366,341.9
2367,391.9
2368,420.0
2369,440.70000000000005
2370,366.9
2371,455.0
2372,466.9
2373,441.9
2374,400.0
2375,391.9
2376,420.0
2377,335.0
2378,433.8
2379,380.0
2380,380.0
2381,441.9
2382,395.0
2383,531.9
2384,435.0
2385,351.9
2386,395.0
2387,426.9
2388,575.0
2389,506.9
2390,433.8
2391,358.8
2392,506.9
2393,455.0
2394,571.9
2395,415.0
2396,355.0
2397,315.0
2398,578.8
2399,435.0
2400,526.9
2401,381.9
2402,480.0
2403,478.70000000000005
2404,435.70000000000005
2405,566.9
2406,425.0
2407,375.70000000000005
2408,508.8
2409,318.8
2410,398.8
2411,545.0
2412,331.9
2413,391.9
2414,525.0
2415,525.0
2416,450.0
2417,395.0
2418,380.0
2419,270.0
2420,425.0
2421,378.8
2422,405.0
2423,391.9
2424,295.0
2425,305.0
2426,435.0
2427,421.9
2428,251.9
2429,395.0
2430,561.9
2431,265.0
2432,496.9
2433,361.9
2434,366.9
2435,381.9
2436,515.0
2437,310.0
2438,403.8
2439,451.9
2440,440.0
2441,215.0
2442,509.9
2443,305.0
2444,395.0
2445,410.0
2446,490.0
2447,375.0
2448,373.8
2449,436.9
2450,468.8
2451,371.9
2452,370.0
2453,428.8
2454,295.0
2455,380.0
2456,380.0
2457,500.0
2458,405.0
2459,455.0
2460,376.9
2461,500.0
2462,338.8
2463,370.0
2464,475.0
2465,355.0
2466,486.9
2467,350.0
2468,356.9
2469,416.9
2470,358.8
2471,418.8
2472,481.9
2473,496.9
2474,355.0
2475,340.0
2476,376.9
2477,501.9
2478,471.9
2479,310.0
2480,366.9
2481,233.8
2482,391.9
2483,395.0
2484,366.9
2485,411.9
2486,410.0
2487,455.0
2488,380.0
2489,425.0
2490,470.0
2491,315.0
2492,416.9
2493,325.0
2494,361.9
2495,380.0
2496,395.0
2497,380.0
2498,425.0
2499,470.0
2500,381.9
2501,315.0
2502,290.0
2503,386.9
2504,390.0
2505,398.8
2506,461.8
2507,440.0
2508,481.9
2509,366.9
2510,380.0
2511,330.0
2512,391.9
2513,310.0
2514,370.0
2515,230.0
2516,416.9
2517,401.9
2518,446.9
2519,471.9
2520,385.0
2521,441.9
2522,295.0
2523,481.9
2524,345.0
2525,390.0
2526,395.0
2527,376.9
2528,380.0
2529,361.9
2530,380.0
2531,366.9
2532,372.6
2533,360.0
2534,435.0
2535,376.9
2536,370.0
2537,425.0
2538,416.9
2539,340.0
2540,381.9
2541,455.0
2542,298.0
2543,320.0
2544,376.9
2545,291.9
2546,215.0
2547,474.5
2548,336.9
2549,416.9
2550,285.0
2551,448.8
2552,536.9
2553,380.0
2554,335.0
2555,416.9
2556,450.0
2557,355.0
2558,335.0
2559,295.0
2560,375.0
2561,376.9
2562,480.0
2563,515.0
2564,391.9
2565,376.9
2566,616.9
2567,455.0
2568,370.0
2569,406.9
2570,380.0
2571,380.0
2572,375.0
2573,426.9
2574,451.9
2575,405.0
2576,466.9
2577,464.9
2578,465.0
2579,420.0
2580,546.9
2581,330.0
2582,465.0
2583,423.8
2584,405.0
2585,503.8
2586,391.9
2587,446.9
2588,550.0
2589,481.9
2590,435.0
2591,355.0
2592,430.0
2593,430.0
2594,316.9
2595,371.9
2596,451.9
2597,476.9
2598,425.0
2599,390.70000000000005
2600,310.0
2601,391.9
2602,415.0
2603,428.8
2604,235.0
2605,370.0
2606,388.8
2607,380.0
2608,391.9
2609,380.0
2610,313.8
2611,380.0
2612,380.0
2613,376.9
2614,525.7
2615,411.9
2616,330.0
2617,350.0
2618,425.0
2619,416.9
2620,430.0
2621,370.0
2622,376.9
2623,390.0
2624,435.0
2625,416.9
2626,378.8
2627,388.8
2628,315.0
2629,436.9
2630,415.0
2631,291.9
2632,455.0
2633,550.0
2634,471.9
2635,420.0
2636,340.0
2637,441.9
2638,431.9
2639,366.9
2640,505.0
2641,465.0
2642,445.0
2643,370.0
2644,485.0
2645,451.9
2646,435.0
2647,425.0
2648,330.0
2649,530.0
2650,348.8
2651,455.0
2652,391.9
2653,363.8
2654,378.8
2655,376.9
2656,411.9
2657,435.0
2658,510.70000000000005
2659,270.0
2660,401.9
2661,380.0
2662,395.0
2663,383.8
2664,391.9
2665,565.0
2666,475.0
2667,376.9
2668,411.9
2669,476.9
2670,350.0
2671,355.0
2672,366.9
2673,195.0
2674,465.0
2675,410.0
2676,380.0
2677,415.0
2678,310.0
2679,526.9
2680,455.0
2681,375.0
2682,505.0
2683,288.8
2684,296.9
2685,381.9
2686,390.0
2687,415.0
2688,445.0
2689,471.9
2690,415.0
2691,516.9
2692,380.0
2693,425.0
2694,416.9
2695,535.0
2696,415.0
2697,425.0
2698,411.9
2699,406.9
2700,515.0
2701,435.0
2702,481.9
2703,490.0
2704,375.0
2705,453.8
2706,376.9
2707,391.9
2708,436.9
2709,341.9
2710,478.8
2711,416.9
2712,330.0
2713,416.9
2714,410.0
2715,416.9
2716,380.0
2717,380.0
2718,410.0
2719,380.0
2720,336.9
2721,351.9
2722,381.9
2723,455.0
2724,341.9
2725,451.9
2726,465.0
2727,425.0
2728,375.0
2729,398.8
2730,356.9
2731,421.9
2732,416.9
2733,386.9
2734,500.0
2735,290.0
2736,375.0
2737,395.0
2738,331.9
2739,380.0
2740,395.0
2741,366.9
2742,215.0
2743,380.0
2744,395.0
2745,375.0
2746,361.9
2747,355.0
2748,455.0
2749,390.0
2750,458.8
2751,465.0
2752,325.0
2753,480.0
2754,358.8
2755,380.0
2756,311.9
2757,416.9
2758,366.9
2759,285.0
2760,548.8
2761,395.0
2762,403.8
2763,353.8
2764,420.0
2765,381.9
2766,455.0
2767,350.0
2768,445.0
2769,306.9
2770,333.8
2771,355.0
2772,376.9
2773,410.0
2774,548.8
2775,466.9
2776,403.8
2777,421.9
2778,330.0
2779,446.9
2780,435.0
2781,398.8
2782,341.9
2783,405.0
2784,416.9
2785,370.0
2786,416.9
2787,540.0
2788,245.0
2789,325.0
2790,585.0
2791,378.8
2792,421.9
2793,475.0
2794,385.0
2795,400.0
2796,435.0
2797,351.9
2798,355.0
2799,380.0
2800,365.0
2801,280.0
2802,378.0
2803,401.9
2804,458.8
2805,380.0
2806,471.9
2807,418.8
2808,510.0
2809,215.0
2810,416.9
2811,516.9
2812,566.9
2813,431.9
2814,351.9
2815,455.0
2816,470.0
2817,353.8
2818,460.0
2819,406.9
2820,310.0
2821,380.0
2822,455.0
2823,351.9
2824,330.0
2825,430.0
2826,365.0
2827,420.0
2828,326.9
2829,420.0
2830,320.0
2831,460.0
2832,431.9
2833,285.0
2834,403.8
2835,405.0
2836,290.0
2837,366.9
2838,356.9
2839,330.0
2840,511.9
2841,403.8
2842,495.0
2843,281.9
2844,421.9
2845,475.0
2846,330.0
2847,335.0
2848,355.0
2849,466.9
2850,505.0
2851,380.0
2852,416.9
2853,350.0
2854,480.0
2855,420.0
2856,275.0
2857,415.0
2858,576.9
2859,470.0
2860,425.0
2861,440.70000000000005
2862,420.0
2863,375.0
2864,365.0
2865,590.0
2866,455.0
2867,375.0
2868,431.9
2869,170.0
2870,583.8
2871,380.0
2872,500.0
2873,376.9
2874,425.0
2875,270.0
2876,380.0
2877,460.0
2878,275.0
2879,391.9
2880,490.0
2881,521.9
2882,370.0
2883,366.9
2884,406.9
2885,476.9
2886,376.9
2887,455.0
2888,401.9
2889,465.0
2890,461.9
2891,301.9
2892,286.9
2893,381.9
2894,441.9
2895,420.0
2896,366.9
2897,350.0
2898,370.0
2899,400.0
2900,326.9
2901,391.9
2902,416.9
2903,420.0
2904,375.0
2905,340.0
2906,380.0
2907,575.0
2908,285.0
2909,456.9
2910,275.0
2911,415.0
2912,471.9
2913,376.9
2914,451.9
2915,460.0
2916,375.0
2917,230.0
2918,451.9
2919,365.0
2920,436.9
2921,451.9
2922,415.0
2923,291.9
2924,400.70000000000005
2925,375.0
2926,423.0
2927,553.8
2928,326.9
2929,408.8
2930,480.0
2931,496.9
2932,411.9
2933,425.0
2934,361.9
2935,441.9
2936,325.0
2937,310.0
2938,370.0
2939,420.0
2940,520.0
2941,440.0
2942,325.0
2943,395.0
2944,375.0
2945,468.8
2946,380.0
2947,470.0
2948,386.9
2949,405.0
2950,331.9
2951,351.9
2952,380.0
2953,353.8
2954,420.0
2955,300.0
2956,510.0
2957,420.0
2958,405.0
2959,403.8
2960,341.9
2961,486.9
2962,375.0
2963,393.8
2964,415.0
2965,381.9
2966,316.9
2967,596.9
2968,345.0
2969,281.9
2970,450.0
2971,391.9
2972,415.0
2973,380.0
2974,390.0
2975,370.0
2976,366.9
2977,395.0
2978,381.9
2979,311.9
2980,401.9
2981,520.0
2982,455.0
2983,356.9
2984,331.9
2985,388.8
2986,366.9
2987,390.0
2988,391.9
2989,375.0
2990,420.0
2991,376.9
2992,353.8
2993,325.0
2994,378.8
2995,345.0
2996,441.9
2997,430.0
2998,541.9
2999,485.0
3000,306.9
3001,423.0
3002,420.0
3003,326.9
3004,405.0
3005,415.0
3006,381.9
3007,415.0
3008,380.0
3009,380.0
3010,315.0
3011,385.0
3012,378.8
3013,455.0
3014,450.0
3015,416.9
3016,455.0
3017,375.0
3018,391.9
3019,301.9
3020,370.70000000000005
3021,210.0
3022,441.9
3023,465.0
3024,350.0
3025,455.0
3026,453.8
3027,550.0
3028,405.0
3029,621.9
3030,456.9
3031,440.0
3032,296.9
3033,405.0
3034,396.9
3035,395.0
3036,441.9
3037,416.9
3038,455.0
3039,373.8
3040,391.9
3041,455.0
3042,355.0
3043,420.0
3044,346.9
3045,471.9
3046,441.9
3047,490.0
3048,454.9
3049,380.0
3050,530.0
3051,478.8
3052,421.9
3053,370.0
3054,313.8
3055,396.9
3056,370.0
3057,335.0
3058,376.9
3059,356.9
3060,498.8
3061,365.0
3062,345.0
3063,431.9
3064,310.0
3065,416.9
3066,330.0
3067,390.0
3068,305.0
3069,455.0
3070,393.8
3071,346.9
3072,451.9
3073,430.0
3074,361.9
3075,505.0
3076,453.0
3077,495.0
3078,310.0
3079,381.9
3080,400.0
3081,451.9
3082,435.0
3083,415.0
3084,441.9
3085,361.9
3086,380.0
3087,455.0
3088,330.0
3089,396.9
3090,451.9
3091,400.0
3092,451.9
3093,415.0
3094,455.0
3095,380.0
3096,455.0
3097,316.9
3098,380.0
3099,451.9
3100,330.0
3101,305.0
3102,425.0
3103,441.9
3104,405.0
3105,413.8
3106,440.0
3107,381.9
3108,366.9
3109,395.0
3110,315.0
3111,230.0
3112,455.0
3113,455.0
3114,351.9
3115,363.8
3116,330.0
3117,370.0
3118,416.9
3119,376.9
3120,361.9
3121,461.9
3122,300.0
3123,336.9
3124,400.0
3125,481.9
3126,395.0
3127,395.0
3128,423.8
3129,430.0
3130,281.9
3131,366.9
3132,510.0
3133,416.9
3134,380.0
3135,430.0
3136,280.0
3137,465.0
3138,396.9
3139,355.0
3140,385.0
3141,446.9
3142,353.8
3143,370.0
3144,366.9
3145,403.8
3146,491.9
3147,390.70000000000005
3148,355.0
3149,445.0
3150,375.0
3151,401.9
3152,530.0
3153,440.0
3154,396.9
3155,380.0
3156,375.0
3157,421.9
3158,421.9
3159,475.0
3160,391.9
3161,450.0
3162,430.0
3163,365.0
3164,528.0
3165,280.0
3166,490.0
3167,280.0
3168,370.0
3169,406.9
3170,385.0
3171,353.8
3172,331.9
3173,441.9
3174,276.9
3175,390.0
3176,390.0
3177,443.8
3178,370.0
3179,370.0
3180,440.70000000000005
3181,421.9
3182,420.0
3183,415.0
3184,381.9
3185,395.0
3186,373.8
3187,456.9
3188,220.0
3189,373.8
3190,441.9
3191,451.9
3192,430.0
3193,511.9
3194,360.0
3195,410.0
3196,305.0
3197,391.9
3198,375.0
3199,440.70000000000005
3200,520.0
3201,420.0
3202,363.8
3203,235.0
3204,416.9
3205,355.0
3206,345.0
3207,430.0
3208,358.8
3209,441.9
3210,610.0
3211,471.9
3212,416.9
3213,391.9
3214,351.9
3215,415.0
3216,358.8
3217,435.0
3218,500.0
3219,385.0
3220,363.8
3221,485.0
3222,366.9
3223,376.9
3224,475.0
3225,500.0
3226,405.0
3227,315.0
3228,445.0
3229,421.9
3230,191.9
3231,455.0
3232,251.9
3233,431.9
3234,490.0
3235,391.9
3236,446.9
3237,625.0
3238,535.0
3239,355.0
3240,335.0
3241,441.9
3242,325.0
3243,405.0
3244,345.0
3245,521.9
3246,435.0
3247,380.0
3248,405.0
3249,366.9
3250,511.9
3251,380.0
3252,356.9
3253,471.9
3254,498.8
3255,380.0
3256,421.9
3257,645.0
3258,495.0
3259,370.0
3260,376.9
3261,481.9
3262,335.0
3263,406.9
3264,497.6
3265,411.9
3266,443.8
3267,378.8
3268,331.9
3269,441.9
3270,246.9
3271,306.9
3272,625.0
3273,355.0
3274,443.8
3275,490.0
3276,330.0
3277,396.9
3278,441.9
3279,465.0
3280,390.0
3281,340.0
3282,583.8
3283,391.9
3284,450.0
3285,435.0
3286,335.0
3287,535.0
3288,281.9
3289,403.8
3290,446.9
3291,405.0
3292,380.0
3293,366.9
3294,330.0
3295,266.9
3296,421.9
3297,486.9
3298,230.0
3299,401.9
3300,465.0
3301,315.0
3302,320.0
3303,310.0
3304,366.9
3305,345.0
3306,341.9
3307,210.0
3308,401.9
3309,411.9
3310,265.0
3311,355.0
3312,455.0
3313,576.9
3314,485.0
3315,380.0
3316,470.0
3317,400.0
3318,436.9
3319,616.9
3320,433.0
3321,501.9
3322,470.0
3323,310.0
3324,370.70000000000005
3325,348.8
3326,450.0
3327,346.9
3328,441.9
3329,366.9
3330,280.0
3331,450.0
3332,471.9
3333,446.9
3334,370.0
3335,340.0
3336,425.0
3337,390.0
3338,400.0
3339,370.0
3340,521.9
3341,320.0
3342,418.8
3343,446.9
3344,380.0
3345,536.9
3346,461.9
3347,345.0
3348,255.0
3349,416.9
3350,285.0
3351,296.9
3352,381.9
3353,455.0
3354,361.9
3355,416.9
3356,316.9
3357,380.0
3358,415.0
3359,465.0
3360,450.0
3361,408.8
3362,433.8
3363,530.0
3364,390.0
3365,471.9
3366,380.0
3367,443.8
3368,410.0
3369,455.0
3370,435.0
3371,430.0
3372,380.0
3373,466.9
3374,448.8
3375,380.0
3376,380.0
3377,315.0
3378,391.9
3379,376.9
3380,436.9
3381,386.9
3382,330.0
3383,330.0
3384,396.9
3385,375.0
3386,376.9
3387,316.9
3388,521.9
3389,395.0
3390,485.0
3391,481.9
3392,331.9
3393,380.0
3394,363.8
3395,518.8
3396,355.0
3397,390.0
3398,351.9
3399,330.0
3400,355.0
3401,455.0
3402,428.8
3403,350.0
3404,425.0
3405,355.0
3406,480.0
3407,380.0
3408,403.8
3409,428.0
3410,380.0
3411,435.0
3412,395.0
3413,446.9
3414,520.0
3415,485.0
3416,480.0
3417,420.0
3418,380.0
3419,395.0
3420,366.9
3421,285.0
3422,311.9
3423,370.0
3424,380.0
3425,550.0
3426,330.0
3427,285.0
3428,358.8
3429,285.0
3430,486.9
3431,276.9
3432,378.8
3433,470.0
3434,378.8
3435,435.0
3436,555.0
3437,380.0
3438,370.0
3439,375.0
3440,395.0
3441,375.0
3442,403.8
3443,350.0
3444,356.9
3445,380.0
3446,305.0
3447,403.8
3448,441.9
3449,295.0
3450,305.0
3451,415.0
3452,461.9
3453,376.9
3454,411.9
3455,380.0
3456,316.9
3457,520.0
3458,368.8
3459,275.0
3460,341.9
3461,395.0
3462,325.0
3463,371.9
3464,455.0
3465,295.0
3466,291.9
3467,390.0
3468,445.0
3469,425.0
3470,416.9
3471,440.0
3472,370.0
3473,405.0
3474,450.0
3475,425.0
3476,465.0
3477,420.0
3478,460.0
3479,365.0
3480,455.0
3481,395.0
3482,396.9
3483,455.0
3484,336.9
3485,355.0
3486,390.0
3487,386.9
3488,375.0
3489,510.0
3490,480.0
3491,386.9
3492,405.0
3493,431.9
3494,501.9
3495,526.9
3496,373.8
3497,350.0
3498,330.0
3499,376.9
3500,380.0
3501,445.0
3502,398.8
3503,381.9
3504,450.0
3505,376.9
3506,425.0
3507,350.0
3508,343.8
3509,406.9
3510,388.8
3511,510.0
3512,415.0
3513,355.0
3514,353.8
3515,400.0
3516,406.9
3517,398.8
3518,410.0
3519,363.8
3520,366.9
3521,416.9
3522,365.0
3523,450.0
3524,353.8
3525,341.9
3526,380.0
3527,425.0
3528,380.0
3529,416.9
3530,389.9
3531,370.0
3532,291.9
3533,395.0
3534,446.9
3535,418.8
3536,490.0
3537,341.9
3538,370.0
3539,485.0
3540,436.9
3541,316.9
3542,328.8
3543,410.0
3544,401.9
3545,370.0
3546,391.9
3547,395.0
3548,410.0
3549,610.0
3550,498.8
3551,498.8
3552,395.0
3553,416.9
3554,465.0
3555,503.8
3556,415.0
3557,380.0
3558,380.0
3559,313.8
3560,393.8
3561,378.8
3562,445.0
3563,458.8
3564,430.0
3565,290.0
3566,525.0
3567,330.0
3568,315.0
3569,425.0
3570,490.0
3571,405.0
3572,391.9
3573,395.0
3574,395.0
3575,316.9
3576,351.9
3577,405.0
3578,495.0
3579,391.9
3580,426.9
3581,455.0
3582,305.0
3583,370.0
3584,361.9
3585,490.0
3586,455.0
3587,421.9
3588,415.0
3589,530.0
3590,366.9
3591,453.8
3592,380.0
3593,435.0
3594,395.0
3595,515.0
3596,381.9
3597,505.0
3598,495.0
3599,371.9
3600,363.8
3601,460.0
3602,398.8
3603,471.9
3604,515.0
3605,460.0
3606,335.0
3607,360.70000000000005
3608,378.8
3609,610.0
3610,430.0
3611,401.9
3612,490.0
3613,366.9
3614,445.0
3615,410.0
3616,435.0
3617,408.8
3618,436.9
3619,395.0
3620,436.9
3621,370.0
3622,371.9
3623,481.9
3624,326.9
3625,380.0
3626,351.9
3627,326.9
3628,291.9
3629,415.0
3630,400.70000000000005
3631,445.0
3632,295.0
3633,380.0
3634,451.9
3635,405.0
3636,415.0
3637,391.9
3638,395.0
3639,563.8
3640,460.0
3641,380.0
3642,380.0
3643,455.0
3644,440.70000000000005
3645,465.0
3646,395.0
3647,390.0
3648,435.0
3649,325.0
3650,420.0
3651,558.8
3652,380.0
3653,330.0
3654,160.0
3655,451.9
3656,370.0
3657,403.8
3658,363.8
3659,360.0
3660,315.0
3661,285.0
3662,386.9
3663,411.9
3664,383.8
3665,401.9
3666,376.9
3667,416.9
3668,355.0
3669,395.0
3670,430.0
3671,635.0
3672,555.0
3673,381.9
3674,398.8
3675,295.0
3676,411.9
3677,350.0
3678,245.0
3679,316.9
3680,380.0
3681,280.0
3682,421.9
3683,511.9
3684,405.0
3685,455.0
3686,345.0
3687,306.9
3688,375.0
3689,340.0
3690,431.9
3691,391.9
3692,230.0
3693,460.0
3694,480.0
3695,486.9
3696,430.0
3697,530.0
3698,453.8
3699,415.0
3700,313.8
3701,331.9
3702,395.0
3703,455.0
3704,530.0
3705,411.9
3706,541.9
3707,316.9
3708,373.8
3709,416.9
3710,403.8
3711,431.9
3712,541.9
3713,491.9
3714,380.0
3715,405.0
3716,405.0
3717,285.0
3718,425.0
3719,310.0
3720,366.9
3721,425.0
3722,366.9
3723,480.70000000000005
3724,435.0
3725,416.9
3726,380.0
3727,398.8
3728,281.9
3729,326.9
3730,370.0
3731,418.8
3732,420.0
3733,325.0
3734,403.8
3735,341.9
3736,421.9
3737,441.9
3738,400.0
3739,338.8
3740,445.0
3741,350.70000000000005
3742,415.0
3743,418.8
3744,463.8
3745,390.0
3746,410.0
3747,370.0
3748,383.8
3749,321.9
3750,305.0
3751,515.0
3752,420.0
3753,395.0
3754,375.0
3755,260.0
3756,550.0
3757,466.9
3758,450.0
3759,370.0
3760,450.0
3761,460.0
3762,380.0
3763,443.8
3764,403.8
3765,296.9
3766,455.0
3767,360.0
3768,370.0
3769,454.5
3770,370.0
3771,581.9
3772,370.0
3773,441.9
3774,471.9
3775,295.0
3776,321.9
3777,390.0
3778,405.0
3779,415.0
3780,430.0
3781,325.0
3782,365.0
3783,281.9
3784,425.0
3785,395.0
3786,516.9
3787,326.9
3788,345.0
3789,366.9
3790,395.0
3791,295.0
3792,520.0
3793,350.0
3794,360.0
3795,420.0
3796,465.0
3797,455.0
3798,398.8
3799,315.0
3800,265.0
3801,376.9
3802,410.0
3803,470.0
3804,493.8
3805,406.9
3806,511.9
3807,410.0
3808,316.9
3809,250.0
3810,490.0
3811,380.0
3812,420.0
3813,506.9
3814,376.9
3815,381.9
3816,293.8
3817,405.0
3818,441.9
3819,450.0
3820,281.9
3821,355.0
3822,380.0
3823,416.9
3824,445.0
3825,451.9
3826,370.0
3827,360.0
3828,378.8
3829,328.8
3830,395.0
3831,380.0
3832,290.0
3833,420.0
3834,331.9
3835,405.0
3836,390.0
3837,366.9
3838,380.0
3839,355.0
3840,363.8
3841,363.8
3842,460.0
3843,375.0
3844,510.0
3845,451.9
3846,480.0
3847,455.0
3848,390.0
3849,295.0
3850,400.0
3851,455.0
3852,360.0
3853,455.0
3854,376.9
3855,385.0
3856,450.0
3857,405.0
3858,310.0
3859,453.8
3860,455.0
3861,370.0
3862,375.0
3863,435.0
3864,526.9
3865,425.0
3866,380.0
3867,490.0
3868,365.0
3869,438.8
3870,380.0
3871,335.0
3872,310.0
3873,435.0
3874,486.8
3875,411.9
3876,355.0
3877,358.8
3878,295.0
3879,380.0
3880,491.9
3881,445.0
3882,405.0
3883,441.9
3884,455.0
3885,375.0
3886,481.9
3887,356.9
3888,380.0
3889,370.0
3890,381.9
3891,441.9
3892,296.9
3893,428.8
3894,413.8
3895,270.0
3896,395.0
3897,390.0
3898,356.9
3899,346.9
3900,383.8
3901,326.9
3902,416.9
3903,435.0
3904,451.9
3905,400.0
3906,426.9
3907,471.9
3908,370.0
3909,541.9
3910,475.0
3911,436.9
3912,430.0
3913,455.0
3914,341.9
3915,376.9
3916,456.9
3917,270.0
3918,400.0
3919,428.8
3920,380.0
3921,295.0
3922,455.0
3923,415.0
3924,455.0
3925,495.0
3926,415.0
3927,376.9
3928,411.9
3929,331.9
3930,476.9
3931,415.0
3932,416.9
3933,530.0
3934,370.0
3935,470.0
3936,455.0
3937,391.9
3938,421.9
3939,526.9
3940,330.0
3941,391.9
3942,380.0
3943,363.8
3944,455.0
3945,386.9
3946,280.0
3947,475.0
3948,421.9
3949,520.0
3950,475.0
3951,430.0
3952,481.9
3953,425.0
3954,366.9
3955,535.0
3956,395.0
3957,250.0
3958,376.9
3959,416.9
3960,455.0
3961,416.9
3962,335.0
3963,355.0
3964,370.0
3965,466.9
3966,455.0
3967,420.0
3968,395.0
3969,420.0
3970,430.0
3971,416.9
3972,416.9
3973,406.9
3974,486.9
3975,331.9
3976,455.0
3977,391.9
3978,431.9
3979,425.0
3980,358.8
3981,408.8
3982,315.0
3983,405.0
3984,326.9
3985,245.0
3986,370.0
3987,463.8
3988,480.0
3989,555.0
3990,393.0
3991,420.0
3992,480.70000000000005
3993,465.0
3994,380.0
3995,400.0
3996,420.0
3997,476.9
3998,420.0
3999,421.9
4000,301.9
4001,463.8
4002,281.9
4003,340.0
4004,530.0
4005,511.9
4006,353.8
4007,376.9
4008,400.0
4009,470.0
4010,416.9
4011,376.9
4012,376.9
4013,385.0
4014,316.9
4015,295.0
4016,390.0
4017,403.8
4018,381.9
4019,385.0
4020,245.0
4021,385.0
4022,415.0
4023,333.8
4024,588.8
4025,433.8
4026,380.0
4027,410.0
4028,435.0
4029,455.0
4030,455.0
4031,395.0
4032,371.9
4033,405.0
4034,410.0
4035,380.0
4036,468.8
4037,381.9
4038,371.9
4039,475.0
4040,450.0
4041,435.0
4042,355.0
4043,471.9
4044,410.0
4045,461.9
4046,381.9
4047,488.8
4048,271.9
4049,410.0
4050,455.0
4051,416.9
4052,395.0
4053,405.0
4054,395.0
4055,528.8
4056,480.0
4057,420.70000000000005
4058,346.9
4059,213.8
4060,490.0
4061,635.0
4062,330.0
4063,416.9
4064,476.9
4065,425.0
4066,415.0
4067,366.9
4068,345.0
4069,355.0
4070,380.0
4071,310.0
4072,358.8
4073,353.8
4074,500.0
4075,325.0
4076,415.0
4077,415.0
4078,285.0
4079,340.0
4080,515.0
4081,305.0
4082,366.9
4083,370.0
4084,400.0
4085,438.8
4086,440.0
4087,366.9
4088,361.9
4089,385.0
4090,300.0
4091,420.0
4092,416.9
4093,416.9
4094,376.9
4095,455.0
4096,405.0
4097,441.9
4098,400.0
4099,521.9
4100,415.0
4101,366.9
4102,330.0
4103,381.9
4104,455.0
4105,341.9
4106,431.9
4107,395.0
4108,345.0
4109,295.0
4110,396.9
4111,336.9
4112,305.0
4113,525.0
4114,380.0
