,p2_sum_hp_last
2139,528.9
2140,726.95
2141,550.0
2142,475.0
2143,743.9
2144,731.95
2145,695.0
2146,766.0
2147,726.95
2148,765.0
2149,316.95
2150,655.0
2151,695.0
2152,710.0
2153,745.0
2154,495.0
2155,726.95
2156,391.95
2157,730.0
2158,440.0
2159,705.0
2160,325.0
2161,581.95
2162,728.9
2163,698.9
2164,715.0
2165,447.95
2166,726.95
2167,708.9
2168,731.95
2169,575.0
2170,726.95
2171,766.95
2172,650.0
2173,566.95
2174,735.0
2175,720.0
2176,575.0
2177,761.95
2178,685.0
2179,701.95
2180,568.9
2181,605.0
2182,676.95
2183,455.0
2184,621.0
2185,711.95
2186,476.95
2187,700.0
2188,440.0
2189,745.0
2190,758.9
2191,580.0
2192,560.0
2193,765.0
2194,721.95
2195,481.95
2196,710.0
2197,765.0
2198,520.0
2199,711.95
2200,585.0
2201,461.95
2202,776.95
2203,531.0
2204,666.95
2205,545.0
2206,630.0
2207,480.0
2208,730.0
2209,518.9
2210,656.95
2211,675.0
2212,475.0
2213,476.95
2214,711.95
2215,700.0
2216,661.95
2217,688.9
2218,695.0
2219,510.0
2220,655.0
2221,745.0
2222,726.95
2223,698.9
2224,725.0
2225,586.95
2226,731.95
2227,651.95
2228,705.0
2229,716.95
2230,745.0
2231,565.0
2232,493.9
2233,710.0
2234,390.0
2235,700.0
2236,376.95
2237,580.0
2238,660.0
2239,701.95
2240,573.9
2241,645.0
2242,731.95
2243,441.95
2244,740.0
2245,551.0
2246,400.0
2247,695.0
2248,583.9
2249,745.0
2250,675.0
2251,656.95
2252,771.95
2253,566.95
2254,600.0
2255,751.95
2256,718.9
2257,731.95
2258,656.95
2259,620.0
2260,635.0
2261,701.95
2262,730.0
2263,606.95
2264,705.0
2265,705.0
2266,731.95
2267,736.95
2268,735.0
2269,645.0
2270,446.0
2271,745.0
2272,626.95
2273,631.95
2274,691.95
2275,671.95
2276,635.0
2277,450.0
2278,567.95
2279,420.0
2280,433.9
2281,661.95
2282,650.0
2283,466.95
2284,609.95
2285,480.0
2286,651.95
2287,746.95
2288,680.0
2289,660.0
2290,688.9
2291,656.95
2292,781.95
2293,630.85
2294,800.0
2295,541.95
2296,696.95
2297,710.0
2298,731.95
2299,716.95
2300,490.0
2301,556.95
2302,455.0
2303,730.0
2304,611.95
2305,736.95
2306,665.0
2307,733.9
2308,730.0
2309,645.0
2310,680.0
2311,540.0
2312,748.9
2313,700.0
2314,725.0
2315,546.95
2316,645.0
2317,536.95
2318,661.95
2319,271.95
2320,565.0
2321,746.95
2322,796.95
2323,658.9
2324,576.95
2325,320.0
2326,596.95
2327,505.0
2328,606.95
2329,696.95
2330,720.0
2331,706.95
2332,505.0
2333,695.0
2334,695.0
2335,580.0
2336,650.0
2337,730.0
2338,476.95
2339,600.0
2340,765.0
2341,735.0
2342,641.95
2343,743.9
2344,745.0
2345,195.0
2346,740.0
2347,680.85
2348,750.0
2349,736.95
2350,711.95
2351,440.0
2352,748.9
2353,601.95
2354,710.0
2355,660.0
2356,695.0
2357,745.0
2358,691.95
2359,620.0
2360,655.0
2361,566.95
2362,715.0
2363,621.0
2364,736.95
2365,605.0
2366,711.95
2367,746.95
2368,720.0
2369,585.85
2370,736.95
2371,745.0
2372,546.95
2373,761.95
2374,445.0
2375,611.95
2376,730.0
2377,640.0
2378,563.9
2379,695.0
2380,695.0
2381,761.95
2382,740.0
2383,651.95
2384,730.0
2385,416.95
2386,730.0
2387,441.95
2388,730.0
2389,621.95
2390,563.9
2391,633.9
2392,621.95
2393,745.0
2394,456.95
2395,740.0
2396,575.0
2397,415.0
2398,533.9
2399,760.0
2400,491.95
2401,741.95
2402,735.0
2403,504.85
2404,450.85
2405,566.95
2406,715.0
2407,745.85
2408,413.9
2409,653.9
2410,753.9
2411,565.0
2412,671.95
2413,376.95
2414,400.0
2415,425.0
2416,495.0
2417,740.0
2418,725.0
2419,600.0
2420,410.0
2421,753.9
2422,715.0
2423,731.95
2424,600.0
2425,425.0
2426,640.0
2427,491.95
2428,521.95
2429,700.0
2430,406.95
2431,230.0
2432,571.95
2433,481.95
2434,711.95
2435,716.95
2436,435.0
2437,605.0
2438,748.9
2439,776.95
2440,680.0
2441,530.0
2442,509.95
2443,355.0
2444,620.0
2445,520.0
2446,620.0
2447,765.0
2448,683.9
2449,661.95
2450,453.9
2451,591.95
2452,705.0
2453,533.9
2454,630.0
2455,695.0
2456,695.0
2457,570.0
2458,691.0
2459,745.0
2460,726.95
2461,730.0
2462,708.9
2463,700.0
2464,650.0
2465,570.0
2466,576.95
2467,575.0
2468,701.95
2469,761.95
2470,608.9
2471,653.9
2472,516.95
2473,571.95
2474,660.0
2475,460.0
2476,726.95
2477,496.95
2478,546.95
2479,605.0
2480,741.95
2481,593.9
2482,761.95
2483,730.0
2484,736.95
2485,406.95
2486,735.0
2487,745.0
2488,695.0
2489,715.0
2490,550.0
2491,465.0
2492,731.95
2493,450.0
2494,781.95
2495,695.0
2496,700.0
2497,690.0
2498,690.0
2499,650.0
2500,641.95
2501,285.0
2502,670.0
2503,481.95
2504,781.0
2505,813.9
2506,572.9
2507,395.0
2508,651.95
2509,711.95
2510,725.0
2511,700.0
2512,731.95
2513,635.0
2514,685.0
2515,475.0
2516,377.95
2517,756.95
2518,546.95
2519,431.95
2520,761.0
2521,761.95
2522,630.0
2523,486.95
2524,350.0
2525,490.0
2526,740.0
2527,691.95
2528,695.0
2529,781.95
2530,695.0
2531,741.95
2532,422.8
2533,631.0
2534,640.0
2535,726.95
2536,735.0
2537,660.0
2538,731.95
2539,455.0
2540,721.95
2541,740.0
2542,468.0
2543,575.0
2544,656.95
2545,691.95
2546,200.0
2547,619.75
2548,546.95
2549,731.95
2550,640.0
2551,503.9
2552,441.95
2553,725.0
2554,670.0
2555,731.95
2556,550.0
2557,570.0
2558,640.0
2559,630.0
2560,636.0
2561,726.95
2562,690.0
2563,501.0
2564,731.95
2565,726.95
2566,446.95
2567,745.0
2568,705.0
2569,416.95
2570,695.0
2571,725.0
2572,695.0
2573,706.95
2574,526.95
2575,730.0
2576,611.95
2577,524.95
2578,330.0
2579,730.0
2580,512.95
2581,540.0
2582,585.0
2583,408.9
2584,715.0
2585,578.9
2586,766.95
2587,551.95
2588,700.0
2589,651.95
2590,730.0
2591,695.0
2592,710.0
2593,595.0
2594,716.95
2595,476.95
2596,736.95
2597,701.95
2598,630.0
2599,565.85
2600,605.0
2601,731.95
2602,735.0
2603,424.9
2604,255.0
2605,735.0
2606,493.9
2607,695.0
2608,731.95
2609,695.0
2610,593.9
2611,695.0
2612,725.0
2613,726.95
2614,650.85
2615,661.95
2616,420.0
2617,410.0
2618,715.0
2619,726.95
2620,695.0
2621,345.0
2622,726.95
2623,615.0
2624,655.0
2625,731.95
2626,748.9
2627,728.9
2628,400.0
2629,716.95
2630,725.0
2631,631.95
2632,745.0
2633,425.0
2634,681.95
2635,730.0
2636,620.0
2637,761.95
2638,541.95
2639,736.95
2640,525.0
2641,720.0
2642,425.0
2643,570.0
2644,500.0
2645,606.95
2646,490.0
2647,715.0
2648,665.0
2649,625.0
2650,623.9
2651,745.0
2652,696.95
2653,623.9
2654,713.9
2655,726.95
2656,516.95
2657,655.0
2658,526.85
2659,210.0
2660,706.95
2661,725.0
2662,725.0
2663,733.9
2664,696.95
2665,425.0
2666,680.0
2667,726.95
2668,796.95
2669,711.95
2670,460.0
2671,660.0
2672,741.95
2673,300.0
2674,690.0
2675,490.0
2676,695.0
2677,705.0
2678,635.0
2679,416.95
2680,745.0
2681,765.0
2682,345.0
2683,588.9
2684,621.95
2685,627.95
2686,585.0
2687,800.0
2688,615.0
2689,552.95
2690,740.0
2691,636.95
2692,695.0
2693,710.0
2694,731.95
2695,355.0
2696,705.0
2697,680.0
2698,631.95
2699,756.95
2700,715.0
2701,670.0
2702,566.95
2703,695.0
2704,475.0
2705,563.9
2706,506.95
2707,746.95
2708,666.95
2709,391.95
2710,563.9
2711,766.95
2712,700.0
2713,731.95
2714,730.0
2715,731.95
2716,695.0
2717,695.0
2718,725.0
2719,725.0
2720,451.95
2721,791.95
2722,716.95
2723,600.0
2724,711.95
2725,606.95
2726,720.0
2727,715.0
2728,555.0
2729,648.9
2730,721.95
2731,421.95
2732,731.95
2733,446.95
2734,680.0
2735,670.0
2736,530.0
2737,630.0
2738,666.95
2739,695.0
2740,730.0
2741,681.95
2742,530.0
2743,725.0
2744,700.0
2745,475.0
2746,461.95
2747,570.0
2748,775.0
2749,490.0
2750,698.9
2751,690.0
2752,395.0
2753,690.0
2754,648.9
2755,695.0
2756,566.95
2757,731.95
2758,371.95
2759,640.0
2760,523.9
2761,695.0
2762,748.9
2763,753.9
2764,730.0
2765,611.95
2766,745.0
2767,610.0
2768,735.0
2769,671.95
2770,658.9
2771,660.0
2772,726.95
2773,540.0
2774,539.9
2775,581.95
2776,748.9
2777,546.95
2778,700.0
2779,561.95
2780,730.0
2781,493.9
2782,706.95
2783,730.0
2784,731.95
2785,670.0
2786,731.95
2787,605.0
2788,480.0
2789,450.0
2790,495.0
2791,748.9
2792,746.95
2793,685.0
2794,505.0
2795,630.0
2796,540.0
2797,571.95
2798,660.0
2799,725.0
2800,455.0
2801,340.0
2802,609.0
2803,756.95
2804,698.9
2805,695.0
2806,451.95
2807,673.9
2808,585.0
2809,180.0
2810,731.95
2811,511.95
2812,496.95
2813,751.95
2814,571.95
2815,745.0
2816,536.0
2817,718.9
2818,620.0
2819,746.95
2820,605.0
2821,695.0
2822,775.0
2823,571.95
2824,665.0
2825,710.0
2826,485.0
2827,375.0
2828,586.95
2829,465.0
2830,655.0
2831,620.0
2832,431.95
2833,610.0
2834,748.9
2835,475.0
2836,540.0
2837,736.95
2838,751.95
2839,665.0
2840,686.95
2841,748.9
2842,550.0
2843,651.95
2844,746.95
2845,650.0
2846,570.0
2847,670.0
2848,660.0
2849,652.95
2850,585.0
2851,695.0
2852,731.95
2853,630.0
2854,780.0
2855,740.0
2856,440.0
2857,630.0
2858,551.95
2859,765.0
2860,715.0
2861,575.85
2862,730.0
2863,475.0
2864,775.0
2865,440.0
2866,605.0
2867,765.0
2868,731.95
2869,460.0
2870,463.9
2871,695.0
2872,420.0
2873,726.95
2874,715.0
2875,340.0
2876,725.0
2877,410.0
2878,620.0
2879,731.95
2880,690.0
2881,451.95
2882,705.0
2883,731.95
2884,746.95
2885,461.95
2886,726.95
2887,745.0
2888,746.95
2889,695.0
2890,691.95
2891,581.95
2892,341.95
2893,746.95
2894,761.95
2895,730.0
2896,711.95
2897,635.0
2898,705.0
2899,480.0
2900,696.95
2901,746.95
2902,731.95
2903,730.0
2904,475.0
2905,570.0
2906,695.0
2907,620.0
2908,610.0
2909,451.95
2910,660.0
2911,800.0
2912,541.95
2913,726.95
2914,466.95
2915,620.0
2916,765.0
2917,560.0
2918,776.95
2919,775.0
2920,666.95
2921,736.95
2922,740.0
2923,631.95
2924,745.85
2925,765.0
2926,393.0
2927,653.9
2928,571.95
2929,478.9
2930,635.0
2931,571.95
2932,661.95
2933,655.0
2934,781.95
2935,761.95
2936,325.0
2937,610.0
2938,705.0
2939,735.0
2940,525.0
2941,520.0
2942,655.0
2943,700.0
2944,765.0
2945,578.9
2946,695.0
2947,555.0
2948,576.95
2949,730.0
2950,636.95
2951,471.95
2952,725.0
2953,718.9
2954,730.0
2955,655.0
2956,440.0
2957,740.0
2958,715.0
2959,748.9
2960,676.95
2961,481.95
2962,530.0
2963,718.9
2964,705.0
2965,751.95
2966,721.95
2967,481.95
2968,675.0
2969,616.95
2970,640.0
2971,746.95
2972,740.0
2973,690.0
2974,450.0
2975,570.0
2976,701.95
2977,730.0
2978,721.95
2979,566.95
2980,496.95
2981,605.0
2982,761.0
2983,721.95
2984,671.95
2985,763.9
2986,701.95
2987,590.0
2988,696.95
2989,445.0
2990,730.0
2991,691.95
2992,753.9
2993,445.0
2994,713.9
2995,670.0
2996,596.95
2997,575.0
2998,582.95
2999,676.0
3000,671.95
3001,728.0
3002,730.0
3003,571.95
3004,730.0
3005,740.0
3006,716.95
3007,480.0
3008,695.0
3009,725.0
3010,565.0
3011,391.0
3012,418.9
3013,745.0
3014,591.0
3015,731.95
3016,600.0
3017,475.0
3018,696.95
3019,576.95
3020,500.85
3021,540.0
3022,761.95
3023,695.0
3024,450.0
3025,745.0
3026,533.9
3027,360.0
3028,730.0
3029,441.95
3030,651.95
3031,685.0
3032,656.95
3033,385.0
3034,656.95
3035,740.0
3036,761.95
3037,731.95
3038,745.0
3039,653.9
3040,731.95
3041,745.0
3042,660.0
3043,730.0
3044,541.95
3045,676.95
3046,761.95
3047,490.0
3048,479.95
3049,695.0
3050,580.0
3051,568.9
3052,516.95
3053,510.0
3054,713.9
3055,661.95
3056,650.0
3057,640.0
3058,786.95
3059,751.95
3060,733.9
3061,555.0
3062,705.0
3063,536.95
3064,655.0
3065,731.95
3066,700.0
3067,585.0
3068,545.0
3069,745.0
3070,523.9
3071,626.95
3072,741.95
3073,510.0
3074,481.95
3075,370.0
3076,548.0
3077,550.0
3078,605.0
3079,721.95
3080,535.0
3081,741.95
3082,510.0
3083,725.0
3084,761.95
3085,486.95
3086,700.0
3087,745.0
3088,570.0
3089,626.95
3090,741.95
3091,500.0
3092,736.95
3093,740.0
3094,745.0
3095,725.0
3096,745.0
3097,661.95
3098,695.0
3099,606.95
3100,540.0
3101,575.0
3102,500.0
3103,761.95
3104,715.0
3105,744.9
3106,665.0
3107,716.95
3108,711.95
3109,740.0
3110,425.0
3111,405.0
3112,745.0
3113,745.0
3114,571.95
3115,743.9
3116,565.0
3117,515.0
3118,646.95
3119,726.95
3120,636.95
3121,691.95
3122,615.0
3123,706.95
3124,500.0
3125,571.95
3126,730.0
3127,700.0
3128,533.9
3129,350.0
3130,616.95
3131,711.95
3132,590.0
3133,731.95
3134,695.0
3135,390.0
3136,545.0
3137,720.0
3138,591.95
3139,700.0
3140,735.0
3141,576.95
3142,718.9
3143,735.0
3144,701.95
3145,748.9
3146,581.95
3147,655.85
3148,660.0
3149,645.0
3150,760.0
3151,756.95
3152,580.0
3153,740.0
3154,716.95
3155,725.0
3156,595.0
3157,656.95
3158,646.95
3159,675.0
3160,736.95
3161,541.0
3162,710.0
3163,610.0
3164,473.0
3165,550.0
3166,690.0
3167,370.0
3168,700.0
3169,756.95
3170,645.0
3171,753.9
3172,671.95
3173,761.95
3174,401.95
3175,480.0
3176,585.0
3177,553.9
3178,470.0
3179,735.0
3180,585.85
3181,446.95
3182,735.0
3183,370.0
3184,716.95
3185,700.0
3186,723.9
3187,536.95
3188,295.0
3189,643.9
3190,761.95
3191,736.95
3192,655.0
3193,481.95
3194,520.0
3195,655.0
3196,575.0
3197,696.95
3198,525.0
3199,585.85
3200,580.0
3201,730.0
3202,743.9
3203,480.0
3204,731.95
3205,311.0
3206,590.0
3207,616.0
3208,483.9
3209,686.95
3210,560.0
3211,681.95
3212,761.95
3213,746.95
3214,691.95
3215,740.0
3216,493.9
3217,670.0
3218,550.0
3219,645.0
3220,743.9
3221,650.0
3222,676.95
3223,726.95
3224,650.0
3225,680.0
3226,695.0
3227,565.0
3228,310.0
3229,521.95
3230,456.95
3231,745.0
3232,551.95
3233,701.95
3234,675.0
3235,696.95
3236,676.95
3237,440.0
3238,541.0
3239,695.0
3240,360.0
3241,761.95
3242,655.0
3243,730.0
3244,685.0
3245,641.95
3246,505.0
3247,600.0
3248,730.0
3249,711.95
3250,657.95
3251,695.0
3252,716.95
3253,541.95
3254,738.9
3255,695.0
3256,661.95
3257,545.0
3258,550.0
3259,735.0
3260,691.95
3261,651.95
3262,640.0
3263,541.95
3264,517.8
3265,766.95
3266,553.9
3267,713.9
3268,636.95
3269,646.95
3270,576.95
3271,636.95
3272,450.0
3273,695.0
3274,673.9
3275,660.0
3276,385.0
3277,506.95
3278,761.95
3279,720.0
3280,445.0
3281,460.0
3282,479.9
3283,731.95
3284,545.0
3285,670.0
3286,635.0
3287,495.0
3288,641.95
3289,748.9
3290,526.95
3291,475.0
3292,695.0
3293,346.95
3294,540.0
3295,511.95
3296,526.95
3297,481.95
3298,240.0
3299,756.95
3300,455.0
3301,565.0
3302,665.0
3303,655.0
3304,701.95
3305,565.0
3306,711.95
3307,540.0
3308,746.95
3309,731.95
3310,540.0
3311,695.0
3312,745.0
3313,452.95
3314,655.0
3315,695.0
3316,585.0
3317,480.0
3318,661.95
3319,446.95
3320,653.0
3321,701.95
3322,775.0
3323,605.0
3324,685.85
3325,468.9
3326,520.0
3327,661.95
3328,646.95
3329,701.95
3330,395.0
3331,780.0
3332,541.95
3333,691.95
3334,735.0
3335,435.0
3336,715.0
3337,590.0
3338,480.0
3339,515.0
3340,486.95
3341,385.0
3342,658.9
3343,691.95
3344,725.0
3345,626.95
3346,666.95
3347,710.0
3348,495.0
3349,731.95
3350,640.0
3351,661.95
3352,716.95
3353,745.0
3354,486.95
3355,726.95
3356,556.95
3357,725.0
3358,480.0
3359,720.0
3360,780.0
3361,668.9
3362,668.9
3363,511.0
3364,490.0
3365,581.95
3366,695.0
3367,503.9
3368,510.0
3369,670.0
3370,635.0
3371,740.0
3372,725.0
3373,611.95
3374,573.9
3375,725.0
3376,695.0
3377,535.0
3378,736.95
3379,791.95
3380,546.95
3381,636.95
3382,545.0
3383,700.0
3384,656.95
3385,730.0
3386,726.95
3387,681.95
3388,336.95
3389,700.0
3390,410.0
3391,571.95
3392,636.95
3393,695.0
3394,743.9
3395,603.9
3396,730.0
3397,775.0
3398,571.95
3399,581.0
3400,695.0
3401,745.0
3402,413.9
3403,580.0
3404,650.0
3405,570.0
3406,690.0
3407,695.0
3408,748.9
3409,523.0
3410,725.0
3411,670.0
3412,740.0
3413,511.95
3414,410.0
3415,440.0
3416,465.0
3417,730.0
3418,725.0
3419,740.0
3420,711.95
3421,620.0
3422,566.95
3423,735.0
3424,695.0
3425,406.0
3426,765.0
3427,645.0
3428,638.9
3429,640.0
3430,451.95
3431,686.95
3432,713.9
3433,580.0
3434,753.9
3435,656.0
3436,495.0
3437,690.0
3438,705.0
3439,405.0
3440,725.0
3441,445.0
3442,748.9
3443,445.0
3444,751.95
3445,695.0
3446,400.0
3447,748.9
3448,761.95
3449,560.0
3450,285.0
3451,705.0
3452,701.95
3453,466.95
3454,646.95
3455,725.0
3456,681.95
3457,605.0
3458,473.9
3459,630.0
3460,701.95
3461,730.0
3462,460.0
3463,626.95
3464,745.0
3465,600.0
3466,631.95
3467,770.0
3468,735.0
3469,440.0
3470,496.95
3471,720.0
3472,650.0
3473,515.0
3474,655.0
3475,375.0
3476,720.0
3477,730.0
3478,625.0
3479,455.0
3480,745.0
3481,740.0
3482,506.95
3483,745.0
3484,461.95
3485,700.0
3486,585.0
3487,486.95
3488,765.0
3489,396.0
3490,690.0
3491,576.95
3492,730.0
3493,636.95
3494,556.95
3495,621.95
3496,598.9
3497,640.0
3498,665.0
3499,691.95
3500,695.0
3501,645.0
3502,643.9
3503,716.95
3504,640.0
3505,726.95
3506,655.0
3507,665.0
3508,728.9
3509,506.95
3510,408.9
3511,695.0
3512,520.0
3513,660.0
3514,718.9
3515,535.0
3516,386.95
3517,818.9
3518,716.0
3519,743.9
3520,741.95
3521,731.95
3522,670.0
3523,495.0
3524,753.9
3525,711.95
3526,695.0
3527,715.0
3528,725.0
3529,731.95
3530,389.95
3531,650.0
3532,631.95
3533,740.0
3534,426.95
3535,673.9
3536,660.0
3537,586.95
3538,705.0
3539,650.0
3540,731.95
3541,646.95
3542,668.9
3543,540.0
3544,746.95
3545,735.0
3546,451.95
3547,705.0
3548,540.0
3549,431.0
3550,703.9
3551,503.9
3552,740.0
3553,761.95
3554,455.0
3555,683.9
3556,740.0
3557,695.0
3558,695.0
3559,713.9
3560,653.9
3561,743.9
3562,615.0
3563,558.9
3564,745.0
3565,670.0
3566,375.0
3567,540.0
3568,535.0
3569,715.0
3570,695.0
3571,730.0
3572,731.95
3573,700.0
3574,615.0
3575,716.95
3576,791.95
3577,750.0
3578,550.0
3579,731.95
3580,441.95
3581,745.0
3582,355.0
3583,735.0
3584,781.95
3585,335.0
3586,740.0
3587,546.95
3588,740.0
3589,630.0
3590,736.95
3591,568.9
3592,695.0
3593,655.0
3594,700.0
3595,390.0
3596,611.95
3597,616.0
3598,550.0
3599,661.95
3600,473.9
3601,470.0
3602,753.9
3603,697.95
3604,480.0
3605,790.0
3606,640.0
3607,740.85
3608,753.9
3609,560.0
3610,510.0
3611,721.95
3612,720.0
3613,701.95
3614,645.0
3615,605.0
3616,540.0
3617,563.9
3618,516.95
3619,740.0
3620,531.95
3621,735.0
3622,591.95
3623,571.95
3624,696.95
3625,725.0
3626,691.95
3627,441.95
3628,506.95
3629,740.0
3630,780.85
3631,615.0
3632,505.0
3633,675.0
3634,471.95
3635,715.0
3636,705.0
3637,696.95
3638,695.0
3639,528.9
3640,675.0
3641,695.0
3642,725.0
3643,745.0
3644,585.85
3645,606.0
3646,740.0
3647,480.0
3648,640.0
3649,320.0
3650,730.0
3651,473.9
3652,725.0
3653,665.0
3654,390.0
3655,736.95
3656,705.0
3657,719.9
3658,743.9
3659,640.0
3660,465.0
3661,650.0
3662,736.95
3663,516.95
3664,643.9
3665,756.95
3666,726.95
3667,406.95
3668,690.0
3669,700.0
3670,710.0
3671,445.0
3672,500.0
3673,756.95
3674,493.9
3675,600.0
3676,616.95
3677,485.0
3678,325.0
3679,681.95
3680,695.0
3681,360.0
3682,677.95
3683,686.95
3684,715.0
3685,475.0
3686,705.0
3687,671.95
3688,445.0
3689,576.0
3690,656.95
3691,746.95
3692,475.0
3693,675.0
3694,780.0
3695,686.95
3696,375.0
3697,475.0
3698,728.9
3699,740.0
3700,713.9
3701,691.95
3702,730.0
3703,745.0
3704,595.0
3705,466.95
3706,561.95
3707,716.95
3708,723.9
3709,731.95
3710,748.9
3711,671.95
3712,531.95
3713,611.95
3714,695.0
3715,750.0
3716,715.0
3717,645.0
3718,715.0
3719,375.0
3720,711.95
3721,655.0
3722,711.95
3723,725.85
3724,505.0
3725,591.95
3726,695.0
3727,648.9
3728,651.95
3729,696.95
3730,650.0
3731,548.9
3732,730.0
3733,395.0
3734,748.9
3735,376.95
3736,646.95
3737,761.95
3738,535.0
3739,378.9
3740,735.0
3741,750.85
3742,406.0
3743,408.9
3744,488.9
3745,450.0
3746,610.0
3747,735.0
3748,668.9
3749,651.95
3750,490.0
3751,690.0
3752,730.0
3753,705.0
3754,475.0
3755,615.0
3756,700.0
3757,426.95
3758,490.0
3759,705.0
3760,495.0
3761,540.0
3762,695.0
3763,559.9
3764,748.9
3765,621.95
3766,420.0
3767,640.0
3768,735.0
3769,514.75
3770,735.0
3771,441.95
3772,705.0
3773,761.95
3774,706.95
3775,635.0
3776,656.95
3777,450.0
3778,715.0
3779,500.0
3780,405.0
3781,315.0
3782,691.0
3783,616.95
3784,530.0
3785,725.0
3786,581.95
3787,636.95
3788,705.0
3789,736.95
3790,700.0
3791,600.0
3792,580.0
3793,635.0
3794,675.0
3795,730.0
3796,335.0
3797,745.0
3798,528.9
3799,535.0
3800,540.0
3801,726.95
3802,735.0
3803,555.0
3804,633.9
3805,411.95
3806,686.95
3807,370.0
3808,716.95
3809,580.0
3810,655.0
3811,695.0
3812,730.0
3813,621.95
3814,726.95
3815,711.95
3816,658.9
3817,720.0
3818,761.95
3819,545.0
3820,646.95
3821,470.0
3822,695.0
3823,731.95
3824,735.0
3825,736.95
3826,705.0
3827,670.0
3828,748.9
3829,723.9
3830,705.0
3831,575.0
3832,385.0
3833,730.0
3834,666.95
3835,715.0
3836,775.0
3837,736.95
3838,725.0
3839,625.0
3840,743.9
3841,743.9
3842,490.0
3843,445.0
3844,615.0
3845,776.95
3846,720.0
3847,745.0
3848,590.0
3849,600.0
3850,560.0
3851,745.0
3852,300.0
3853,766.0
3854,751.95
3855,626.0
3856,685.0
3857,675.0
3858,640.0
3859,563.9
3860,745.0
3861,705.0
3862,765.0
3863,591.0
3864,476.95
3865,655.0
3866,660.0
3867,480.0
3868,540.0
3869,659.9
3870,695.0
3871,670.0
3872,645.0
3873,540.0
3874,621.9
3875,801.95
3876,695.0
3877,493.9
3878,600.0
3879,725.0
3880,541.95
3881,765.0
3882,715.0
3883,761.95
3884,745.0
3885,475.0
3886,651.95
3887,711.95
3888,695.0
3889,705.0
3890,641.95
3891,761.95
3892,586.95
3893,748.9
3894,728.9
3895,480.0
3896,540.0
3897,590.0
3898,666.95
3899,571.95
3900,673.9
3901,536.95
3902,731.95
3903,505.0
3904,736.95
3905,720.0
3906,756.95
3907,671.95
3908,705.0
3909,626.95
3910,685.0
3911,661.95
3912,715.0
3913,745.0
3914,676.95
3915,726.95
3916,536.95
3917,605.0
3918,560.0
3919,533.9
3920,695.0
3921,630.0
3922,766.0
3923,740.0
3924,745.0
3925,515.0
3926,485.0
3927,726.95
3928,766.95
3929,341.95
3930,436.95
3931,740.0
3932,761.95
3933,470.0
3934,650.0
3935,425.0
3936,745.0
3937,611.95
3938,546.95
3939,621.95
3940,665.0
3941,696.95
3942,640.0
3943,623.9
3944,745.0
3945,606.95
3946,680.0
3947,685.0
3948,746.95
3949,386.0
3950,540.0
3951,800.0
3952,566.95
3953,641.0
3954,711.95
3955,510.0
3956,705.0
3957,580.0
3958,496.95
3959,731.95
3960,745.0
3961,731.95
3962,670.0
3963,665.0
3964,705.0
3965,481.95
3966,745.0
3967,590.0
3968,705.0
3969,521.0
3970,710.0
3971,731.95
3972,731.95
3973,746.95
3974,497.95
3975,636.95
3976,745.0
3977,661.95
3978,751.95
3979,500.0
3980,643.9
3981,628.9
3982,655.0
3983,730.0
3984,386.95
3985,605.0
3986,680.0
3987,508.9
3988,330.0
3989,460.0
3990,478.0
3991,730.0
3992,505.85
3993,695.0
3994,725.0
3995,560.0
3996,730.0
3997,606.95
3998,730.0
3999,456.95
4000,481.95
4001,423.9
4002,616.95
4003,570.0
4004,490.0
4005,511.95
4006,718.9
4007,726.95
4008,625.0
4009,556.0
4010,731.95
4011,726.95
4012,791.95
4013,610.0
4014,556.95
4015,370.0
4016,770.0
4017,748.9
4018,756.95
4019,675.0
4020,385.0
4021,335.0
4022,800.0
4023,383.9
4024,528.9
4025,663.9
4026,605.0
4027,490.0
4028,475.0
4029,745.0
4030,745.0
4031,725.0
4032,476.95
4033,715.0
4034,725.0
4035,695.0
4036,573.9
4037,716.95
4038,476.95
4039,685.0
4040,495.0
4041,730.0
4042,700.0
4043,576.95
4044,455.0
4045,562.95
4046,716.95
4047,643.9
4048,626.95
4049,490.0
4050,740.0
4051,731.95
4052,740.0
4053,715.0
4054,740.0
4055,583.9
4056,530.0
4057,680.85
4058,576.95
4059,488.9
4060,570.0
4061,445.0
4062,570.0
4063,761.95
4064,521.95
4065,655.0
4066,705.0
4067,701.95
4068,675.0
4069,660.0
4070,725.0
4071,605.0
4072,778.9
4073,753.9
4074,730.0
4075,655.0
4076,705.0
4077,740.0
4078,420.0
4079,425.0
4080,720.0
4081,545.0
4082,741.95
4083,735.0
4084,611.0
4085,793.9
4086,410.0
4087,711.95
4088,781.95
4089,555.0
4090,425.0
4091,730.0
4092,726.95
4093,731.95
4094,726.95
4095,745.0
4096,715.0
4097,761.95
4098,620.0
4099,477.95
4100,690.0
4101,731.95
4102,385.0
4103,711.95
4104,745.0
4105,706.95
4106,636.95
4107,730.0
4108,600.0
4109,600.0
4110,626.95
4111,461.95
4112,665.0
4113,530.0
4114,695.0
4115,480.0
4116,666.95
4117,746.95
4118,696.95
4119,556.95
4120,556.95
4121,400.0
4122,661.95
4123,373.0
4124,445.0
4125,511.95
4126,425.0
4127,735.0
4128,716.95
4129,505.0
4130,711.95
4131,401.95
4132,480.0
4133,395.0
4134,506.95
4135,725.0
4136,726.95
