,p2_sum_atk_last
2132,412.8
2133,452.8
2134,440.0
2135,458.9
2136,413.9
2137,358.9
2138,360.0
2139,547.8
2140,448.9
2141,510.0
2142,460.0
2143,427.8
2144,468.9
2145,445.0
2146,499.0
2147,443.9
2148,445.0
2149,328.9
2150,610.0
2151,425.0
2152,445.0
2153,515.0
2154,480.0
2155,443.9
2156,393.9
2157,475.0
2158,555.0
2159,435.0
2160,335.0
2161,408.9
2162,437.8
2163,432.8
2164,470.0
2165,522.9
2166,443.9
2167,427.8
2168,468.9
2169,355.0
2170,453.9
2171,458.9
2172,350.0
2173,358.9
2174,460.0
2175,485.0
2176,340.0
2177,498.9
2178,420.0
2179,423.9
2180,522.8
2181,335.0
2182,388.9
2183,505.0
2184,399.0
2185,418.9
2186,438.9
2187,450.0
2188,530.0
2189,515.0
2190,487.8
2191,380.0
2192,385.0
2193,445.0
2194,433.9
2195,453.9
2196,485.0
2197,445.0
2198,530.0
2199,418.9
2200,405.0
2201,413.9
2202,523.9
2203,604.0
2204,418.9
2205,280.0
2206,405.0
2207,470.0
2208,435.0
2209,467.8
2210,423.9
2211,405.0
2212,445.0
2213,468.9
2214,418.9
2215,390.0
2216,343.9
2217,377.8
2218,425.0
2219,495.0
2220,375.0
2221,515.0
2222,463.9
2223,442.8
2224,450.0
2225,418.9
2226,468.9
2227,458.9
2228,470.0
2229,433.9
2230,515.0
2231,340.0
2232,432.8
2233,405.0
2234,450.0
2235,430.0
2236,328.9
2237,435.0
2238,420.0
2239,413.9
2240,537.8
2241,375.0
2242,468.9
2243,418.9
2244,435.0
2245,529.0
2246,465.0
2247,445.0
2248,317.8
2249,515.0
2250,485.0
2251,443.9
2252,458.9
2253,543.9
2254,340.0
2255,503.9
2256,407.8
2257,468.9
2258,338.9
2259,390.0
2260,360.0
2261,423.9
2262,465.0
2263,338.9
2264,435.0
2265,435.0
2266,468.9
2267,443.9
2268,485.0
2269,395.0
2270,589.0
2271,515.0
2272,408.9
2273,348.9
2274,368.9
2275,378.9
2276,380.0
2277,445.0
2278,572.9
2279,490.0
2280,402.8
2281,408.9
2282,420.0
2283,418.9
2284,537.9
2285,445.0
2286,468.9
2287,478.9
2288,480.0
2289,405.0
2290,382.8
2291,443.9
2292,458.9
2293,496.70000000000005
2294,485.0
2295,528.9
2296,418.9
2297,495.0
2298,433.9
2299,393.9
2300,485.0
2301,263.9
2302,430.0
2303,475.0
2304,428.9
2305,443.9
2306,380.0
2307,432.8
2308,475.0
2309,360.0
2310,350.0
2311,535.0
2312,452.8
2313,390.0
2314,470.0
2315,343.9
2316,375.0
2317,513.9
2318,343.9
2319,273.9
2320,535.0
2321,493.9
2322,488.9
2323,417.8
2324,368.9
2325,360.0
2326,488.9
2327,495.0
2328,558.9
2329,448.9
2330,495.0
2331,453.9
2332,475.0
2333,425.0
2334,435.0
2335,380.0
2336,425.0
2337,490.0
2338,463.9
2339,330.0
2340,445.0
2341,450.0
2342,383.9
2343,427.8
2344,515.0
2345,215.0
2346,490.0
2347,426.70000000000005
2348,470.0
2349,443.9
2350,388.9
2351,450.0
2352,452.8
2353,393.9
2354,425.0
2355,415.0
2356,435.0
2357,515.0
2358,443.9
2359,410.0
2360,450.0
2361,333.9
2362,445.0
2363,459.0
2364,478.9
2365,355.0
2366,408.9
2367,418.9
2368,465.0
2369,506.70000000000005
2370,443.9
2371,515.0
2372,478.9
2373,498.9
2374,410.0
2375,358.9
2376,475.0
2377,385.0
2378,502.8
2379,435.0
2380,435.0
2381,498.9
2382,435.0
2383,468.9
2384,525.0
2385,398.9
2386,465.0
2387,463.9
2388,490.0
2389,438.9
2390,497.8
2391,385.3
2392,443.9
2393,515.0
2394,513.9
2395,490.0
2396,370.0
2397,385.0
2398,527.8
2399,475.0
2400,548.9
2401,428.9
2402,465.0
2403,534.7
2404,441.70000000000005
2405,563.9
2406,470.0
2407,431.70000000000005
2408,442.8
2409,357.8
2410,462.8
2411,555.0
2412,393.9
2413,403.9
2414,475.0
2415,480.0
2416,510.0
2417,435.0
2418,450.0
2419,330.0
2420,435.0
2421,407.8
2422,470.0
2423,458.9
2424,340.0
2425,385.0
2426,455.0
2427,488.9
2428,263.9
2429,445.0
2430,473.9
2431,270.0
2432,553.9
2433,433.9
2434,418.9
2435,433.9
2436,510.0
2437,335.0
2438,452.8
2439,523.9
2440,440.0
2441,255.0
2442,512.9
2443,330.0
2444,445.0
2445,340.0
2446,570.0
2447,445.0
2448,407.8
2449,448.9
2450,437.8
2451,378.9
2452,435.0
2453,492.8
2454,355.0
2455,435.0
2456,435.0
2457,515.0
2458,469.0
2459,515.0
2460,443.9
2461,480.0
2462,397.8
2463,430.0
2464,435.0
2465,365.0
2466,538.9
2467,375.0
2468,423.9
2469,483.9
2470,362.8
2471,427.8
2472,488.9
2473,553.9
2474,405.0
2475,420.0
2476,443.9
2477,523.9
2478,498.9
2479,355.0
2480,433.9
2481,282.8
2482,468.9
2483,465.0
2484,443.9
2485,428.9
2486,460.0
2487,515.0
2488,435.0
2489,470.0
2490,550.0
2491,290.0
2492,468.9
2493,405.0
2494,428.9
2495,435.0
2496,450.0
2497,430.0
2498,400.0
2499,435.0
2500,418.9
2501,340.0
2502,350.0
2503,453.9
2504,489.0
2505,457.8
2506,560.8
2507,445.0
2508,468.9
2509,418.9
2510,450.0
2511,410.0
2512,458.9
2513,370.0
2514,440.0
2515,250.0
2516,457.9
2517,473.9
2518,513.9
2519,478.9
2520,484.0
2521,498.9
2522,355.0
2523,503.9
2524,380.0
2525,430.0
2526,435.0
2527,423.9
2528,435.0
2529,428.9
2530,435.0
2531,433.9
2532,385.6
2533,434.0
2534,455.0
2535,443.9
2536,450.0
2537,415.0
2538,468.9
2539,420.0
2540,433.9
2541,510.0
2542,274.0
2543,370.0
2544,408.9
2545,348.9
2546,230.0
2547,529.5
2548,323.9
2549,468.9
2550,355.0
2551,492.8
2552,478.9
2553,450.0
2554,355.0
2555,468.9
2556,490.0
2557,365.0
2558,385.0
2559,355.0
2560,449.0
2561,443.9
2562,470.0
2563,549.0
2564,458.9
2565,443.9
2566,533.9
2567,515.0
2568,435.0
2569,433.9
2570,435.0
2571,450.0
2572,410.0
2573,453.9
2574,503.9
2575,435.0
2576,538.9
2577,497.9
2578,400.0
2579,475.0
2580,572.9
2581,340.0
2582,540.0
2583,417.8
2584,470.0
2585,547.8
2586,473.9
2587,503.9
2588,515.0
2589,468.9
2590,525.0
2591,425.0
2592,485.0
2593,385.0
2594,393.9
2595,438.9
2596,478.9
2597,448.9
2598,460.0
2599,446.70000000000005
2600,355.0
2601,453.9
2602,485.0
2603,466.8
2604,265.0
2605,450.0
2606,427.8
2607,435.0
2608,453.9
2609,435.0
2610,332.8
2611,435.0
2612,450.0
2613,396.4
2614,451.70000000000005
2615,438.9
2616,395.0
2617,400.0
2618,470.0
2619,463.9
2620,445.0
2621,385.0
2622,443.9
2623,420.0
2624,450.0
2625,468.9
2626,442.8
2627,447.8
2628,365.0
2629,473.9
2630,470.0
2631,348.9
2632,515.0
2633,495.0
2634,443.9
2635,475.0
2636,375.0
2637,498.9
2638,503.9
2639,443.9
2640,540.0
2641,495.0
2642,480.0
2643,360.0
2644,485.0
2645,523.9
2646,465.0
2647,470.0
2648,390.0
2649,595.0
2650,367.8
2651,515.0
2652,418.9
2653,342.8
2654,402.8
2655,443.9
2656,448.9
2657,450.0
2658,525.7
2659,260.0
2660,433.9
2661,450.0
2662,445.0
2663,462.8
2664,418.9
2665,490.0
2666,465.0
2667,443.9
2668,473.9
2669,418.9
2670,280.0
2671,405.0
2672,433.9
2673,260.0
2674,450.0
2675,485.0
2676,435.0
2677,470.0
2678,370.0
2679,498.9
2680,515.0
2681,445.0
2682,430.0
2683,312.8
2684,318.9
2685,442.9
2686,405.0
2687,485.0
2688,435.0
2689,537.9
2690,490.0
2691,463.9
2692,435.0
2693,465.0
2694,468.9
2695,450.0
2696,470.0
2697,450.0
2698,423.9
2699,433.9
2700,495.0
2701,470.0
2702,543.9
2703,475.0
2704,445.0
2705,522.8
2706,413.9
2707,418.9
2708,408.9
2709,363.9
2710,532.8
2711,488.9
2712,410.0
2713,468.9
2714,460.0
2715,468.9
2716,435.0
2717,435.0
2718,455.0
2719,450.0
2720,408.9
2721,428.9
2722,433.9
2723,530.0
2724,408.9
2725,523.9
2726,495.0
2727,470.0
2728,370.0
2729,407.8
2730,418.9
2731,383.9
2732,468.9
2733,433.9
2734,465.0
2735,350.0
2736,360.0
2737,395.0
2738,388.9
2739,435.0
2740,465.0
2741,428.9
2742,255.0
2743,450.0
2744,450.0
2745,445.0
2746,413.9
2747,365.0
2748,530.0
2749,430.0
2750,442.8
2751,450.0
2752,390.0
2753,470.0
2754,387.8
2755,435.0
2756,333.9
2757,468.9
2758,388.9
2759,355.0
2760,522.8
2761,445.0
2762,452.8
2763,427.8
2764,475.0
2765,358.9
2766,515.0
2767,360.0
2768,460.0
2769,378.9
2770,352.8
2771,405.0
2772,443.9
2773,495.0
2774,571.8
2775,398.9
2776,452.8
2777,503.9
2778,410.0
2779,378.9
2780,525.0
2781,442.8
2782,403.9
2783,435.0
2784,468.9
2785,420.0
2786,468.9
2787,555.0
2788,265.0
2789,405.0
2790,510.0
2791,442.8
2792,453.9
2793,455.0
2794,465.0
2795,425.0
2796,510.0
2797,358.9
2798,405.0
2799,450.0
2800,430.0
2801,340.0
2802,438.0
2803,473.9
2804,427.8
2805,435.0
2806,443.9
2807,427.8
2808,590.0
2809,230.0
2810,468.9
2811,498.9
2812,508.9
2813,443.9
2814,358.9
2815,515.0
2816,564.0
2817,407.8
2818,450.0
2819,458.9
2820,355.0
2821,435.0
2822,530.0
2823,358.9
2824,390.0
2825,485.0
2826,445.0
2827,390.0
2828,308.9
2829,465.0
2830,395.0
2831,450.0
2832,428.9
2833,340.0
2834,452.8
2835,450.0
2836,315.0
2837,443.9
2838,433.9
2839,390.0
2840,468.9
2841,452.8
2842,560.0
2843,343.9
2844,508.9
2845,435.0
2846,355.0
2847,400.0
2848,405.0
2849,497.9
2850,415.0
2851,435.0
2852,468.9
2853,390.0
2854,515.0
2855,450.0
2856,340.0
2857,430.0
2858,558.9
2859,490.0
2860,470.0
2861,511.70000000000005
2862,475.0
2863,445.0
2864,445.0
2865,550.0
2866,530.0
2867,445.0
2868,458.9
2869,195.0
2870,522.8
2871,435.0
2872,490.0
2873,443.9
2874,470.0
2875,295.0
2876,450.0
2877,430.0
2878,370.0
2879,458.9
2880,470.0
2881,508.9
2882,435.0
2883,438.9
2884,458.9
2885,503.9
2886,443.9
2887,515.0
2888,478.9
2889,455.0
2890,393.9
2891,323.9
2892,318.9
2893,448.9
2894,498.9
2895,475.0
2896,418.9
2897,375.0
2898,435.0
2899,430.0
2900,398.9
2901,418.9
2902,468.9
2903,475.0
2904,445.0
2905,325.0
2906,435.0
2907,595.0
2908,350.0
2909,433.9
2910,350.0
2911,485.0
2912,528.9
2913,443.9
2914,483.9
2915,450.0
2916,445.0
2917,265.0
2918,523.9
2919,445.0
2920,423.9
2921,478.9
2922,490.0
2923,348.9
2924,441.70000000000005
2925,445.0
2926,439.0
2927,442.8
2928,348.9
2929,452.8
2930,560.0
2931,553.9
2932,438.9
2933,410.0
2934,428.9
2935,498.9
2936,315.0
2937,355.0
2938,435.0
2939,450.0
2940,550.0
2941,530.0
2942,345.0
2943,450.0
2944,445.0
2945,542.8
2946,435.0
2947,515.0
2948,368.9
2949,435.0
2950,373.9
2951,413.9
2952,450.0
2953,407.8
2954,480.0
2955,365.0
2956,475.0
2957,450.0
2958,470.0
2959,452.8
2960,388.9
2961,523.9
2962,360.0
2963,417.8
2964,470.0
2965,413.9
2966,373.9
2967,553.9
2968,405.0
2969,323.9
2970,465.0
2971,418.9
2972,490.0
2973,430.0
2974,445.0
2975,415.0
2976,423.9
2977,465.0
2978,433.9
2979,333.9
2980,453.9
2981,455.0
2982,519.0
2983,423.9
2984,393.9
2985,462.8
2986,423.9
2987,360.0
2988,438.9
2989,430.0
2990,475.0
2991,423.9
2992,427.8
2993,400.0
2994,422.8
2995,405.0
2996,468.9
2997,505.0
2998,632.9
2999,539.0
3000,378.9
3001,494.0
3002,475.0
3003,348.9
3004,435.0
3005,490.0
3006,433.9
3007,475.0
3008,435.0
3009,450.0
3010,340.0
3011,484.0
3012,412.8
3013,515.0
3014,454.0
3015,468.9
3016,540.0
3017,445.0
3018,438.9
3019,333.9
3020,426.70000000000005
3021,265.0
3022,498.9
3023,455.0
3024,385.0
3025,515.0
3026,502.8
3027,465.0
3028,435.0
3029,523.9
3030,458.9
3031,445.0
3032,358.9
3033,435.0
3034,423.9
3035,435.0
3036,498.9
3037,468.9
3038,467.5
3039,402.8
3040,453.9
3041,515.0
3042,405.0
3043,475.0
3044,423.9
3045,488.9
3046,498.9
3047,500.0
3048,482.9
3049,435.0
3050,435.0
3051,502.8
3052,473.9
3053,435.0
3054,382.8
3055,428.9
3056,420.0
3057,385.0
3058,443.9
3059,433.9
3060,467.8
3061,380.0
3062,425.0
3063,503.9
3064,335.0
3065,468.9
3066,410.0
3067,405.0
3068,325.0
3069,515.0
3070,452.8
3071,378.9
3072,503.9
3073,480.0
3074,433.9
3075,445.0
3076,529.0
3077,560.0
3078,355.0
3079,433.9
3080,345.0
3081,503.9
3082,495.0
3083,470.0
3084,498.9
3085,438.9
3086,405.0
3087,515.0
3088,355.0
3089,408.9
3090,503.9
3091,485.0
3092,478.9
3093,490.0
3094,515.0
3095,450.0
3096,515.0
3097,378.9
3098,435.0
3099,523.9
3100,340.0
3101,340.0
3102,465.0
3103,498.9
3104,470.0
3105,491.8
3106,430.0
3107,433.9
3108,418.9
3109,435.0
3110,395.0
3111,215.0
3112,515.0
3113,515.0
3114,358.9
3115,427.8
3116,390.0
3117,440.0
3118,388.9
3119,443.9
3120,398.9
3121,448.9
3122,335.0
3123,428.9
3124,485.0
3125,513.9
3126,465.0
3127,450.0
3128,447.8
3129,375.0
3130,323.9
3131,418.9
3132,435.0
3133,468.9
3134,435.0
3135,402.5
3136,315.0
3137,495.0
3138,393.9
3139,390.0
3140,500.0
3141,528.9
3142,407.8
3143,450.0
3144,423.9
3145,452.8
3146,568.9
3147,406.70000000000005
3148,405.0
3149,450.0
3150,440.0
3151,473.9
3152,435.0
3153,470.0
3154,478.9
3155,450.0
3156,390.0
3157,438.9
3158,443.9
3159,495.0
3160,458.9
3161,559.0
3162,465.0
3163,390.0
3164,494.0
3165,320.0
3166,470.0
3167,330.0
3168,430.0
3169,433.9
3170,430.0
3171,427.8
3172,393.9
3173,498.9
3174,338.9
3175,460.0
3176,405.0
3177,497.8
3178,475.0
3179,450.0
3180,506.70000000000005
3181,418.9
3182,450.0
3183,385.0
3184,433.9
3185,450.0
3186,432.8
3187,513.9
3188,275.0
3189,427.8
3190,498.9
3191,478.9
3192,410.0
3193,533.9
3194,340.0
3195,395.0
3196,340.0
3197,438.9
3198,355.0
3199,506.70000000000005
3200,555.0
3201,475.0
3202,427.8
3203,240.0
3204,468.9
3205,394.0
3206,330.0
3207,469.0
3208,427.8
3209,448.9
3210,575.0
3211,443.9
3212,483.9
3213,418.9
3214,413.9
3215,490.0
3216,422.8
3217,470.0
3218,520.0
3219,430.0
3220,427.8
3221,475.0
3222,403.9
3223,443.9
3224,435.0
3225,480.0
3226,415.0
3227,340.0
3228,380.0
3229,478.9
3230,203.9
3231,515.0
3232,278.9
3233,443.9
3234,490.0
3235,438.9
3236,478.9
3237,555.0
3238,579.0
3239,425.0
3240,380.0
3241,498.9
3242,375.0
3243,435.0
3244,370.0
3245,418.9
3246,495.0
3247,380.0
3248,435.0
3249,418.9
3250,517.9
3251,435.0
3252,413.9
3253,528.9
3254,472.8
3255,435.0
3256,408.9
3257,595.0
3258,505.0
3259,450.0
3260,423.9
3261,468.9
3262,385.0
3263,488.9
3264,500.6
3265,458.9
3266,497.8
3267,422.8
3268,373.9
3269,443.9
3270,298.9
3271,363.9
3272,560.0
3273,425.0
3274,467.8
3275,450.0
3276,375.0
3277,468.9
3278,498.9
3279,495.0
3280,420.0
3281,425.0
3282,556.8
3283,453.9
3284,525.0
3285,405.0
3286,380.0
3287,525.0
3288,348.9
3289,452.8
3290,523.9
3291,450.0
3292,435.0
3293,373.9
3294,340.0
3295,283.9
3296,348.9
3297,523.9
3298,285.0
3299,473.9
3300,510.0
3301,340.0
3302,390.0
3303,335.0
3304,423.9
3305,345.0
3306,408.9
3307,265.0
3308,478.9
3309,453.9
3310,300.0
3311,425.0
3312,515.0
3313,582.9
3314,450.0
3315,435.0
3316,410.0
3317,430.0
3318,448.9
3319,533.9
3320,424.0
3321,458.9
3322,525.0
3323,335.0
3324,401.70000000000005
3325,402.8
3326,465.0
3327,413.9
3328,383.9
3329,423.9
3330,360.0
3331,505.0
3332,508.9
3333,438.9
3334,450.0
3335,395.0
3336,470.0
3337,360.0
3338,430.0
3339,440.0
3340,528.9
3341,360.0
3342,397.8
3343,438.9
3344,450.0
3345,578.9
3346,418.9
3347,425.0
3348,285.0
3349,468.9
3350,355.0
3351,323.9
3352,433.9
3353,515.0
3354,438.9
3355,463.9
3356,323.9
3357,450.0
3358,470.0
3359,495.0
3360,505.0
3361,397.8
3362,417.8
3363,549.0
3364,430.0
3365,513.9
3366,435.0
3367,507.8
3368,490.0
3369,465.0
3370,450.0
3371,500.0
3372,450.0
3373,538.9
3374,507.8
3375,450.0
3376,435.0
3377,325.0
3378,458.9
3379,443.9
3380,483.9
3381,413.9
3382,340.0
3383,410.0
3384,423.9
3385,435.0
3386,443.9
3387,373.9
3388,413.9
3389,450.0
3390,445.0
3391,513.9
3392,373.9
3393,435.0
3394,427.8
3395,577.8
3396,440.0
3397,460.0
3398,358.9
3399,424.0
3400,425.0
3401,515.0
3402,437.8
3403,380.0
3404,455.0
3405,365.0
3406,470.0
3407,435.0
3408,452.8
3409,504.0
3410,450.0
3411,470.0
3412,435.0
3413,483.9
3414,455.0
3415,465.0
3416,515.0
3417,475.0
3418,450.0
3419,435.0
3420,418.9
3421,335.0
3422,333.9
3423,450.0
3424,435.0
3425,519.0
3426,410.0
3427,360.0
3428,387.8
3429,355.0
3430,503.9
3431,333.9
3432,402.8
3433,405.0
3434,442.8
3435,489.0
3436,525.0
3437,430.0
3438,435.0
3439,410.0
3440,445.0
3441,430.0
3442,452.8
3443,420.0
3444,433.9
3445,435.0
3446,325.0
3447,452.8
3448,498.9
3449,320.0
3450,295.0
3451,470.0
3452,438.9
3453,428.9
3454,383.9
3455,450.0
3456,373.9
3457,455.0
3458,427.8
3459,335.0
3460,413.9
3461,465.0
3462,390.0
3463,398.9
3464,515.0
3465,340.0
3466,348.9
3467,460.0
3468,460.0
3469,435.0
3470,503.9
3471,485.0
3472,420.0
3473,445.0
3474,445.0
3475,395.0
3476,495.0
3477,475.0
3478,455.0
3479,430.0
3480,515.0
3481,435.0
3482,468.9
3483,515.0
3484,403.9
3485,425.0
3486,405.0
3487,418.9
3488,445.0
3489,494.0
3490,470.0
3491,368.9
3492,435.0
3493,443.9
3494,548.9
3495,583.9
3496,377.8
3497,375.0
3498,390.0
3499,423.9
3500,435.0
3501,450.0
3502,402.8
3503,433.9
3504,465.0
3505,443.9
3506,410.0
3507,390.0
3508,437.8
3509,478.9
3510,412.8
3511,490.0
3512,520.0
3513,405.0
3514,407.8
3515,345.0
3516,423.9
3517,462.8
3518,529.0
3519,427.8
3520,433.9
3521,468.9
3522,400.0
3523,480.0
3524,427.8
3525,408.9
3526,435.0
3527,470.0
3528,450.0
3529,468.9
3530,402.9
3531,420.0
3532,348.9
3533,435.0
3534,418.9
3535,427.8
3536,450.0
3537,348.9
3538,435.0
3539,475.0
3540,433.9
3541,358.9
3542,382.8
3543,495.0
3544,478.9
3545,450.0
3546,403.9
3547,450.0
3548,495.0
3549,594.0
3550,452.8
3551,487.8
3552,435.0
3553,483.9
3554,505.0
3555,457.8
3556,490.0
3557,435.0
3558,435.0
3559,382.8
3560,417.8
3561,437.8
3562,435.0
3563,512.8
3564,505.0
3565,350.0
3566,465.0
3567,340.0
3568,325.0
3569,470.0
3570,470.0
3571,435.0
3572,458.9
3573,450.0
3574,405.0
3575,393.9
3576,428.9
3577,490.0
3578,560.0
3579,458.9
3580,458.9
3581,515.0
3582,350.0
3583,450.0
3584,428.9
3585,415.0
3586,510.0
3587,503.9
3588,490.0
3589,475.0
3590,443.9
3591,522.8
3592,435.0
3593,450.0
3594,450.0
3595,470.0
3596,358.9
3597,479.0
3598,560.0
3599,413.9
3600,397.8
3601,490.0
3602,462.8
3603,492.9
3604,540.0
3605,505.0
3606,385.0
3607,416.70000000000005
3608,407.8
3609,575.0
3610,480.0
3611,453.9
3612,475.0
3613,423.9
3614,450.0
3615,425.0
3616,515.0
3617,487.8
3618,463.9
3619,435.0
3620,493.9
3621,450.0
3622,378.9
3623,513.9
3624,398.9
3625,450.0
3626,413.9
3627,383.9
3628,293.9
3629,490.0
3630,461.70000000000005
3631,405.0
3632,300.0
3633,415.0
3634,488.9
3635,470.0
3636,470.0
3637,418.9
3638,445.0
3639,537.8
3640,455.0
3641,435.0
3642,450.0
3643,515.0
3644,506.70000000000005
3645,574.0
3646,435.0
3647,460.0
3648,455.0
3649,350.0
3650,475.0
3651,497.8
3652,450.0
3653,390.0
3654,175.0
3655,478.9
3656,435.0
3657,456.8
3658,427.8
3659,365.0
3660,290.0
3661,350.0
3662,473.9
3663,448.9
3664,392.8
3665,473.9
3666,443.9
3667,398.9
3668,420.0
3669,450.0
3670,485.0
3671,535.0
3672,495.0
3673,418.9
3674,442.8
3675,340.0
3676,393.9
3677,415.0
3678,300.0
3679,373.9
3680,435.0
3681,335.0
3682,442.9
3683,468.9
3684,470.0
3685,500.0
3686,425.0
3687,378.9
3688,430.0
3689,399.0
3690,443.9
3691,418.9
3692,250.0
3693,455.0
3694,515.0
3695,458.9
3696,430.0
3697,530.0
3698,462.8
3699,490.0
3700,382.8
3701,388.9
3702,465.0
3703,515.0
3704,455.0
3705,448.9
3706,573.9
3707,393.9
3708,432.8
3709,468.9
3710,452.8
3711,463.9
3712,528.9
3713,548.9
3714,435.0
3715,490.0
3716,470.0
3717,360.0
3718,470.0
3719,390.0
3720,418.9
3721,410.0
3722,418.9
3723,461.70000000000005
3724,495.0
3725,488.9
3726,435.0
3727,407.8
3728,343.9
3729,398.9
3730,420.0
3731,482.8
3732,475.0
3733,390.0
3734,452.8
3735,373.9
3736,443.9
3737,498.9
3738,345.0
3739,367.8
3740,460.0
3741,416.70000000000005
3742,474.0
3743,417.8
3744,452.8
3745,440.0
3746,430.0
3747,450.0
3748,417.8
3749,363.9
3750,310.0
3751,480.0
3752,475.0
3753,450.0
3754,445.0
3755,320.0
3756,515.0
3757,483.9
3758,505.0
3759,435.0
3760,510.0
3761,495.0
3762,435.0
3763,541.8
3764,452.8
3765,338.9
3766,445.0
3767,365.0
3768,450.0
3769,469.5
3770,450.0
3771,523.9
3772,435.0
3773,498.9
3774,503.9
3775,360.0
3776,368.9
3777,445.0
3778,470.0
3779,455.0
3780,445.0
3781,385.0
3782,464.0
3783,323.9
3784,360.0
3785,500.0
3786,548.9
3787,358.9
3788,425.0
3789,443.9
3790,450.0
3791,340.0
3792,555.0
3793,375.0
3794,385.0
3795,475.0
3796,405.0
3797,515.0
3798,462.8
3799,325.0
3800,300.0
3801,443.9
3802,460.0
3803,515.0
3804,422.8
3805,433.9
3806,468.9
3807,385.0
3808,393.9
3809,315.0
3810,450.0
3811,435.0
3812,475.0
3813,438.9
3814,443.9
3815,428.9
3816,347.8
3817,460.0
3818,498.9
3819,520.0
3820,338.9
3821,390.0
3822,435.0
3823,468.9
3824,460.0
3825,478.9
3826,445.0
3827,415.0
3828,442.8
3829,397.8
3830,450.0
3831,350.0
3832,355.0
3833,475.0
3834,388.9
3835,470.0
3836,460.0
3837,443.9
3838,450.0
3839,390.0
3840,427.8
3841,427.8
3842,495.0
3843,430.0
3844,485.0
3845,523.9
3846,485.0
3847,515.0
3848,360.0
3849,340.0
3850,385.0
3851,515.0
3852,370.0
3853,519.0
3854,423.9
3855,449.0
3856,455.0
3857,410.0
3858,375.0
3859,517.8
3860,515.0
3861,435.0
3862,445.0
3863,424.0
3864,523.9
3865,410.0
3866,420.0
3867,530.0
3868,425.0
3869,466.8
3870,435.0
3871,400.0
3872,380.0
3873,510.0
3874,416.8
3875,478.9
3876,425.0
3877,422.8
3878,340.0
3879,450.0
3880,523.9
3881,475.0
3882,470.0
3883,498.9
3884,515.0
3885,445.0
3886,468.9
3887,453.9
3888,435.0
3889,440.0
3890,418.9
3891,498.9
3892,298.9
3893,432.8
3894,457.8
3895,275.0
3896,465.0
3897,360.0
3898,403.9
3899,343.9
3900,407.8
3901,328.9
3902,468.9
3903,495.0
3904,478.9
3905,490.0
3906,453.9
3907,483.9
3908,435.0
3909,453.9
3910,455.0
3911,453.9
3912,485.0
3913,485.0
3914,388.9
3915,443.9
3916,513.9
3917,335.0
3918,385.0
3919,492.8
3920,435.0
3921,355.0
3922,519.0
3923,490.0
3924,515.0
3925,385.0
3926,440.0
3927,443.9
3928,458.9
3929,353.9
3930,448.9
3931,490.0
3932,483.9
3933,525.0
3934,420.0
3935,490.0
3936,515.0
3937,358.9
3938,503.9
3939,438.9
3940,390.0
3941,438.9
3942,455.0
3943,342.8
3944,515.0
3945,383.9
3946,350.0
3947,455.0
3948,508.9
3949,524.0
3950,535.0
3951,535.0
3952,543.9
3953,449.0
3954,418.9
3955,550.0
3956,455.0
3957,310.0
3958,443.9
3959,468.9
3960,515.0
3961,468.9
3962,400.0
3963,405.0
3964,435.0
3965,468.9
3966,515.0
3967,495.0
3968,450.0
3969,384.0
3970,465.0
3971,468.9
3972,468.9
3973,458.9
3974,552.9
3975,373.9
3976,515.0
3977,398.9
3978,443.9
3979,500.0
3980,382.8
3981,412.8
3982,410.0
3983,435.0
3984,368.9
3985,315.0
3986,435.0
3987,502.8
3988,395.0
3989,510.0
3990,449.0
3991,475.0
3992,521.7
3993,455.0
3994,450.0
3995,355.0
3996,475.0
3997,503.9
3998,475.0
3999,448.9
4000,273.9
4001,472.8
4002,323.9
4003,325.0
4004,510.0
4005,548.9
4006,407.8
4007,443.9
4008,420.0
4009,589.0
4010,468.9
4011,443.9
4012,443.9
4013,410.0
4014,323.9
4015,340.0
4016,460.0
4017,452.8
4018,418.9
4019,410.0
4020,320.0
4021,400.0
4022,485.0
4023,387.8
4024,547.8
4025,442.8
4026,365.0
4027,485.0
4028,445.0
4029,515.0
4030,515.0
4031,500.0
4032,438.9
4033,470.0
4034,455.0
4035,435.0
4036,532.8
4037,433.9
4038,438.9
4039,455.0
4040,510.0
4041,525.0
4042,390.0
4043,508.9
4044,465.0
4045,597.9
4046,433.9
4047,557.8
4048,328.9
4049,485.0
4050,510.0
4051,468.9
4052,435.0
4053,470.0
4054,435.0
4055,582.8
4056,495.0
4057,426.70000000000005
4058,368.9
4059,222.8
4060,545.0
4061,535.0
4062,355.0
4063,483.9
4064,518.9
4065,410.0
4066,470.0
4067,423.9
4068,405.0
4069,405.0
4070,450.0
4071,355.0
4072,417.8
4073,427.8
4074,530.0
4075,375.0
4076,470.0
4077,490.0
4078,345.0
4079,390.0
4080,500.0
4081,335.0
4082,433.9
4083,450.0
4084,459.0
4085,507.8
4086,440.0
4087,418.9
4088,428.9
4089,340.0
4090,360.0
4091,475.0
4092,463.9
4093,468.9
4094,443.9
4095,515.0
4096,470.0
4097,498.9
4098,415.0
4099,572.9
4100,450.0
4101,438.9
4102,375.0
4103,428.9
4104,515.0
4105,403.9
4106,443.9
4107,465.0
4108,350.0
4109,340.0
4110,408.9
4111,403.9
4112,380.0
4113,545.0
4114,435.0
4115,440.0
4116,508.9
4117,418.9
