,p1_sum_atk_last,p2_sum_atk_last
1356,380.0,425.0
1357,55.0,475.0
1358,330.0,435.0
1359,105.0,535.0
1360,355.0,498.9
1361,215.0,443.9
1362,240.0,468.9
1363,215.0,355.0
1364,90.0,385.0
1365,165.0,351.70000000000005
1366,579.0,505.0
1367,150.0,475.0
1368,405.0,490.0
1369,80.0,265.0
1370,100.0,363.9
1371,110.0,575.0
1372,275.0,570.0
1373,225.0,408.9
1374,245.0,427.8
1375,415.0,425.0
1376,305.0,498.9
1377,470.0,418.9
1378,0.0,385.0
1379,285.0,452.8
1380,210.0,380.0
1381,0.0,454.0
1382,270.0,488.9
1383,340.0,530.0
1384,200.0,450.0
1385,240.0,537.8
1386,65.0,525.0
1387,105.0,430.0
1388,150.0,473.9
1389,175.0,402.8
1390,245.0,445.0
1391,310.0,475.0
1392,405.0,490.0
1393,150.0,468.9
1394,255.0,495.0
1395,215.0,375.0
1396,95.0,290.0
1397,310.0,435.0
1398,230.0,458.9
1399,180.0,495.0
1400,210.0,333.9
1401,265.0,435.0
1402,415.0,515.0
1403,220.0,268.9
1404,245.0,390.0
1405,320.0,332.8
1406,225.0,495.0
1407,355.0,410.0
1408,350.0,443.9
1409,245.0,427.8
1410,255.0,355.0
1411,310.0,395.0
1412,200.0,453.9
1413,365.0,435.0
1414,95.0,420.0
1415,130.0,325.0
1416,210.0,417.8
1417,305.0,495.0
1418,155.0,473.9
1419,175.0,420.0
1420,255.0,452.8
1421,235.0,460.0
1422,380.0,450.0
1423,270.0,468.9
1424,245.0,423.9
1425,285.0,340.0
1426,250.0,470.0
1427,185.0,485.0
1428,305.0,323.9
1429,405.0,465.0
1430,50.0,445.0
1431,65.0,435.0
1432,180.0,485.0
1433,265.0,405.0
1434,5.0,395.0
1435,305.0,450.0
1436,175.0,420.0
1437,195.0,335.0
1438,215.0,370.0
1439,325.0,380.0
1440,185.0,408.9
1441,205.0,535.0
1442,205.0,450.0
1443,5.0,373.9
1444,340.0,325.0
1445,155.0,440.0
1446,225.0,463.9
1447,55.0,448.9
1448,145.0,445.0
1449,215.0,445.0
1450,160.0,332.8
1451,70.0,470.0
1452,165.0,435.0
1453,390.0,500.0
1454,130.0,393.9
1455,260.0,373.9
1456,245.0,575.0
1457,240.0,443.9
1458,75.0,515.0
1459,375.0,425.0
1460,185.0,450.0
1461,395.0,450.0
1462,150.0,510.0
1463,150.0,420.0
1464,95.0,455.0
1465,190.0,453.9
1466,100.0,475.0
1467,245.0,438.9
1468,405.0,468.9
1469,155.0,368.9
1470,155.0,383.9
1471,70.0,448.9
1472,245.0,515.0
1473,175.0,443.9
1474,180.0,423.9
1475,295.0,510.0
1476,245.0,480.6
1477,330.0,458.9
1478,225.0,485.0
1479,180.0,470.0
1480,235.0,387.5
1481,450.0,525.0
1482,280.0,550.0
1483,240.0,450.0
1484,185.0,340.0
1485,155.0,395.0
1486,290.0,358.9
1487,180.0,445.0
1488,150.0,400.0
1489,435.0,403.9
1490,355.0,483.9
1491,325.0,443.9
1492,405.0,483.9
1493,235.0,305.0
1494,340.0,473.9
1495,190.0,388.9
1496,150.0,520.0
1497,345.0,435.0
1498,285.0,475.0
1499,130.0,355.0
1500,215.0,435.0
1501,280.0,573.9
1502,120.0,577.8
1503,300.0,420.0
1504,375.0,469.0
1505,245.0,323.9
1506,435.0,333.9
1507,80.0,325.0
1508,270.0,415.0
1509,85.0,368.9
1510,415.0,365.0
1511,55.0,450.0
1512,125.0,442.8
1513,310.0,392.8
1514,515.0,547.9
1515,155.0,388.9
1516,285.0,395.0
1517,145.0,445.0
1518,275.0,439.0
1519,285.0,338.9
1520,185.0,435.0
1521,300.0,450.0
1522,210.0,460.0
1523,335.0,498.9
1524,295.0,383.9
1525,115.0,490.0
1526,300.0,430.0
1527,5.0,300.0
1528,400.0,465.0
1529,230.0,450.0
1530,50.0,542.9
1531,140.0,599.0
1532,380.0,363.9
1533,125.0,507.8
1534,230.0,498.9
1535,370.0,440.0
1536,130.0,442.8
1537,235.0,445.0
1538,300.0,418.9
1539,420.0,445.0
1540,265.0,430.0
1541,345.0,373.9
1542,85.0,413.9
1543,465.0,468.9
1544,335.0,410.0
1545,80.0,503.9
1546,185.0,402.8
1547,250.0,393.9
1548,150.0,375.0
1549,510.0,375.0
1550,235.0,522.8
1551,210.0,543.9
1552,355.0,453.9
1553,205.0,430.0
1554,170.0,475.0
1555,260.0,475.0
1556,170.0,440.0
1557,455.0,562.8
1558,185.0,360.0
1559,205.0,425.0
1560,70.0,490.0
1561,210.0,503.9
1562,160.0,415.0
1563,240.0,393.9
1564,195.0,360.0
1565,335.0,433.9
1566,195.0,518.9
1567,260.0,435.0
1568,80.0,493.9
1569,80.0,357.8
1570,285.0,480.0
1571,215.0,455.0
1572,200.0,468.9
1573,210.0,435.0
1574,250.0,418.9
1575,190.0,315.0
1576,65.0,443.9
1577,305.0,445.0
1578,280.0,375.0
1579,350.0,427.8
1580,230.0,443.9
1581,285.0,422.8
1582,170.0,458.9
1583,140.0,448.9
1584,270.0,443.9
1585,115.0,388.9
1586,380.0,433.9
1587,240.0,505.0
1588,245.0,410.0
1589,180.0,445.0
1590,5.0,489.0
1591,190.0,432.8
1592,185.0,435.0
1593,280.0,504.0
1594,100.0,370.0
1595,335.0,543.9
1596,345.0,450.0
1597,205.0,490.0
1598,295.0,340.0
1599,75.0,295.0
1600,330.0,500.0
1601,105.0,478.9
1602,285.0,483.9
1603,170.0,458.9
1604,240.0,488.9
1605,125.0,507.8
1606,125.0,328.9
1607,155.0,478.9
1608,355.0,485.0
1609,200.0,402.9
1610,210.0,503.9
1611,140.0,418.9
1612,255.0,418.9
1613,55.0,305.0
1614,5.0,485.0
1615,165.0,470.0
1616,255.0,450.0
1617,100.0,445.0
1618,105.0,488.9
1619,495.0,528.9
1620,185.0,443.9
1621,170.0,438.9
1622,90.0,435.0
1623,275.0,300.0
1624,85.0,528.9
1625,140.0,455.0
1626,110.0,305.0
1627,195.0,388.9
1628,375.0,597.9
1629,65.0,515.0
1630,130.0,473.9
1631,150.0,460.0
1632,200.0,495.0
1633,300.0,505.0
1634,175.0,478.9
1635,255.0,448.9
1636,185.0,348.9
1637,305.0,498.9
1638,150.0,425.0
1639,245.0,450.0
1640,320.0,342.8
1641,145.0,445.0
1642,185.0,495.0
1643,250.0,435.0
1644,385.0,400.0
1645,205.0,355.0
1646,155.0,443.9
1647,400.0,470.0
1648,140.0,560.0
1649,200.0,425.0
1650,95.0,435.0
1651,305.0,385.0
1652,305.0,418.9
1653,165.0,568.9
1654,175.0,355.0
1655,150.0,430.0
1656,285.0,410.0
1657,170.0,505.0
1658,455.0,523.9
1659,135.0,495.0
1660,320.0,380.0
1661,230.0,423.9
1662,300.0,435.0
1663,460.0,583.9
1664,155.0,463.9
1665,240.0,378.9
1666,420.0,452.8
1667,395.0,473.9
1668,150.0,330.0
1669,260.0,480.0
1670,195.0,403.9
1671,305.0,355.0
1672,290.0,507.9
1673,140.0,465.0
1674,65.0,459.0
1675,355.0,443.9
1676,285.0,488.9
1677,210.0,367.8
1678,325.0,430.0
1679,275.0,453.9
1680,155.0,470.0
1681,180.0,450.0
1682,215.0,528.9
1683,150.0,280.0
1684,290.0,410.0
1685,200.0,340.0
1686,234.0,498.9
1687,290.0,450.0
1688,105.0,325.0
1689,230.0,455.0
1690,385.0,383.9
1691,150.0,574.0
1692,170.0,438.9
1693,210.0,363.9
1694,200.0,468.9
1695,245.0,295.0
1696,140.0,515.0
1697,260.0,370.0
1698,250.0,405.0
1699,365.0,610.0
1700,250.0,340.0
1701,175.0,545.0
1702,340.0,410.0
1703,340.0,458.9
1704,260.0,452.8
1705,115.0,350.0
1706,365.0,392.9
1707,260.0,443.9
1708,445.0,515.0
1709,440.0,395.0
1710,260.0,450.0
1711,115.0,435.0
1712,295.0,570.0
1713,100.0,440.0
1714,370.0,450.0
1715,280.0,433.9
1716,305.0,475.0
1717,255.0,536.8
1718,175.0,423.9
1719,80.0,461.70000000000005
1720,340.0,430.0
1721,215.0,515.0
1722,220.0,480.0
1723,150.0,440.0
1724,260.0,503.9
1725,165.0,445.0
1726,210.0,427.8
1727,170.0,525.7
1728,305.0,443.9
1729,210.0,433.9
1730,235.0,485.0
1731,210.0,403.9
1732,200.0,528.9
1733,335.0,478.9
1734,350.0,450.0
1735,245.0,410.0
1736,365.0,450.0
1737,435.0,433.9
1738,350.0,470.0
1739,310.0,460.0
1740,265.0,430.0
1741,165.0,435.0
1742,185.0,323.9
1743,105.0,373.9
1744,180.0,418.9
1745,5.0,380.0
1746,55.0,485.0
1747,100.0,407.8
1748,515.0,385.0
1749,85.0,550.0
1750,320.0,325.0
1751,145.0,433.9
1752,215.0,380.0
1753,380.0,450.0
1754,110.0,484.5
1755,210.0,440.0
1756,150.0,510.0
1757,235.0,418.9
1758,95.0,357.8
1759,240.0,468.9
1760,230.0,590.0
1761,240.0,468.9
1762,115.0,375.0
1763,285.0,445.0
1764,140.0,427.8
1765,280.0,410.0
1766,200.0,590.0
1767,235.0,591.8
1768,375.0,488.9
1769,90.0,518.9
1770,509.0,443.9
1771,185.0,427.8
1772,175.0,313.9
1773,250.0,408.9
1774,100.0,520.0
1775,335.0,413.9
1776,165.0,515.0
1777,220.0,373.9
1778,305.0,555.0
1779,55.0,438.9
1780,210.0,450.0
1781,200.0,400.0
1782,165.0,413.9
1783,245.0,515.0
1784,265.0,435.0
1785,370.0,458.9
1786,260.0,408.9
1787,300.0,465.0
1788,360.0,533.9
1789,350.0,418.9
1790,265.0,465.0
1791,205.0,507.8
1792,300.0,435.0
1793,150.0,385.0
1794,230.0,393.9
1795,105.0,484.0
1796,100.0,414.0
1797,210.0,469.0
1798,420.0,420.0
1799,385.0,423.9
1800,5.0,450.0
1801,240.0,468.9
1802,100.0,403.9
1803,150.0,447.8
1804,50.0,393.9
1805,335.0,320.0
1806,225.0,470.0
1807,70.0,495.0
1808,55.0,494.0
1809,340.0,498.9
1810,210.0,420.0
1811,5.0,355.0
1812,340.0,505.0
1813,245.0,343.9
1814,305.0,353.9
1815,235.0,450.0
1816,145.0,263.9
1817,340.0,494.0
1818,85.0,428.9
1819,405.0,468.9
1820,150.0,418.9
1821,280.0,507.8
1822,225.0,525.0
1823,150.0,408.9
1824,240.0,435.0
1825,355.0,473.9
1826,120.0,435.0
1827,340.0,450.0
1828,150.0,453.9
1829,250.0,403.9
1830,190.0,343.9
1831,260.0,443.9
1832,105.0,487.8
1833,310.0,478.9
1834,255.0,468.9
1835,255.0,438.0
1836,320.0,360.0
1837,430.0,423.9
1838,145.0,435.0
1839,265.0,408.9
1840,295.0,468.9
1841,150.0,410.0
1842,450.0,485.0
1843,200.0,381.70000000000005
1844,315.0,435.0
1845,205.0,458.9
1846,185.0,471.70000000000005
1847,195.0,458.9
1848,350.0,360.0
1849,210.0,427.8
1850,450.0,370.0
1851,165.0,433.9
1852,295.0,435.0
1853,65.0,422.8
1854,100.0,368.9
1855,55.0,335.0
1856,70.0,465.0
1857,90.0,400.0
1858,260.0,418.9
1859,275.0,482.9
1860,150.0,495.0
1861,365.0,435.0
1862,5.0,558.9
1863,155.0,485.0
1864,190.0,512.8
1865,225.0,460.0
1866,345.0,400.0
1867,325.0,475.0
1868,340.0,505.0
1869,95.0,472.8
1870,390.0,470.0
1871,165.0,358.9
1872,220.0,455.0
1873,350.0,490.0
1874,210.0,445.0
1875,210.0,363.9
1876,140.0,478.9
1877,105.0,498.9
1878,380.0,515.0
1879,285.0,443.9
1880,435.0,443.9
1881,245.0,468.9
1882,280.0,470.0
1883,140.0,438.9
1884,410.0,467.8
1885,240.0,403.9
1886,275.0,445.0
1887,385.0,438.9
1888,290.0,340.0
1889,195.0,390.0
1890,240.0,448.9
1891,280.0,563.9
1892,235.0,353.9
1893,235.0,443.9
1894,340.0,330.0
1895,350.0,480.70000000000005
1896,295.0,477.8
1897,175.0,515.0
1898,340.0,452.8
1899,470.0,475.0
1900,255.0,435.0
1901,275.0,512.8
1902,345.0,373.9
1903,145.0,433.9
1904,265.0,443.9
1905,100.0,445.0
1906,275.0,515.0
1907,85.0,558.9
1908,215.0,468.9
1909,185.0,408.9
1910,5.0,340.0
1911,400.0,373.9
1912,110.0,472.8
1913,200.0,297.8
1914,230.0,445.0
1915,270.0,265.0
1916,469.0,532.9
1917,515.0,415.0
1918,115.0,430.0
1919,444.0,430.0
1920,205.0,515.0
1921,200.0,297.8
1922,285.0,420.0
1923,105.0,190.0
1924,205.0,547.8
1925,260.0,425.0
1926,150.0,405.0
1927,250.0,452.8
1928,355.0,450.0
1929,125.0,463.9
1930,200.0,435.0
1931,255.0,448.9
1932,180.0,445.0
1933,155.0,433.9
1934,250.0,445.0
1935,95.0,305.0
1936,245.0,215.0
1937,350.0,515.0
1938,230.0,445.0
1939,235.0,515.0
1940,430.0,408.9
1941,275.0,505.0
1942,290.0,423.9
1943,235.0,505.0
1944,195.0,340.0
1945,145.0,370.0
1946,185.0,463.9
1947,315.0,508.9
1948,285.0,463.0
1949,190.0,452.8
1950,370.0,435.0
1951,115.0,495.0
1952,340.0,510.0
1953,185.0,440.0
1954,200.0,445.0
1955,50.0,475.0
1956,190.0,435.0
1957,100.0,385.0
1958,255.0,473.9
1959,240.0,463.9
1960,234.0,390.0
1961,239.0,470.0
1962,105.0,375.0
1963,490.0,490.0
1964,255.0,410.0
1965,390.0,448.9
1966,265.0,405.0
1967,400.0,348.9
1968,320.0,445.0
1969,405.0,515.0
1970,220.0,435.0
1971,360.0,527.8
1972,335.0,578.9
1973,305.0,420.0
1974,415.0,537.8
1975,415.0,450.0
1976,185.0,498.9
1977,225.0,388.9
1978,50.0,470.0
1979,125.0,540.0
1980,290.0,435.0
1981,175.0,375.0
1982,285.0,507.9
1983,125.0,443.9
1984,290.0,520.0
1985,100.0,509.0
1986,5.0,433.9
1987,100.0,510.0
1988,310.0,443.9
1989,220.0,443.9
1990,450.0,515.0
1991,110.0,418.9
1992,205.0,485.0
1993,0.0,432.8
1994,420.0,468.9
1995,185.0,427.8
1996,435.0,423.9
1997,260.0,418.9
1998,360.0,448.9
1999,245.0,335.0
2000,5.0,385.0
2001,345.0,418.9
2002,260.0,498.9
2003,335.0,428.9
2004,330.0,397.8
2005,155.0,413.9
2006,285.0,445.0
2007,250.0,538.9
2008,415.0,393.9
2009,180.0,392.8
2010,145.0,523.9
2011,285.0,560.0
2012,285.0,413.9
2013,150.0,438.9
2014,215.0,450.0
2015,50.0,480.0
2016,225.0,418.9
2017,90.0,405.0
2018,395.0,445.0
2019,270.0,340.0
2020,355.0,365.0
2021,360.0,472.8
2022,145.0,337.8
2023,210.0,438.9
2024,50.0,437.8
2025,245.0,452.8
2026,370.0,515.0
2027,290.0,535.0
2028,245.0,365.0
2029,235.0,457.8
2030,100.0,205.0
2031,370.0,418.9
2032,250.0,373.9
2033,235.0,495.0
2034,365.0,450.0
2035,150.0,465.0
2036,230.0,400.0
2037,390.0,525.0
2038,230.0,428.9
2039,210.0,390.0
2040,115.0,460.0
2041,255.0,470.0
2042,80.0,273.9
2043,55.0,432.8
2044,315.0,513.9
2045,285.0,435.0
2046,170.0,460.0
2047,230.0,272.8
2048,280.0,520.0
2049,195.0,554.0
2050,465.0,480.0
2051,215.0,400.0
2052,175.0,280.0
2053,275.0,562.9
2054,210.0,498.9
2055,450.0,415.0
2056,200.0,350.0
2057,230.0,335.0
2058,55.0,475.0
2059,399.0,430.0
2060,240.0,515.0
2061,240.0,440.0
2062,240.0,433.9
2063,110.0,488.9
2064,235.0,380.0
2065,260.0,475.0
2066,155.0,455.0
2067,210.0,488.9
2068,275.0,418.9
2069,95.0,485.0
2070,355.0,435.0
2071,55.0,425.0
2072,55.0,490.0
2073,240.0,398.9
2074,175.0,455.0
2075,314.0,418.9
2076,365.0,475.0
2077,270.0,450.0
2078,145.0,255.0
2079,175.0,420.0
2080,180.0,398.9
2081,270.0,390.0
2082,150.0,450.0
2083,210.0,418.9
2084,360.0,435.0
2085,50.0,308.9
2086,175.0,380.0
2087,385.0,450.0
2088,200.0,443.9
2089,115.0,413.9
2090,260.0,465.0
2091,5.0,333.9
2092,280.0,443.9
2093,265.0,398.9
2094,394.0,375.0
2095,385.0,350.0
2096,195.0,505.0
2097,195.0,485.0
2098,155.0,435.0
2099,55.0,373.9
2100,274.0,455.0
2101,55.0,360.0
2102,190.0,360.0
2103,320.0,468.9
2104,385.0,470.0
2105,140.0,438.9
2106,390.0,375.0
2107,285.0,363.9
2108,280.0,475.0
2109,360.0,405.0
2110,380.0,420.0
2111,115.0,513.9
2112,245.0,268.9
2113,100.0,340.0
2114,50.0,388.9
2115,310.0,450.0
2116,280.0,405.0
2117,165.0,435.0
2118,285.0,468.9
2119,200.0,387.9
2120,145.0,510.0
2121,230.0,425.0
2122,290.0,323.9
2123,100.0,435.0
2124,420.0,470.0
2125,280.0,495.0
2126,75.0,381.70000000000005
2127,270.0,418.9
2128,55.0,357.8
2129,155.0,368.9
2130,310.0,553.9
2131,395.0,425.0
2132,260.0,412.8
2133,245.0,452.8
2134,225.0,440.0
2135,225.0,458.9
2136,215.0,413.9
2137,280.0,358.9
2138,290.0,360.0
2139,230.0,547.8
2140,80.0,448.9
2141,210.0,510.0
2142,195.0,460.0
2143,335.0,427.8
2144,250.0,468.9
2145,370.0,445.0
2146,100.0,499.0
2147,370.0,443.9
2148,285.0,445.0
2149,235.0,328.9
2150,300.0,610.0
2151,290.0,425.0
2152,165.0,445.0
2153,50.0,515.0
2154,170.0,480.0
2155,280.0,443.9
2156,220.0,393.9
2157,100.0,475.0
2158,240.0,555.0
2159,285.0,435.0
2160,140.0,335.0
2161,180.0,408.9
2162,75.0,437.8
2163,340.0,432.8
2164,255.0,470.0
2165,55.0,522.9
2166,320.0,443.9
2167,290.0,427.8
2168,105.0,468.9
2169,255.0,355.0
2170,225.0,453.9
2171,95.0,458.9
2172,95.0,350.0
2173,245.0,358.9
2174,280.0,460.0
2175,185.0,485.0
2176,205.0,340.0
2177,180.0,498.9
2178,385.0,420.0
2179,195.0,423.9
2180,165.0,522.8
2181,254.0,335.0
2182,355.0,388.9
2183,190.0,505.0
2184,260.0,399.0
2185,255.0,418.9
2186,100.0,438.9
2187,285.0,450.0
2188,310.0,530.0
2189,145.0,515.0
2190,190.0,487.8
2191,55.0,380.0
2192,100.0,385.0
2193,305.0,445.0
2194,420.0,433.9
2195,355.0,453.9
2196,105.0,485.0
2197,260.0,445.0
2198,360.0,530.0
2199,330.0,418.9
2200,75.0,405.0
2201,290.0,413.9
2202,225.0,523.9
2203,145.0,604.0
2204,240.0,418.9
2205,95.0,280.0
2206,185.0,405.0
2207,190.0,470.0
2208,245.0,435.0
2209,215.0,467.8
2210,340.0,423.9
2211,225.0,405.0
2212,150.0,445.0
2213,430.0,468.9
2214,175.0,418.9
2215,230.0,390.0
2216,225.0,343.9
2217,135.0,377.8
2218,165.0,425.0
2219,90.0,495.0
2220,90.0,375.0
2221,305.0,515.0
2222,320.0,463.9
2223,360.0,442.8
2224,370.0,450.0
2225,125.0,418.9
2226,275.0,468.9
2227,185.0,458.9
2228,310.0,470.0
2229,360.0,433.9
2230,210.0,515.0
2231,145.0,340.0
2232,165.0,432.8
2233,115.0,405.0
2234,175.0,450.0
2235,240.0,430.0
2236,140.0,328.9
2237,325.0,435.0
2238,215.0,420.0
2239,444.0,413.9
2240,105.0,537.8
2241,345.0,375.0
2242,285.0,468.9
2243,0.0,418.9
2244,255.0,435.0
2245,55.0,529.0
2246,280.0,465.0
2247,305.0,445.0
2248,80.0,317.8
2249,235.0,515.0
2250,280.0,485.0
2251,115.0,443.9
2252,165.0,458.9
2253,300.0,543.9
2254,394.0,340.0
2255,270.0,503.9
2256,250.0,407.8
2257,255.0,468.9
2258,260.0,338.9
2259,395.0,390.0
2260,225.0,360.0
2261,385.0,423.9
2262,285.0,465.0
2263,185.0,338.9
2264,360.0,435.0
2265,105.0,435.0
2266,190.0,468.9
2267,320.0,443.9
2268,240.0,485.0
2269,195.0,395.0
2270,185.0,589.0
2271,360.0,515.0
2272,160.0,408.9
2273,280.0,348.9
2274,55.0,368.9
2275,175.0,378.9
2276,200.0,380.0
2277,270.0,445.0
2278,245.0,572.9
2279,165.0,490.0
2280,325.0,402.8
2281,240.0,408.9
2282,215.0,420.0
2283,330.0,418.9
2284,140.0,537.9
2285,220.0,445.0
2286,250.0,468.9
2287,325.0,478.9
2288,90.0,480.0
2289,170.0,405.0
2290,260.0,382.8
2291,350.0,443.9
2292,479.0,458.9
2293,200.0,496.70000000000005
2294,185.0,485.0
2295,160.0,528.9
2296,75.0,418.9
2297,330.0,495.0
2298,130.0,433.9
2299,325.0,393.9
2300,175.0,485.0
2301,340.0,263.9
2302,135.0,430.0
2303,130.0,475.0
2304,230.0,428.9
2305,105.0,443.9
2306,385.0,380.0
2307,380.0,432.8
2308,330.0,475.0
2309,235.0,360.0
2310,300.0,350.0
2311,150.0,535.0
2312,240.0,452.8
2313,205.0,390.0
2314,380.0,470.0
2315,95.0,343.9
2316,105.0,375.0
2317,195.0,513.9
2318,235.0,343.9
2319,345.0,273.9
2320,245.0,535.0
2321,420.0,493.9
2322,370.0,488.9
2323,75.0,417.8
2324,430.0,368.9
2325,195.0,360.0
2326,305.0,488.9
2327,190.0,495.0
2328,275.0,558.9
2329,320.0,448.9
2330,165.0,495.0
2331,185.0,453.9
2332,150.0,475.0
2333,105.0,425.0
2334,325.0,435.0
2335,270.0,380.0
2336,185.0,425.0
2337,335.0,490.0
2338,50.0,463.9
2339,185.0,330.0
2340,300.0,445.0
2341,325.0,450.0
2342,190.0,383.9
2343,245.0,427.8
2344,340.0,515.0
2345,160.0,215.0
2346,200.0,490.0
2347,100.0,426.70000000000005
2348,355.0,470.0
2349,180.0,443.9
2350,280.0,388.9
2351,355.0,450.0
2352,285.0,452.8
2353,280.0,393.9
2354,80.0,425.0
2355,355.0,415.0
2356,380.0,435.0
2357,280.0,515.0
2358,340.0,443.9
2359,70.0,410.0
2360,255.0,450.0
2361,105.0,333.9
2362,275.0,445.0
2363,355.0,459.0
2364,250.0,478.9
2365,105.0,355.0
2366,290.0,408.9
2367,255.0,418.9
2368,410.0,465.0
2369,145.0,506.70000000000005
2370,515.0,443.9
2371,290.0,515.0
2372,335.0,478.9
2373,260.0,498.9
2374,240.0,410.0
2375,180.0,358.9
2376,220.0,475.0
2377,295.0,385.0
2378,185.0,502.8
2379,355.0,435.0
2380,250.0,435.0
2381,310.0,498.9
2382,225.0,435.0
2383,205.0,468.9
2384,250.0,525.0
2385,155.0,398.9
2386,285.0,465.0
2387,215.0,463.9
2388,360.0,490.0
2389,275.0,438.9
2390,250.0,497.8
2391,305.0,385.3
2392,250.0,443.9
2393,305.0,515.0
2394,405.0,513.9
2395,240.0,490.0
2396,100.0,370.0
2397,55.0,385.0
2398,210.0,527.8
2399,320.0,475.0
2400,265.0,548.9
2401,95.0,428.9
2402,240.0,465.0
2403,130.0,534.7
2404,5.0,441.70000000000005
2405,250.0,563.9
2406,305.0,470.0
2407,145.0,431.70000000000005
2408,234.0,442.8
2409,190.0,357.8
2410,385.0,462.8
2411,340.0,555.0
2412,145.0,393.9
2413,135.0,403.9
2414,320.0,475.0
2415,260.0,480.0
2416,160.0,510.0
2417,335.0,435.0
2418,150.0,450.0
2419,335.0,330.0
2420,165.0,435.0
2421,125.0,407.8
2422,360.0,470.0
2423,165.0,458.9
2424,200.0,340.0
2425,150.0,385.0
2426,85.0,455.0
2427,160.0,488.9
2428,280.0,263.9
2429,180.0,445.0
2430,185.0,473.9
2431,100.0,270.0
2432,185.0,553.9
2433,150.0,433.9
2434,210.0,418.9
2435,210.0,433.9
2436,210.0,510.0
2437,260.0,335.0
2438,285.0,452.8
2439,280.0,523.9
2440,180.0,440.0
2441,180.0,255.0
2442,75.0,512.9
2443,75.0,330.0
2444,165.0,445.0
2445,360.0,340.0
2446,215.0,570.0
2447,250.0,445.0
2448,150.0,407.8
2449,400.0,448.9
2450,175.0,437.8
2451,165.0,378.9
2452,170.0,435.0
2453,260.0,492.8
2454,175.0,355.0
2455,230.0,435.0
2456,135.0,435.0
2457,420.0,515.0
2458,160.0,469.0
2459,395.0,515.0
2460,200.0,443.9
2461,200.0,480.0
2462,265.0,397.8
2463,155.0,430.0
2464,135.0,435.0
2465,195.0,365.0
2466,115.0,538.9
2467,145.0,375.0
2468,100.0,423.9
2469,360.0,483.9
2470,150.0,362.8
2471,280.0,427.8
2472,295.0,488.9
2473,175.0,553.9
2474,145.0,405.0
2475,230.0,420.0
2476,285.0,443.9
2477,275.0,523.9
2478,205.0,498.9
2479,315.0,355.0
2480,185.0,433.9
2481,180.0,282.8
2482,370.0,468.9
2483,185.0,465.0
2484,315.0,443.9
2485,235.0,428.9
2486,320.0,460.0
2487,370.0,515.0
2488,175.0,435.0
2489,215.0,470.0
2490,275.0,550.0
2491,290.0,290.0
2492,400.0,468.9
2493,255.0,405.0
2494,55.0,428.9
2495,270.0,435.0
2496,270.0,450.0
2497,470.0,430.0
2498,195.0,400.0
2499,334.0,435.0
2500,250.0,418.9
2501,290.0,340.0
2502,215.0,350.0
2503,170.0,453.9
2504,264.0,489.0
2505,360.0,457.8
2506,475.0,560.8
2507,0.0,445.0
2508,474.0,468.9
2509,150.0,418.9
2510,185.0,450.0
2511,310.0,410.0
2512,330.0,458.9
2513,150.0,370.0
2514,355.0,440.0
2515,195.0,250.0
2516,150.0,457.9
2517,320.0,473.9
2518,215.0,513.9
2519,5.0,478.9
2520,335.0,484.0
2521,255.0,498.9
2522,100.0,355.0
2523,200.0,503.9
2524,195.0,380.0
2525,240.0,430.0
2526,210.0,435.0
2527,165.0,423.9
2528,240.0,435.0
2529,315.0,428.9
2530,170.0,435.0
2531,225.0,433.9
2532,215.0,385.6
2533,150.0,434.0
2534,285.0,455.0
2535,360.0,443.9
2536,145.0,450.0
2537,280.0,415.0
2538,320.0,468.9
2539,255.0,420.0
2540,335.0,433.9
2541,385.0,510.0
2542,185.0,274.0
2543,155.0,370.0
2544,155.0,408.9
2545,255.0,348.9
2546,140.0,230.0
2547,50.0,529.5
2548,260.0,323.9
2549,320.0,468.9
2550,95.0,355.0
2551,139.0,492.8
2552,150.0,478.9
2553,385.0,450.0
2554,165.0,355.0
2555,320.0,468.9
2556,330.0,490.0
2557,0.0,365.0
2558,265.0,385.0
2559,185.0,355.0
2560,115.0,449.0
2561,215.0,443.9
2562,460.0,470.0
2563,310.0,549.0
2564,105.0,458.9
2565,0.0,443.9
2566,115.0,533.9
2567,284.0,515.0
2568,325.0,435.0
2569,235.0,433.9
2570,155.0,435.0
2571,190.0,450.0
2572,315.0,410.0
2573,380.0,453.9
2574,250.0,503.9
2575,300.0,435.0
2576,285.0,538.9
2577,440.0,497.9
2578,240.0,400.0
2579,405.0,475.0
2580,105.0,572.9
2581,105.0,340.0
2582,300.0,540.0
2583,205.0,417.8
2584,105.0,470.0
2585,295.0,547.8
2586,255.0,473.9
2587,375.0,503.9
2588,275.0,515.0
2589,240.0,468.9
2590,205.0,525.0
2591,260.0,425.0
2592,355.0,485.0
2593,70.0,385.0
2594,165.0,393.9
2595,190.0,438.9
2596,275.0,478.9
2597,260.0,448.9
2598,245.0,460.0
2599,235.0,446.70000000000005
2600,90.0,355.0
2601,285.0,453.9
2602,280.0,485.0
2603,55.0,466.8
2604,190.0,265.0
2605,250.0,450.0
2606,130.0,427.8
2607,165.0,435.0
2608,350.0,453.9
2609,305.0,435.0
2610,150.0,332.8
2611,210.0,435.0
2612,245.0,450.0
2613,215.0,396.4
2614,395.0,451.70000000000005
2615,210.0,438.9
2616,185.0,395.0
2617,105.0,400.0
2618,195.0,470.0
2619,380.0,463.9
2620,250.0,445.0
