,p1_switches_count
2996,1
2997,7
2998,6
2999,7
3000,6
3001,12
3002,10
3003,7
3004,10
3005,10
3006,12
3007,8
3008,9
3009,5
3010,9
3011,6
3012,6
3013,8
3014,7
3015,6
3016,8
3017,8
3018,8
3019,14
3020,9
3021,7
3022,9
3023,8
3024,5
3025,10
3026,7
3027,10
3028,9
3029,9
3030,9
3031,12
3032,7
3033,12
3034,11
3035,9
3036,9
3037,5
3038,9
3039,7
3040,8
3041,11
3042,8
3043,7
3044,5
3045,4
3046,4
3047,14
3048,14
3049,11
3050,6
3051,0
3052,8
3053,7
3054,4
3055,9
3056,5
3057,8
3058,6
3059,10
3060,13
3061,5
3062,5
3063,6
3064,7
3065,8
3066,10
3067,5
3068,9
3069,7
3070,12
3071,11
3072,3
3073,4
3074,6
3075,7
3076,5
3077,5
3078,9
3079,8
3080,9
3081,8
3082,14
3083,5
3084,8
3085,14
3086,8
3087,7
3088,7
3089,9
3090,5
3091,10
3092,9
3093,10
3094,9
3095,10
3096,6
3097,8
3098,6
3099,10
3100,8
3101,10
3102,8
3103,5
3104,10
3105,9
3106,6
3107,11
3108,5
3109,12
3110,10
3111,9
3112,6
3113,7
3114,9
3115,6
3116,7
3117,6
3118,11
3119,3
3120,10
3121,8
3122,12
3123,3
3124,13
3125,3
3126,11
3127,10
3128,6
3129,11
3130,7
3131,8
3132,8
3133,6
3134,7
3135,9
3136,12
3137,11
3138,6
3139,9
3140,5
3141,8
3142,10
3143,7
3144,6
3145,2
3146,10
3147,4
3148,6
3149,7
3150,5
3151,10
3152,9
3153,7
3154,14
3155,8
3156,10
3157,6
3158,12
3159,8
3160,10
3161,8
3162,11
3163,9
3164,0
3165,9
3166,8
3167,11
3168,8
3169,8
3170,11
3171,8
3172,8
3173,8
3174,8
3175,9
3176,12
3177,9
3178,8
3179,9
3180,8
3181,9
3182,5
3183,6
3184,5
3185,11
3186,5
3187,2
3188,12
3189,5
3190,3
3191,7
3192,10
3193,8
3194,8
3195,7
3196,9
3197,8
3198,9
3199,12
3200,7
3201,10
3202,7
3203,14
3204,10
3205,15
3206,17
3207,6
3208,5
3209,8
3210,9
3211,4
3212,8
3213,3
3214,4
3215,13
3216,2
3217,6
3218,12
3219,8
3220,8
3221,7
3222,5
3223,5
3224,9
3225,7
3226,8
3227,11
3228,11
3229,9
3230,15
3231,10
3232,7
3233,9
3234,6
3235,6
3236,10
3237,14
3238,9
3239,13
3240,8
3241,6
3242,9
3243,6
3244,5
3245,13
3246,7
3247,7
3248,6
3249,9
3250,8
3251,10
3252,11
3253,8
3254,6
3255,5
3256,9
3257,7
3258,9
3259,11
3260,5
3261,12
3262,8
3263,8
3264,7
3265,6
3266,12
3267,4
3268,4
3269,7
3270,7
3271,8
3272,5
3273,8
3274,11
3275,6
3276,7
3277,8
3278,12
3279,7
3280,3
3281,6
3282,6
3283,9
3284,9
3285,11
3286,5
3287,10
3288,10
3289,9
3290,8
3291,6
3292,10
3293,8
3294,10
3295,11
3296,11
3297,5
3298,10
3299,12
3300,7
3301,8
3302,4
3303,7
3304,6
3305,6
3306,6
3307,7
3308,6
3309,10
3310,9
3311,10
3312,10
3313,10
3314,4
3315,6
3316,7
3317,8
3318,7
3319,9
3320,6
3321,5
3322,4
3323,10
3324,10
3325,9
3326,6
3327,6
3328,4
3329,4
3330,4
3331,12
3332,9
3333,13
3334,8
3335,4
3336,8
3337,11
3338,12
3339,11
3340,11
3341,9
3342,6
3343,6
3344,3
3345,7
3346,10
3347,5
3348,10
3349,6
3350,5
3351,9
3352,8
3353,8
3354,7
3355,5
3356,7
3357,9
3358,6
3359,8
3360,7
3361,6
3362,6
3363,11
3364,7
3365,6
3366,5
3367,7
3368,9
3369,6
3370,7
3371,10
3372,10
3373,11
3374,10
3375,5
3376,8
3377,5
3378,8
3379,5
3380,8
3381,5
3382,8
3383,9
3384,6
3385,8
3386,7
3387,8
3388,10
3389,5
3390,8
3391,6
3392,11
3393,7
3394,9
3395,9
3396,10
3397,7
3398,11
3399,9
3400,11
3401,8
3402,5
3403,7
3404,5
3405,7
3406,4
3407,10
3408,9
3409,8
3410,8
3411,9
3412,11
3413,9
3414,12
3415,10
3416,9
3417,7
3418,7
3419,9
3420,15
3421,7
3422,8
3423,7
3424,14
3425,3
3426,6
3427,8
3428,8
3429,11
3430,6
3431,10
3432,11
3433,9
3434,13
3435,11
3436,4
3437,11
3438,8
3439,9
3440,7
3441,9
3442,8
3443,8
3444,5
3445,8
3446,9
3447,9
3448,4
3449,10
3450,8
3451,7
3452,10
3453,9
3454,8
3455,8
3456,5
3457,9
3458,6
3459,7
3460,6
3461,10
3462,6
3463,5
3464,5
3465,10
3466,6
3467,12
3468,6
3469,9
3470,7
3471,11
3472,8
3473,9
3474,10
3475,5
3476,6
3477,9
3478,11
3479,5
3480,9
3481,8
3482,7
3483,8
3484,13
3485,13
3486,11
3487,9
3488,6
3489,10
3490,7
3491,12
3492,8
3493,10
3494,8
3495,7
3496,7
3497,9
3498,5
3499,8
3500,12
3501,11
3502,8
3503,9
3504,7
3505,10
3506,10
3507,8
3508,10
3509,8
3510,7
3511,3
3512,7
3513,8
3514,11
3515,11
3516,6
3517,9
3518,5
3519,7
3520,8
3521,11
3522,10
3523,6
3524,4
3525,10
3526,7
3527,4
3528,7
3529,9
3530,6
3531,8
3532,5
3533,14
3534,14
3535,8
3536,5
3537,12
3538,5
3539,7
3540,5
3541,5
3542,5
3543,7
3544,9
3545,8
3546,7
3547,6
3548,13
3549,9
3550,15
3551,10
3552,8
3553,12
3554,7
3555,7
3556,7
3557,8
3558,5
3559,9
3560,4
3561,8
3562,13
3563,8
3564,6
3565,8
3566,9
3567,7
3568,5
3569,10
3570,9
3571,11
3572,10
3573,7
3574,11
3575,8
3576,8
3577,7
3578,6
3579,6
3580,2
3581,9
3582,3
3583,4
3584,11
3585,9
3586,6
3587,8
3588,7
3589,9
3590,11
3591,6
3592,9
3593,11
3594,7
3595,8
3596,8
3597,8
3598,7
3599,6
3600,4
3601,8
3602,1
3603,7
3604,9
3605,5
3606,7
3607,6
3608,5
3609,13
3610,3
3611,2
3612,8
3613,4
3614,8
3615,4
3616,11
3617,11
3618,9
3619,6
3620,2
3621,8
3622,14
3623,6
3624,9
3625,16
3626,5
3627,5
3628,15
3629,7
3630,4
3631,4
3632,4
3633,13
3634,14
3635,4
3636,2
3637,9
3638,10
3639,9
3640,12
3641,8
3642,5
3643,7
3644,6
3645,5
3646,9
3647,6
3648,6
3649,8
3650,10
3651,8
3652,8
3653,10
3654,8
3655,4
3656,7
3657,4
3658,4
3659,12
3660,8
3661,8
3662,4
3663,4
3664,10
3665,6
3666,12
3667,6
3668,5
3669,13
3670,9
3671,8
3672,8
3673,12
3674,4
3675,11
3676,5
3677,9
3678,6
3679,7
3680,10
3681,7
3682,2
3683,7
3684,9
3685,10
3686,7
3687,11
3688,5
3689,10
3690,8
3691,9
3692,9
3693,9
3694,5
3695,15
3696,9
3697,9
3698,12
3699,6
3700,9
3701,8
3702,8
3703,8
3704,9
3705,9
3706,5
3707,4
3708,11
3709,5
3710,4
3711,7
3712,7
3713,5
3714,9
3715,2
3716,7
3717,10
3718,9
3719,9
3720,6
3721,6
3722,4
3723,8
3724,10
3725,9
3726,7
3727,7
3728,9
3729,10
3730,10
3731,5
3732,8
3733,8
3734,5
3735,5
3736,9
3737,11
3738,7
3739,3
3740,7
3741,5
3742,3
3743,12
3744,11
3745,4
3746,4
3747,3
3748,8
3749,8
3750,9
3751,11
3752,14
3753,7
3754,7
3755,9
3756,7
3757,6
3758,8
3759,6
3760,8
3761,9
3762,10
3763,6
3764,7
3765,4
3766,5
3767,5
3768,7
3769,0
3770,4
3771,5
3772,4
3773,7
3774,4
3775,10
3776,6
3777,8
3778,8
3779,7
3780,9
3781,7
3782,3
3783,10
3784,8
3785,13
3786,7
3787,5
3788,6
3789,8
3790,6
3791,8
3792,10
3793,7
3794,6
3795,5
3796,10
3797,8
3798,6
3799,8
3800,12
3801,6
3802,9
3803,9
3804,14
3805,11
3806,13
3807,6
3808,9
3809,6
3810,8
3811,8
3812,11
3813,10
3814,6
3815,7
3816,0
3817,6
3818,6
3819,9
3820,8
3821,7
3822,13
3823,5
3824,12
3825,6
3826,9
3827,6
3828,9
3829,7
3830,6
3831,6
3832,10
3833,11
3834,11
3835,6
3836,9
3837,8
3838,8
3839,9
3840,7
3841,10
3842,9
3843,8
3844,6
3845,6
3846,9
3847,9
3848,7
3849,6
3850,9
3851,7
3852,4
3853,9
3854,11
3855,9
3856,6
3857,10
3858,8
3859,6
3860,6
3861,9
3862,8
3863,8
3864,9
3865,5
3866,16
3867,5
3868,9
3869,5
3870,6
3871,7
3872,12
3873,7
3874,13
3875,5
3876,10
3877,5
3878,7
3879,8
3880,8
3881,10
3882,10
3883,5
3884,7
3885,8
3886,10
3887,6
3888,6
3889,6
3890,9
3891,9
3892,8
3893,6
3894,5
3895,8
3896,6
3897,12
3898,7
3899,7
3900,7
3901,5
3902,10
3903,10
3904,7
3905,10
3906,8
3907,3
3908,10
3909,10
3910,6
3911,12
3912,7
3913,8
3914,8
3915,5
3916,12
3917,9
3918,9
3919,4
3920,9
3921,9
3922,6
3923,9
3924,7
3925,8
3926,7
3927,11
3928,9
3929,9
3930,9
3931,9
3932,8
3933,5
3934,7
3935,9
3936,11
3937,11
3938,8
3939,7
3940,6
3941,4
3942,5
3943,8
3944,3
3945,3
3946,8
3947,6
3948,6
3949,6
3950,7
3951,9
3952,7
3953,9
3954,3
3955,13
3956,9
3957,11
3958,5
3959,9
3960,7
3961,8
3962,9
3963,3
3964,10
3965,4
3966,1
3967,0
3968,8
3969,10
3970,8
3971,9
3972,9
3973,6
3974,10
3975,10
3976,7
3977,8
3978,11
3979,8
3980,7
3981,1
3982,8
3983,11
3984,8
3985,6
3986,5
3987,8
3988,9
3989,5
3990,3
3991,6
3992,6
3993,7
3994,14
3995,6
3996,10
3997,7
3998,3
3999,12
4000,5
4001,10
4002,9
4003,8
4004,9
4005,6
4006,4
4007,3
4008,4
4009,7
4010,3
4011,6
4012,6
4013,7
4014,10
4015,11
4016,8
4017,3
4018,7
4019,11
4020,8
4021,11
4022,6
4023,8
4024,6
4025,6
4026,6
4027,5
4028,7
4029,12
4030,11
4031,6
4032,8
4033,9
4034,8
4035,6
4036,8
4037,8
4038,6
4039,9
4040,7
4041,10
4042,10
4043,7
4044,7
4045,4
4046,11
4047,3
4048,5
4049,11
4050,3
4051,6
4052,12
4053,7
4054,5
4055,6
4056,5
4057,3
4058,6
4059,11
4060,12
4061,7
4062,10
4063,7
4064,1
4065,2
4066,9
4067,6
4068,6
4069,3
4070,6
4071,9
4072,5
4073,7
4074,5
4075,8
4076,5
4077,9
4078,8
4079,9
4080,9
4081,6
4082,6
4083,8
4084,11
4085,10
4086,8
4087,7
4088,10
4089,10
4090,11
4091,6
4092,8
4093,5
4094,7
4095,4
4096,12
4097,8
4098,7
4099,6
4100,7
4101,10
4102,7
4103,6
4104,10
4105,9
4106,8
4107,6
4108,9
4109,5
4110,5
4111,9
4112,13
4113,4
4114,9
4115,6
4116,0
4117,9
4118,9
4119,5
4120,8
4121,5
4122,11
4123,9
4124,5
4125,9
4126,6
4127,8
4128,9
4129,6
4130,7
4131,11
4132,14
4133,10
4134,6
4135,9
4136,6
4137,8
4138,11
4139,10
4140,5
4141,7
4142,9
4143,8
4144,12
4145,8
4146,7
4147,12
4148,9
4149,8
4150,9
4151,9
4152,8
4153,7
4154,10
4155,6
4156,5
4157,8
4158,4
4159,8
4160,8
4161,11
4162,6
4163,8
4164,11
4165,13
4166,11
4167,6
4168,4
4169,6
4170,4
4171,10
4172,11
4173,3
4174,4
4175,8
4176,8
4177,10
4178,7
4179,6
4180,10
4181,14
4182,11
4183,10
4184,10
4185,3
4186,6
4187,10
4188,7
4189,12
4190,11
4191,7
4192,12
4193,7
4194,12
4195,8
4196,9
4197,10
4198,12
4199,7
4200,10
4201,10
4202,8
4203,8
4204,3
4205,10
4206,9
4207,6
4208,4
4209,10
4210,14
4211,8
4212,13
4213,7
4214,10
4215,4
4216,8
4217,10
4218,13
4219,4
4220,9
4221,10
4222,10
4223,9
4224,10
4225,9
4226,9
4227,10
4228,9
4229,5
4230,4
4231,8
4232,6
4233,8
4234,14
4235,8
4236,3
4237,13
4238,9
4239,9
4240,5
4241,4
4242,6
4243,5
4244,7
4245,10
4246,7
4247,12
4248,9
4249,7
4250,12
4251,7
4252,7
4253,3
4254,6
4255,5
4256,10
4257,6
4258,10
4259,8
4260,8
4261,8
4262,11
4263,5
4264,7
4265,11
4266,6
4267,13
4268,12
4269,10
4270,5
4271,5
4272,3
4273,7
4274,4
4275,8
4276,8
4277,10
4278,7
4279,6
4280,12
4281,9
4282,4
4283,11
4284,7
4285,10
4286,9
4287,7
4288,6
4289,14
4290,12
4291,7
4292,7
4293,7
4294,8
4295,3
4296,7
4297,12
4298,9
4299,8
4300,5
4301,5
4302,13
4303,9
4304,9
4305,5
4306,11
4307,7
4308,9
4309,8
4310,6
4311,7
4312,8
4313,8
4314,9
4315,6
4316,6
4317,4
4318,8
4319,11
4320,11
4321,7
4322,7
4323,10
4324,9
4325,7
4326,9
4327,10
4328,8
4329,6
4330,6
4331,6
4332,7
4333,5
4334,8
4335,5
4336,9
4337,11
4338,8
4339,2
4340,8
4341,7
4342,6
4343,13
4344,7
4345,10
4346,4
4347,8
4348,5
4349,10
4350,9
4351,10
4352,14
4353,7
4354,6
4355,5
4356,10
4357,10
4358,6
4359,5
4360,9
4361,7
4362,8
4363,8
4364,8
4365,7
4366,1
4367,8
4368,12
4369,9
4370,10
4371,3
4372,7
4373,10
4374,4
4375,8
4376,13
4377,9
4378,6
4379,9
4380,9
4381,14
4382,8
4383,11
4384,6
4385,9
4386,9
4387,6
4388,13
4389,5
4390,8
4391,7
4392,8
4393,6
4394,9
4395,9
4396,4
4397,9
4398,7
4399,6
4400,4
4401,9
4402,10
4403,7
4404,10
4405,4
4406,5
4407,11
4408,7
4409,6
4410,8
4411,11
4412,8
4413,7
4414,7
4415,6
4416,7
4417,6
4418,7
4419,5
4420,7
4421,6
4422,8
4423,5
4424,9
4425,7
4426,4
4427,8
4428,3
4429,12
4430,12
4431,9
4432,9
4433,9
4434,5
4435,4
4436,9
4437,16
4438,14
4439,7
4440,7
4441,9
4442,7
4443,6
4444,11
4445,9
4446,10
4447,7
4448,12
4449,11
4450,8
4451,9
4452,3
4453,4
4454,8
4455,9
4456,10
4457,8
4458,3
4459,9
4460,9
4461,1
4462,7
4463,5
4464,8
4465,8
4466,9
4467,8
4468,12
4469,5
4470,3
4471,7
4472,9
4473,5
4474,5
4475,11
4476,8
4477,9
4478,6
4479,9
4480,7
4481,9
4482,7
4483,7
4484,7
4485,8
4486,6
4487,3
4488,4
4489,10
4490,6
4491,8
4492,10
4493,9
4494,8
4495,6
4496,3
4497,4
4498,7
4499,9
4500,7
4501,9
4502,6
4503,5
4504,9
4505,17
4506,8
4507,8
4508,10
4509,4
4510,9
4511,10
4512,13
4513,9
4514,6
4515,7
4516,7
4517,9
4518,11
4519,12
4520,14
4521,9
4522,8
4523,7
4524,2
4525,11
4526,9
4527,7
4528,9
4529,3
4530,11
4531,5
4532,9
4533,11
4534,5
4535,7
4536,6
4537,10
4538,7
4539,9
4540,8
4541,8
4542,3
4543,13
4544,9
4545,6
4546,12
4547,8
4548,6
4549,8
4550,6
4551,14
4552,8
4553,9
4554,10
4555,9
4556,13
4557,11
4558,13
4559,8
4560,8
4561,8
4562,9
4563,11
4564,5
4565,11
4566,8
4567,11
4568,6
4569,9
4570,12
4571,8
4572,8
4573,1
4574,12
4575,8
4576,7
4577,8
4578,4
4579,7
4580,9
4581,7
4582,0
4583,8
4584,7
4585,15
4586,9
4587,10
4588,6
4589,6
4590,7
4591,5
4592,11
4593,8
4594,8
4595,9
4596,6
4597,12
4598,9
4599,9
4600,5
4601,8
4602,7
4603,10
4604,7
4605,10
4606,4
4607,11
4608,14
4609,12
4610,6
4611,5
4612,6
4613,6
4614,9
4615,4
4616,7
4617,2
4618,9
4619,3
4620,8
4621,7
4622,6
4623,9
4624,8
4625,10
4626,6
4627,8
4628,7
4629,6
4630,7
4631,12
4632,11
4633,11
4634,13
4635,3
4636,10
4637,6
4638,11
4639,10
4640,9
4641,11
4642,9
4643,10
4644,8
4645,7
4646,6
4647,6
4648,5
4649,3
4650,6
4651,6
4652,7
4653,12
4654,5
4655,6
4656,9
4657,5
4658,9
4659,6
4660,7
4661,5
4662,9
4663,7
4664,14
4665,3
4666,9
4667,6
4668,9
4669,8
4670,5
4671,10
4672,12
4673,14
4674,7
4675,6
4676,9
4677,11
4678,8
4679,6
4680,10
4681,10
4682,8
4683,4
4684,9
4685,4
4686,8
4687,10
4688,5
4689,6
4690,7
4691,6
4692,8
4693,8
4694,11
4695,9
4696,11
4697,11
4698,9
4699,10
4700,8
4701,4
4702,4
4703,6
4704,5
4705,11
4706,7
4707,14
4708,7
4709,2
4710,5
4711,5
4712,7
4713,11
4714,3
4715,7
4716,7
4717,8
4718,8
4719,7
4720,5
4721,6
4722,8
4723,11
4724,8
4725,6
4726,8
4727,9
4728,4
4729,9
4730,7
4731,8
4732,6
4733,6
4734,4
4735,6
4736,11
4737,11
4738,9
4739,8
4740,14
4741,8
4742,9
4743,8
4744,8
4745,8
4746,7
4747,13
4748,9
4749,8
4750,8
4751,5
4752,6
4753,10
4754,10
4755,11
4756,8
4757,10
4758,4
4759,9
4760,10
4761,7
4762,7
4763,9
4764,6
4765,9
4766,15
4767,8
4768,12
4769,5
4770,9
4771,8
4772,8
4773,11
4774,12
4775,13
4776,5
4777,11
4778,6
4779,13
4780,8
4781,6
4782,7
4783,2
4784,8
4785,11
4786,8
4787,6
4788,8
4789,8
4790,8
4791,11
4792,5
4793,7
4794,9
4795,9
4796,5
4797,3
4798,8
4799,8
4800,7
4801,8
4802,6
4803,10
4804,9
4805,6
4806,8
4807,8
4808,12
4809,7
4810,11
4811,5
4812,9
4813,3
4814,12
4815,7
4816,3
4817,3
4818,6
4819,3
4820,8
4821,6
4822,11
4823,5
4824,12
4825,4
4826,9
4827,7
4828,8
4829,10
4830,6
4831,8
4832,9
4833,5
4834,6
4835,9
4836,10
4837,12
4838,6
4839,8
4840,5
4841,4
4842,11
4843,8
4844,7
4845,9
4846,12
4847,2
4848,4
4849,5
4850,11
4851,9
4852,5
4853,6
4854,8
4855,8
4856,10
4857,13
4858,6
4859,12
4860,4
4861,13
4862,9
4863,7
4864,14
4865,7
4866,12
4867,5
4868,11
4869,8
4870,11
4871,14
4872,3
4873,7
4874,8
4875,10
4876,8
4877,7
4878,7
4879,7
4880,6
4881,13
4882,10
4883,6
4884,4
4885,7
4886,5
4887,11
4888,6
4889,6
4890,10
4891,8
4892,3
4893,7
4894,9
4895,4
4896,11
4897,8
4898,9
4899,7
4900,7
4901,9
4902,11
4903,11
4904,5
4905,4
4906,10
4907,7
4908,13
4909,4
4910,10
4911,6
4912,5
4913,10
4914,9
4915,2
4916,7
4917,7
4918,6
4919,3
4920,14
4921,10
4922,12
4923,2
4924,7
4925,4
4926,10
4927,8
4928,8
4929,7
4930,6
4931,4
4932,3
4933,11
4934,10
4935,8
4936,6
4937,10
4938,3
4939,5
4940,7
4941,7
4942,7
4943,8
4944,11
4945,6
4946,6
4947,6
4948,6
4949,7
4950,5
4951,8
4952,9
4953,8
4954,10
4955,7
4956,6
4957,6
4958,6
4959,4
4960,7
4961,13
4962,10
4963,6
4964,8
4965,6
4966,5
4967,14
4968,11
4969,6
4970,5
4971,9
4972,6
4973,6
4974,9
4975,8
4976,4
4977,10
4978,6
4979,8
4980,12
4981,6
4982,6
4983,6
4984,11
4985,10
4986,13
4987,7
4988,13
4989,6
4990,11
4991,11
4992,11
4993,10
4994,8
4995,7
4996,8
4997,11
4998,11
4999,8
5000,7
5001,6
5002,8
5003,12
5004,7
5005,12
5006,13
5007,8
5008,12
5009,9
5010,4
5011,10
5012,10
5013,9
5014,11
5015,13
5016,6
5017,6
5018,6
5019,9
5020,9
5021,9
5022,14
5023,5
5024,11
5025,7
5026,15
5027,8
5028,7
5029,13
5030,10
5031,5
5032,8
5033,6
5034,8
5035,11
5036,6
5037,4
5038,9
5039,10
5040,8
5041,5
5042,12
5043,4
5044,12
5045,7
5046,12
5047,7
5048,10
5049,5
5050,6
5051,11
5052,10
5053,8
5054,6
5055,12
5056,9
5057,7
5058,8
5059,6
5060,9
5061,13
5062,11
5063,9
5064,3
5065,8
5066,9
5067,8
5068,4
5069,10
5070,9
5071,13
5072,13
5073,7
5074,9
5075,8
5076,6
5077,13
5078,14
5079,9
5080,9
5081,12
5082,7
5083,5
5084,7
5085,11
5086,11
5087,12
5088,13
5089,13
5090,16
5091,4
5092,12
5093,7
5094,12
5095,8
5096,14
5097,5
5098,13
5099,8
5100,8
5101,10
5102,6
5103,5
5104,9
5105,11
5106,7
5107,9
5108,14
5109,8
5110,13
5111,10
5112,8
5113,11
5114,12
5115,10
5116,9
5117,7
5118,8
5119,5
5120,7
5121,10
5122,12
5123,5
5124,10
5125,10
5126,9
5127,7
5128,5
5129,9
5130,11
5131,12
5132,11
5133,8
5134,10
5135,8
5136,7
5137,8
5138,9
5139,9
5140,11
5141,9
5142,15
5143,6
5144,12
5145,16
5146,11
5147,10
5148,8
5149,11
5150,7
5151,10
5152,11
5153,6
5154,11
5155,10
5156,11
5157,5
5158,8
5159,10
5160,10
5161,10
5162,10
5163,9
5164,4
5165,9
5166,12
5167,10
5168,21
5169,9
5170,8
5171,6
5172,9
5173,9
5174,7
5175,9
5176,8
5177,6
5178,10
5179,10
5180,10
5181,8
5182,10
5183,10
5184,5
5185,12
5186,12
5187,5
5188,12
5189,9
5190,12
5191,8
5192,7
5193,1
5194,12
5195,13
5196,13
5197,8
5198,10
5199,9
5200,5
5201,9
5202,8
5203,10
5204,9
5205,5
5206,12
5207,11
5208,10
5209,9
5210,12
5211,7
5212,15
5213,9
5214,14
5215,10
5216,8
5217,10
5218,8
5219,10
5220,11
5221,11
5222,13
5223,5
5224,5
5225,7
5226,7
5227,5
5228,8
5229,10
5230,8
5231,13
5232,12
5233,11
5234,14
5235,12
5236,11
5237,9
5238,9
5239,8
5240,10
5241,8
5242,13
5243,12
5244,10
5245,8
5246,6
5247,7
5248,6
5249,6
5250,9
5251,12
5252,11
5253,13
5254,9
5255,10
5256,10
5257,13
5258,12
5259,9
5260,8
5261,7
5262,8
5263,6
5264,10
5265,10
5266,10
5267,7
5268,9
5269,9
5270,4
5271,9
5272,5
5273,7
5274,7
5275,6
5276,13
5277,8
5278,9
5279,9
5280,9
5281,11
5282,10
5283,7
5284,6
5285,7
5286,8
5287,10
5288,10
5289,10
5290,11
5291,6
5292,5
5293,10
5294,4
5295,10
5296,5
5297,7
5298,6
5299,10
5300,11
5301,9
5302,9
5303,9
5304,5
5305,8
5306,7
5307,7
5308,5
5309,10
5310,7
5311,9
5312,6
5313,12
5314,9
5315,11
5316,8
5317,6
5318,4
5319,8
5320,12
5321,7
5322,5
5323,7
5324,7
5325,7
5326,10
5327,12
5328,8
5329,15
5330,10
5331,11
5332,12
5333,10
5334,12
5335,7
5336,10
5337,13
5338,7
5339,7
5340,9
5341,10
5342,11
5343,8
5344,9
5345,10
5346,5
5347,9
5348,12
5349,10
5350,10
5351,7
5352,3
5353,16
5354,5
5355,11
5356,7
5357,9
5358,12
5359,9
5360,4
5361,7
5362,7
5363,8
5364,11
5365,4
5366,7
5367,13
5368,10
5369,10
5370,7
5371,9
5372,11
5373,10
5374,11
5375,9
5376,12
5377,9
5378,4
5379,11
5380,6
5381,10
5382,5
5383,6
5384,9
5385,10
5386,15
5387,8
5388,7
5389,9
5390,9
5391,7
5392,10
5393,11
5394,7
5395,6
5396,11
5397,13
5398,9
5399,11
5400,10
5401,11
5402,6
5403,13
5404,6
5405,7
5406,8
5407,11
5408,5
5409,7
5410,9
5411,8
5412,10
5413,8
5414,13
5415,4
5416,11
5417,9
5418,8
5419,15
5420,7
5421,8
5422,6
5423,7
5424,9
5425,8
5426,7
5427,9
5428,6
5429,8
5430,14
5431,7
5432,9
5433,9
5434,8
5435,10
5436,11
5437,11
5438,15
5439,10
5440,7
5441,14
5442,9
5443,7
5444,10
5445,11
5446,13
5447,9
5448,12
5449,4
5450,6
5451,13
5452,10
5453,7
5454,9
5455,13
5456,10
5457,7
5458,8
5459,11
5460,8
5461,13
5462,7
5463,9
5464,9
5465,6
5466,6
5467,8
5468,9
5469,9
5470,14
5471,5
5472,7
5473,7
5474,11
5475,8
5476,12
5477,7
5478,12
5479,11
5480,4
5481,9
5482,13
5483,6
5484,5
5485,6
5486,12
5487,10
5488,5
5489,9
5490,5
5491,9
5492,6
5493,6
5494,5
5495,12
5496,6
5497,9
5498,6
5499,5
5500,8
5501,8
5502,4
5503,13
5504,9
5505,8
5506,11
5507,6
5508,8
5509,9
5510,8
5511,7
5512,10
5513,11
5514,11
5515,11
5516,7
5517,4
5518,13
5519,11
5520,12
5521,9
5522,8
5523,10
5524,10
5525,8
5526,10
5527,6
5528,11
5529,9
5530,12
5531,16
5532,9
5533,9
5534,7
5535,8
5536,8
5537,8
5538,9
5539,8
5540,9
5541,9
5542,7
5543,6
5544,6
5545,7
5546,9
5547,11
5548,9
5549,9
5550,8
5551,13
5552,10
5553,11
5554,6
5555,11
5556,14
5557,8
5558,12
5559,6
5560,7
5561,8
5562,10
5563,5
5564,12
5565,9
5566,7
5567,8
5568,5
5569,9
5570,5
5571,7
5572,13
5573,11
5574,6
5575,3
5576,10
5577,7
5578,12
5579,3
5580,11
5581,11
5582,10
5583,11
5584,5
5585,9
5586,11
5587,6
5588,5
5589,12
5590,8
5591,4
5592,9
5593,5
5594,12
5595,9
5596,6
5597,7
5598,8
5599,9
5600,6
5601,8
5602,4
5603,9
5604,8
5605,10
5606,10
5607,11
5608,6
5609,7
5610,7
5611,10
5612,11
5613,6
5614,9
5615,9
5616,4
5617,10
5618,7
5619,6
5620,9
5621,11
5622,9
5623,9
5624,9
5625,2
5626,10
5627,13
5628,8
5629,11
5630,9
5631,15
5632,5
5633,14
5634,11
5635,8
5636,9
5637,9
5638,11
5639,9
5640,6
5641,9
5642,9
5643,9
5644,6
5645,12
5646,10
5647,7
5648,9
5649,4
5650,14
5651,13
5652,11
5653,4
5654,10
5655,11
5656,9
5657,9
5658,7
5659,11
5660,10
5661,10
5662,6
5663,8
5664,10
5665,9
5666,13
5667,8
5668,8
5669,5
5670,10
5671,5
5672,8
5673,8
5674,10
5675,8
5676,8
5677,6
5678,8
5679,9
5680,10
5681,10
5682,15
5683,8
5684,10
5685,12
5686,3
5687,8
5688,8
5689,9
5690,15
5691,5
5692,13
5693,6
5694,15
5695,10
5696,6
5697,17
5698,13
5699,11
5700,8
5701,8
5702,8
5703,6
5704,10
5705,10
5706,8
5707,9
5708,6
5709,9
5710,7
5711,9
5712,8
5713,9
5714,9
5715,10
5716,10
5717,12
5718,9
5719,7
5720,7
5721,8
5722,9
5723,5
5724,10
5725,14
5726,3
5727,7
5728,9
5729,6
5730,9
5731,10
5732,4
5733,8
5734,9
5735,6
5736,6
5737,7
5738,8
5739,10
5740,7
5741,11
5742,10
5743,7
5744,11
5745,5
5746,11
5747,10
5748,11
5749,8
5750,9
5751,12
5752,10
5753,8
5754,7
5755,9
5756,5
5757,13
5758,9
5759,11
5760,12
5761,14
5762,11
5763,9
5764,8
5765,11
5766,11
5767,9
5768,8
5769,12
5770,8
5771,9
5772,5
5773,10
5774,7
5775,11
5776,12
5777,17
5778,7
5779,1
5780,3
5781,3
5782,15
5783,8
5784,3
5785,9
5786,8
5787,13
5788,15
5789,7
5790,11
5791,11
5792,7
5793,15
