,speed_advantage_ratio
1618,15.0
1619,1.625
1620,0.46153846153846156
1621,1.625
1622,1.0
1623,0.6666666666666666
1624,4.0
1625,5.5
1626,3.0
1627,0.15384615384615385
1628,2.4285714285714284
1629,21.0
1630,0.2222222222222222
1631,2.0
1632,0.5
1633,5.666666666666667
1634,0.6666666666666666
1635,0.6923076923076923
1636,0.5454545454545454
1637,0.25
1638,0.5454545454545454
1639,2.6666666666666665
1640,1.5
1641,1.0
1642,0.0625
1643,1.1
1644,2.2
1645,1.0
1646,1.375
1647,1.5
1648,1.0
1649,1.3
1650,0.46153846153846156
1651,0.5833333333333334
1652,3.5
1653,5.0
1654,0.7
1655,0.46153846153846156
1656,0.7777777777777778
1657,0.3125
1658,4.5
1659,1.5
1660,2.6
1661,0.2777777777777778
1662,0.36363636363636365
1663,0.4
1664,0.42857142857142855
1665,3.8
1666,0.875
1667,0.4666666666666667
1668,1.875
1669,0.8571428571428571
1670,1.875
1671,1.7142857142857142
1672,0.875
1673,1.1111111111111112
1674,0.375
1675,1.8571428571428572
1676,0.4117647058823529
1677,4.25
1678,0.42857142857142855
1679,0.4444444444444444
1680,1.1666666666666667
1681,3.25
1682,0.625
1683,2.6
1684,3.2
1685,0.5
1686,0.25
1687,2.0
1688,3.5
1689,0.8888888888888888
1690,0.8888888888888888
1691,0.4666666666666667
1692,2.75
1693,0.9166666666666666
1694,0.6666666666666666
1695,2.142857142857143
1696,0.8888888888888888
1697,1.5714285714285714
1698,2.0
1699,0.8571428571428571
1700,3.0
1701,2.0
1702,1.2222222222222223
1703,4.0
1704,1.4
1705,1.3333333333333333
1706,1.5
1707,11.0
1708,3.0
1709,1.3333333333333333
1710,1.1428571428571428
1711,0.5
1712,0.6666666666666666
1713,9.0
1714,1.8
1715,1.875
1716,0.6666666666666666
1717,0.07142857142857142
1718,1.2
1719,1.4444444444444444
1720,2.4
1721,4.0
1722,6.0
1723,0.75
1724,1.4285714285714286
1725,0.35714285714285715
1726,2.4
1727,0.09090909090909091
1728,2.0
1729,0.46153846153846156
1730,0.6666666666666666
1731,1.8571428571428572
1732,0.3125
1733,2.6666666666666665
1734,1.5
1735,6.0
1736,1.6
1737,3.5
1738,1.125
1739,0.2727272727272727
1740,2.0
1741,0.5
1742,1.8571428571428572
1743,3.2
1744,0.3076923076923077
1745,0.46153846153846156
1746,1.7142857142857142
1747,0.5882352941176471
1748,0.5
1749,0.7142857142857143
1750,4.333333333333333
1751,0.6923076923076923
1752,1.0
1753,3.2
1754,0.034482758620689655
1755,0.7
1756,0.8
1757,1.2222222222222223
1758,2.8333333333333335
1759,1.3
1760,3.0
1761,0.6
1762,15.0
1763,0.3125
1764,3.0
1765,11.0
1766,1.1428571428571428
1767,0.7333333333333333
1768,0.07692307692307693
1769,0.2727272727272727
1770,2.6666666666666665
1771,0.625
1772,9.0
1773,0.36363636363636365
1774,1.1666666666666667
1775,1.1111111111111112
1776,1.1428571428571428
1777,5.333333333333333
1778,0.9166666666666666
1779,1.5555555555555556
1780,0.29411764705882354
1781,0.38461538461538464
1782,4.0
1783,5.666666666666667
1784,1.1111111111111112
1785,0.625
1786,0.7142857142857143
1787,2.3333333333333335
1788,1.5
1789,0.8333333333333334
1790,0.36363636363636365
1791,0.1
1792,0.8181818181818182
1793,4.0
1794,1.4444444444444444
1795,1.1
1796,1.0
1797,0.23529411764705882
1798,2.2
1799,0.17647058823529413
1800,1.2857142857142858
1801,0.8333333333333334
1802,0.29411764705882354
1803,2.4
1804,1.75
1805,4.25
1806,5.5
1807,0.4444444444444444
1808,0.375
1809,2.3333333333333335
1810,6.0
1811,16.0
1812,1.8
1813,1.4
1814,0.5
1815,0.6363636363636364
1816,0.8888888888888888
1817,0.8
1818,1.0
1819,0.21428571428571427
1820,0.09090909090909091
1821,4.25
1822,1.3
1823,0.875
1824,2.0
1825,2.0
1826,0.5454545454545454
1827,0.15384615384615385
1828,0.6923076923076923
1829,9.0
1830,0.7777777777777778
1831,2.0
1832,0.3333333333333333
1833,1.2857142857142858
1834,2.1666666666666665
1835,1.2857142857142858
1836,1.5
1837,0.5454545454545454
1838,0.3333333333333333
1839,1.4444444444444444
1840,0.4666666666666667
1841,0.8181818181818182
1842,1.6666666666666667
1843,1.3333333333333333
1844,2.3333333333333335
1845,3.25
1846,0.2
1847,0.14285714285714285
1848,2.6
1849,2.3333333333333335
1850,0.875
1851,1.25
1852,0.29411764705882354
1853,3.5
1854,1.0
1855,2.0
1856,1.0
1857,1.8333333333333333
1858,2.5
1859,0.3333333333333333
1860,4.25
1861,5.333333333333333
1862,9.5
1863,1.7142857142857142
1864,0.3333333333333333
1865,2.6666666666666665
1866,0.6666666666666666
1867,0.6923076923076923
1868,4.5
1869,3.6666666666666665
1870,2.25
1871,0.3333333333333333
1872,0.8181818181818182
1873,7.5
1874,2.8333333333333335
1875,0.5
1876,5.0
1877,1.0833333333333333
1878,1.7142857142857142
1879,17.0
1880,0.2222222222222222
1881,0.5
1882,0.23076923076923078
1883,0.42857142857142855
1884,5.0
1885,0.6666666666666666
1886,4.333333333333333
1887,1.6
1888,0.38461538461538464
1889,1.0
1890,3.0
1891,6.666666666666667
1892,2.8
1893,2.6666666666666665
1894,0.5833333333333334
1895,1.625
1896,2.5714285714285716
1897,1.0
1898,7.0
1899,0.4
1900,0.4
1901,1.375
1902,0.8571428571428571
1903,3.0
1904,0.8571428571428571
1905,4.0
1906,2.0
1907,1.5
1908,2.3333333333333335
1909,2.8333333333333335
1910,0.3333333333333333
1911,1.1428571428571428
1912,0.875
1913,1.3
1914,0.4444444444444444
1915,1.0
1916,9.0
1917,0.8181818181818182
1918,0.25
1919,0.625
1920,0.21428571428571427
1921,2.4
1922,1.6666666666666667
1923,1.5
1924,1.25
1925,4.0
1926,3.25
1927,18.0
1928,0.5555555555555556
1929,1.3
1930,1.4285714285714286
1931,1.7142857142857142
1932,2.5
1933,0.75
1934,2.8
1935,3.0
1936,1.125
1937,1.6
1938,0.36363636363636365
1939,0.26666666666666666
1940,0.1111111111111111
1941,0.3333333333333333
1942,2.75
1943,1.0
1944,0.7
1945,2.2
1946,0.23076923076923078
1947,0.3076923076923077
1948,0.5
1949,1.6666666666666667
1950,2.0
1951,0.3076923076923077
1952,0.6666666666666666
1953,1.25
1954,2.25
1955,0.6428571428571429
1956,0.7777777777777778
1957,2.6666666666666665
1958,0.7777777777777778
1959,0.7142857142857143
1960,1.4285714285714286
1961,4.0
1962,0.9
1963,1.0
1964,0.25
1965,0.75
1966,5.0
1967,1.1428571428571428
1968,0.45454545454545453
1969,1.0
1970,0.3076923076923077
1971,2.3333333333333335
1972,1.0
1973,1.375
1974,0.7777777777777778
1975,1.5714285714285714
1976,5.666666666666667
1977,0.6666666666666666
1978,0.375
1979,2.6
1980,0.3
1981,4.0
1982,0.38461538461538464
1983,0.5
1984,0.8
1985,0.9
1986,0.375
1987,1.1428571428571428
1988,0.17647058823529413
1989,1.2857142857142858
1990,0.1111111111111111
1991,3.0
1992,1.1666666666666667
1993,2.0
1994,1.2222222222222223
1995,2.3333333333333335
1996,3.3333333333333335
1997,7.333333333333333
1998,2.0
1999,2.5
2000,3.5
2001,0.5555555555555556
2002,0.13333333333333333
2003,0.4
2004,0.2222222222222222
2005,0.5333333333333333
2006,2.1666666666666665
2007,1.2
2008,2.1666666666666665
2009,0.5
2010,3.5
2011,0.5384615384615384
2012,0.5
2013,10.5
2014,1.5
2015,1.3333333333333333
2016,0.38461538461538464
2017,0.5833333333333334
2018,0.9
2019,1.1428571428571428
2020,2.0
2021,3.8
2022,1.1
2023,0.46153846153846156
2024,0.35294117647058826
2025,0.9230769230769231
2026,1.1
2027,0.7777777777777778
2028,2.5
2029,3.5
2030,1.6666666666666667
2031,2.142857142857143
2032,0.6666666666666666
2033,0.7777777777777778
2034,1.7142857142857142
2035,1.5
2036,5.333333333333333
2037,1.0
2038,2.4
2039,0.6
2040,0.36363636363636365
2041,1.2857142857142858
2042,0.6
2043,7.333333333333333
2044,5.666666666666667
2045,2.75
2046,5.0
2047,0.6
2048,2.0
2049,0.26666666666666666
2050,1.1428571428571428
2051,1.2857142857142858
2052,1.4285714285714286
2053,0.3157894736842105
2054,2.2857142857142856
2055,0.5
2056,1.6666666666666667
2057,1.7142857142857142
2058,1.0
2059,0.17647058823529413
2060,0.35714285714285715
2061,2.6
2062,3.2
2063,1.5714285714285714
2064,0.15789473684210525
2065,1.5714285714285714
2066,1.3333333333333333
2067,0.2857142857142857
2068,1.0
2069,1.8333333333333333
2070,1.4
2071,0.1
2072,3.75
2073,1.75
2074,0.5
2075,0.10526315789473684
2076,1.0
2077,8.0
2078,1.1111111111111112
2079,1.6
2080,11.5
2081,0.7272727272727273
2082,2.0
2083,13.0
2084,1.1428571428571428
2085,0.8181818181818182
2086,0.6153846153846154
2087,0.875
2088,1.3
2089,1.3
2090,0.3333333333333333
2091,19.0
2092,0.45454545454545453
2093,0.4
2094,0.75
2095,1.1428571428571428
2096,2.0
2097,0.4
2098,0.2222222222222222
2099,3.0
2100,0.46153846153846156
2101,14.0
2102,0.4444444444444444
2103,0.6666666666666666
2104,0.5555555555555556
2105,3.4
2106,2.5
2107,1.375
2108,0.625
2109,1.4
2110,3.75
2111,0.5625
2112,1.125
2113,3.5
2114,2.4
2115,1.1111111111111112
2116,0.7777777777777778
2117,0.5
2118,0.5833333333333334
2119,10.0
2120,2.6
2121,1.2222222222222223
2122,0.4444444444444444
2123,1.0
2124,1.5
2125,2.8
2126,1.4444444444444444
2127,0.10526315789473684
2128,1.6666666666666667
2129,1.8571428571428572
2130,1.0
2131,1.4285714285714286
2132,1.4
2133,2.5
2134,0.6428571428571429
2135,0.5833333333333334
2136,0.8
2137,3.0
2138,4.666666666666667
2139,1.125
2140,1.3
2141,1.625
2142,0.8888888888888888
2143,0.26666666666666666
2144,0.3333333333333333
2145,0.5454545454545454
2146,0.5454545454545454
2147,4.0
2148,0.15384615384615385
2149,0.375
2150,2.1666666666666665
2151,0.9090909090909091
2152,4.25
2153,0.9166666666666666
2154,2.0
2155,1.1111111111111112
2156,1.3333333333333333
2157,0.8
2158,2.0
2159,0.6
2160,2.0
2161,0.6666666666666666
2162,1.4444444444444444
2163,5.0
2164,1.0
2165,1.8571428571428572
2166,1.5555555555555556
2167,1.5714285714285714
2168,2.5714285714285716
2169,0.07692307692307693
2170,0.6923076923076923
2171,5.0
2172,1.5714285714285714
2173,1.1
2174,1.1
2175,1.0
2176,7.0
2177,0.2857142857142857
2178,1.1
2179,0.6153846153846154
2180,0.05
2181,1.3333333333333333
2182,1.125
2183,0.2857142857142857
2184,5.0
2185,4.666666666666667
2186,0.2
2187,2.8
2188,0.6153846153846154
2189,1.2
2190,0.7142857142857143
2191,0.7272727272727273
2192,2.5
2193,0.375
2194,1.2857142857142858
2195,1.5714285714285714
2196,1.1428571428571428
2197,1.0
2198,2.0
2199,0.42857142857142855
2200,0.3333333333333333
2201,1.8
2202,4.0
2203,1.4
2204,1.5
2205,1.0
2206,0.4
2207,0.8
2208,0.6428571428571429
2209,0.38461538461538464
2210,0.35294117647058826
2211,0.36363636363636365
2212,0.7777777777777778
2213,0.38461538461538464
2214,0.2857142857142857
2215,5.5
2216,1.1111111111111112
2217,3.25
2218,0.11764705882352941
2219,0.05263157894736842
2220,1.1428571428571428
2221,2.25
2222,0.16666666666666666
2223,3.6
2224,1.0
2225,4.0
2226,1.7142857142857142
2227,1.0833333333333333
2228,2.75
2229,0.5333333333333333
2230,14.0
2231,0.4117647058823529
2232,11.0
2233,1.3333333333333333
2234,2.0
2235,3.2
2236,10.5
2237,1.6666666666666667
2238,0.7777777777777778
2239,2.0
2240,2.4
2241,0.75
2242,2.6
2243,0.23529411764705882
2244,1.5714285714285714
2245,2.8333333333333335
2246,16.0
2247,2.8
2248,0.16666666666666666
2249,1.5
2250,1.0
2251,6.333333333333333
2252,1.2857142857142858
2253,0.6666666666666666
2254,0.3076923076923077
2255,11.0
2256,1.0
2257,10.0
2258,0.9
2259,2.5
2260,0.75
2261,0.4
2262,3.5
2263,5.0
2264,3.6666666666666665
2265,1.0
2266,5.666666666666667
2267,0.7857142857142857
2268,0.6153846153846154
2269,1.5
2270,0.5833333333333334
2271,1.5
2272,0.8181818181818182
2273,2.1666666666666665
2274,0.1875
2275,1.7142857142857142
2276,0.2222222222222222
2277,0.5
2278,0.8181818181818182
2279,0.375
2280,6.5
2281,1.25
2282,0.7272727272727273
2283,0.75
2284,13.0
2285,0.4666666666666667
2286,0.75
2287,1.375
2288,1.1111111111111112
2289,1.0
2290,1.8571428571428572
2291,0.4166666666666667
2292,0.7272727272727273
2293,6.333333333333333
2294,1.3333333333333333
2295,1.1428571428571428
2296,0.7692307692307693
2297,1.3333333333333333
2298,2.2
2299,0.3076923076923077
2300,2.6
2301,5.0
2302,16.0
2303,10.0
2304,0.5454545454545454
2305,1.8333333333333333
2306,0.5
2307,9.0
2308,2.4
2309,0.8333333333333334
2310,8.5
2311,2.6
2312,7.5
2313,1.1
2314,3.0
2315,2.6
2316,2.25
2317,0.058823529411764705
2318,1.125
2319,4.5
2320,0.9
2321,0.375
2322,5.5
2323,0.7
2324,0.46153846153846156
2325,3.3333333333333335
2326,0.6666666666666666
2327,1.5
2328,0.375
2329,8.0
2330,0.16666666666666666
2331,0.6923076923076923
2332,0.42857142857142855
2333,0.2727272727272727
2334,1.2222222222222223
2335,1.0
2336,1.5714285714285714
2337,4.333333333333333
2338,1.2222222222222223
2339,0.25
2340,0.23076923076923078
2341,0.4
2342,3.4
2343,2.0
2344,0.4444444444444444
2345,0.8571428571428571
2346,1.7142857142857142
2347,0.7692307692307693
2348,0.3333333333333333
2349,10.0
2350,2.1666666666666665
2351,1.375
2352,9.5
2353,0.7777777777777778
2354,0.42857142857142855
2355,1.375
2356,1.75
2357,2.2
2358,1.5
2359,1.1666666666666667
2360,0.14285714285714285
2361,2.8
2362,0.8333333333333334
2363,2.4
2364,0.25
2365,0.625
2366,0.5
2367,0.8888888888888888
2368,2.3333333333333335
2369,5.5
2370,2.0
2371,0.7777777777777778
2372,1.1666666666666667
2373,0.6666666666666666
2374,0.6666666666666666
2375,0.5
2376,0.6153846153846154
2377,0.42857142857142855
2378,0.5
2379,2.8
2380,0.7777777777777778
2381,0.5454545454545454
2382,2.1666666666666665
2383,1.75
2384,0.46153846153846156
2385,1.4285714285714286
2386,0.6
2387,0.1875
2388,4.5
2389,0.8461538461538461
2390,2.7142857142857144
2391,0.041666666666666664
2392,0.08333333333333333
2393,1.4285714285714286
2394,0.8181818181818182
2395,0.7692307692307693
2396,1.4444444444444444
2397,1.8
2398,3.3333333333333335
2399,0.6923076923076923
2400,0.5454545454545454
2401,0.8888888888888888
2402,2.6
2403,0.7692307692307693
2404,0.20833333333333334
2405,5.0
2406,0.3333333333333333
2407,11.5
2408,2.857142857142857
2409,3.0
2410,0.15789473684210525
2411,0.5454545454545454
2412,1.5555555555555556
2413,0.5454545454545454
2414,0.5
2415,0.35714285714285715
2416,0.6666666666666666
2417,2.5
2418,0.45454545454545453
2419,0.9
2420,1.0
2421,2.75
2422,2.1666666666666665
2423,1.875
2424,0.3076923076923077
2425,1.6666666666666667
2426,0.23076923076923078
2427,1.5714285714285714
2428,1.375
2429,0.4
2430,1.5
2431,0.8333333333333334
2432,0.4444444444444444
2433,8.5
2434,0.6666666666666666
2435,1.3
2436,2.2
2437,1.7142857142857142
2438,1.8
2439,1.5
2440,0.38461538461538464
2441,5.666666666666667
2442,0.1111111111111111
2443,6.666666666666667
2444,3.0
2445,1.5714285714285714
2446,0.5
2447,0.4
2448,0.8888888888888888
2449,0.9
2450,0.5714285714285714
2451,9.5
2452,3.0
2453,0.6666666666666666
2454,0.375
2455,2.0
2456,0.875
2457,0.875
2458,0.05
2459,1.1666666666666667
2460,1.4285714285714286
2461,3.5
2462,20.0
2463,0.8888888888888888
2464,0.5833333333333334
2465,0.8333333333333334
2466,0.35714285714285715
2467,1.2
2468,23.0
2469,0.4
2470,0.5333333333333333
2471,3.1666666666666665
2472,0.2857142857142857
2473,1.7142857142857142
2474,1.5
2475,2.0
2476,2.0
2477,0.3125
2478,0.3125
2479,0.8
2480,0.7
2481,0.6428571428571429
2482,1.7142857142857142
2483,1.7142857142857142
2484,1.8571428571428572
2485,0.45454545454545453
2486,1.0
2487,0.5454545454545454
2488,0.6363636363636364
2489,1.1666666666666667
2490,0.5
2491,1.0
2492,0.5714285714285714
2493,1.25
2494,1.875
2495,0.3076923076923077
2496,0.45454545454545453
2497,1.625
2498,2.6
2499,4.5
2500,0.6428571428571429
2501,0.14285714285714285
2502,1.0
2503,1.75
2504,17.0
2505,0.7
2506,0.6666666666666666
2507,0.6153846153846154
2508,7.0
2509,0.5
2510,3.25
2511,1.0
2512,20.0
2513,0.3
2514,0.875
2515,0.6363636363636364
2516,2.5
2517,4.333333333333333
2518,11.0
2519,0.125
2520,0.625
2521,0.3333333333333333
2522,0.7
2523,1.8
2524,0.5
2525,2.5
2526,0.6666666666666666
2527,5.0
2528,2.25
2529,0.25
2530,0.14285714285714285
2531,0.8181818181818182
2532,0.10526315789473684
2533,3.25
2534,1.125
2535,0.375
2536,0.7272727272727273
2537,1.8
2538,1.75
2539,0.5384615384615384
2540,0.6363636363636364
2541,1.1
2542,0.8181818181818182
2543,1.0
2544,13.0
2545,0.7777777777777778
2546,1.0
2547,29.0
2548,2.1666666666666665
2549,5.666666666666667
2550,0.2
2551,0.3888888888888889
2552,1.6666666666666667
2553,0.15789473684210525
2554,0.5
2555,10.0
2556,4.25
2557,0.15789473684210525
2558,3.4
2559,0.2857142857142857
2560,0.6428571428571429
2561,20.0
2562,0.9090909090909091
2563,1.75
2564,1.0
2565,0.46153846153846156
2566,1.75
2567,5.0
2568,2.0
2569,0.4166666666666667
2570,9.0
2571,0.3333333333333333
2572,1.0
2573,0.8181818181818182
2574,24.0
2575,1.1428571428571428
2576,1.5
2577,0.10526315789473684
2578,0.5
2579,1.2222222222222223
2580,1.875
2581,0.8888888888888888
2582,1.2222222222222223
2583,5.25
2584,0.6
2585,0.5714285714285714
2586,3.0
2587,0.35714285714285715
2588,0.75
2589,2.0
2590,2.0
2591,14.0
2592,0.18181818181818182
2593,0.26666666666666666
2594,0.1111111111111111
2595,0.5384615384615384
2596,3.25
2597,0.8181818181818182
2598,2.2857142857142856
2599,0.5
2600,0.8333333333333334
2601,1.1111111111111112
2602,0.6923076923076923
2603,2.0
2604,4.333333333333333
2605,8.0
2606,19.0
2607,0.6666666666666666
2608,2.0
2609,0.5
2610,6.333333333333333
2611,0.23529411764705882
2612,0.75
2613,0.38461538461538464
2614,1.8888888888888888
2615,0.7692307692307693
2616,1.4444444444444444
2617,0.6
2618,0.7142857142857143
2619,0.16666666666666666
2620,3.6
2621,0.7
2622,15.0
2623,2.5
2624,0.75
2625,0.75
2626,0.04
2627,0.4666666666666667
2628,4.0
2629,3.2
2630,1.8571428571428572
2631,1.3333333333333333
2632,1.0
2633,1.125
2634,0.75
2635,0.26666666666666666
2636,0.7
2637,0.46153846153846156
2638,0.5625
2639,0.5555555555555556
2640,0.8571428571428571
2641,0.2
2642,2.142857142857143
2643,5.0
2644,3.0
2645,0.3
2646,2.5
2647,1.1666666666666667
2648,1.25
2649,0.875
2650,0.75
2651,0.46153846153846156
2652,0.5
2653,25.0
2654,2.2857142857142856
2655,0.9166666666666666
2656,2.0
2657,2.25
2658,2.0
2659,1.5
2660,2.0
2661,1.0
2662,1.1666666666666667
2663,0.25
2664,5.0
2665,1.4
2666,3.6
2667,1.5
2668,0.5625
2669,1.8333333333333333
2670,0.8333333333333334
2671,0.9
2672,2.142857142857143
2673,2.6666666666666665
2674,1.5714285714285714
2675,0.8
2676,0.7
2677,1.0909090909090908
2678,1.2222222222222223
2679,0.23529411764705882
2680,3.0
2681,3.6666666666666665
2682,0.8
2683,3.0
2684,1.5714285714285714
2685,0.3333333333333333
2686,14.0
2687,1.3333333333333333
2688,1.0
2689,0.8333333333333334
2690,3.25
2691,2.3333333333333335
2692,0.46153846153846156
2693,0.15789473684210525
2694,2.3333333333333335
2695,0.7272727272727273
2696,1.8
2697,0.8181818181818182
2698,0.5454545454545454
2699,1.5555555555555556
2700,1.3333333333333333
2701,0.6
2702,0.2222222222222222
2703,1.3333333333333333
2704,1.25
2705,0.8
2706,4.0
2707,19.0
2708,1.4285714285714286
2709,3.0
2710,0.2777777777777778
2711,2.2857142857142856
2712,0.8571428571428571
2713,0.5833333333333334
2714,0.8571428571428571
2715,2.75
2716,0.45454545454545453
2717,0.7777777777777778
2718,3.0
2719,2.0
2720,2.0
2721,0.7272727272727273
2722,0.6923076923076923
2723,24.0
2724,4.25
2725,0.9090909090909091
2726,4.25
2727,0.75
2728,3.75
2729,0.9
2730,8.0
2731,2.0
2732,1.0
2733,0.35714285714285715
2734,0.9
2735,0.75
2736,0.8181818181818182
2737,2.5
2738,2.4
2739,1.5714285714285714
2740,1.0
2741,0.5
2742,2.5
2743,1.5
2744,2.6666666666666665
2745,0.75
2746,3.1666666666666665
2747,0.8571428571428571
2748,1.1428571428571428
2749,1.1428571428571428
2750,1.1
2751,2.8
2752,0.8
2753,1.0
2754,0.2777777777777778
2755,2.75
2756,7.5
2757,0.2857142857142857
2758,0.14285714285714285
2759,0.5454545454545454
2760,0.38461538461538464
2761,2.0
2762,0.3
2763,5.0
2764,0.6
2765,2.2
2766,1.8333333333333333
2767,6.0
2768,3.75
2769,11.0
2770,1.0
2771,1.2
2772,1.0
2773,1.8571428571428572
2774,0.1
2775,9.5
2776,1.25
2777,0.35714285714285715
2778,1.2
2779,0.8
2780,1.2222222222222223
2781,3.0
2782,1.5
2783,1.5
2784,1.1666666666666667
2785,1.125
2786,2.8
2787,2.6666666666666665
2788,2.4
2789,1.5
2790,0.6363636363636364
2791,1.5
2792,2.5
2793,1.2
2794,0.8181818181818182
2795,0.16666666666666666
2796,0.25
2797,0.4
2798,0.375
2799,1.3333333333333333
2800,1.1111111111111112
2801,4.666666666666667
2802,1.1
2803,0.35294117647058826
2804,2.0
2805,0.4666666666666667
2806,0.8181818181818182
2807,1.1428571428571428
2808,3.0
2809,7.5
2810,2.3333333333333335
2811,1.6666666666666667
2812,0.6428571428571429
2813,0.6666666666666666
2814,1.375
2815,3.3333333333333335
2816,1.1111111111111112
2817,2.0
2818,0.5555555555555556
2819,0.2
2820,4.25
2821,3.3333333333333335
2822,1.625
2823,1.1111111111111112
2824,0.45454545454545453
2825,1.0
2826,1.6
2827,1.375
2828,0.5
2829,16.0
2830,1.0909090909090908
2831,0.875
2832,1.5555555555555556
2833,22.0
2834,1.1111111111111112
2835,0.9090909090909091
2836,1.375
2837,0.8181818181818182
2838,0.6666666666666666
2839,9.0
2840,5.0
2841,0.35714285714285715
2842,0.8888888888888888
2843,1.0
2844,0.5
2845,1.5555555555555556
2846,1.75
2847,0.875
2848,0.058823529411764705
2849,0.75
2850,0.5
2851,2.0
2852,0.5454545454545454
2853,1.0
2854,0.8888888888888888
2855,3.4
2856,0.11764705882352941
2857,0.3333333333333333
2858,9.0
2859,0.7
2860,0.8
2861,8.333333333333334
2862,1.125
2863,0.2857142857142857
2864,19.0
2865,2.3333333333333335
2866,1.625
2867,1.3
2868,3.25
2869,2.4
2870,1.1818181818181819
2871,1.625
2872,0.4444444444444444
2873,2.4
2874,0.8571428571428571
2875,2.0
2876,0.058823529411764705
2877,1.3333333333333333
2878,2.2857142857142856
2879,3.6666666666666665
2880,2.5
2881,1.0
2882,0.7777777777777778
2883,0.9166666666666666
2884,1.0
2885,0.5833333333333334
2886,0.5833333333333334
2887,2.0
2888,5.333333333333333
2889,1.8333333333333333
2890,0.35714285714285715
2891,0.6923076923076923
2892,2.4
2893,2.0
2894,0.46153846153846156
2895,2.0
2896,0.6363636363636364
2897,3.25
2898,2.5
2899,0.5384615384615384
2900,0.9090909090909091
2901,0.75
2902,1.2222222222222223
2903,0.6923076923076923
2904,0.42857142857142855
2905,3.4
2906,2.75
2907,4.75
2908,7.5
2909,11.0
2910,0.8181818181818182
2911,1.625
2912,0.2
2913,8.0
2914,0.1111111111111111
2915,0.29411764705882354
2916,1.5
2917,2.142857142857143
2918,6.0
2919,0.9
2920,0.46153846153846156
2921,0.8
2922,0.75
2923,15.0
2924,2.25
2925,3.25
2926,1.0
2927,1.2
2928,3.8
2929,0.9090909090909091
2930,0.35714285714285715
2931,0.7142857142857143
2932,1.0
2933,0.3333333333333333
2934,0.7777777777777778
2935,6.666666666666667
2936,1.75
2937,7.0
2938,4.0
2939,1.625
2940,4.25
2941,0.3125
2942,0.5833333333333334
2943,4.25
2944,2.0
2945,10.5
2946,2.0
2947,2.6666666666666665
2948,2.2
2949,2.8
2950,0.6666666666666666
2951,1.5714285714285714
2952,0.375
2953,22.0
2954,6.5
2955,0.5454545454545454
2956,1.0
2957,0.5833333333333334
2958,5.333333333333333
2959,15.0
2960,3.5
2961,0.21052631578947367
2962,1.625
2963,0.5
2964,0.3
2965,1.1
2966,2.0
2967,11.0
2968,0.75
2969,3.2
2970,0.5555555555555556
2971,4.25
2972,2.0
2973,1.2857142857142858
2974,2.5
2975,1.5
2976,2.0
2977,4.0
2978,0.5714285714285714
2979,6.333333333333333
2980,0.6
2981,0.6666666666666666
2982,4.333333333333333
2983,2.1666666666666665
2984,0.5555555555555556
2985,1.2
2986,0.8
2987,0.2857142857142857
2988,4.25
2989,0.375
2990,7.5
2991,0.6153846153846154
2992,7.333333333333333
2993,0.5
2994,1.3333333333333333
2995,0.9
2996,0.2857142857142857
2997,2.0
2998,8.0
2999,0.5
3000,1.3
3001,1.5714285714285714
3002,0.2727272727272727
3003,1.8
3004,0.5714285714285714
3005,0.2
3006,2.5
3007,1.8
3008,1.1428571428571428
3009,2.4
3010,0.21428571428571427
3011,0.35714285714285715
3012,1.4
3013,0.7692307692307693
3014,0.058823529411764705
3015,6.0
3016,3.8
3017,0.5454545454545454
3018,3.5
3019,1.1
3020,4.0
3021,1.3333333333333333
3022,4.0
3023,11.0
3024,1.0
3025,0.7272727272727273
3026,0.5
3027,1.1666666666666667
3028,1.5714285714285714
3029,0.7692307692307693
3030,1.25
3031,0.16666666666666666
3032,1.0
3033,0.5
3034,0.4
3035,6.5
3036,1.125
3037,1.3333333333333333
3038,0.45454545454545453
3039,0.19047619047619047
3040,1.0
3041,1.2
3042,1.2857142857142858
3043,0.6666666666666666
3044,0.8
3045,2.6666666666666665
3046,2.1666666666666665
3047,1.1428571428571428
3048,0.4666666666666667
3049,0.1875
3050,5.666666666666667
3051,27.0
3052,3.4
3053,0.23529411764705882
3054,1.3333333333333333
3055,1.75
3056,0.3333333333333333
3057,0.38461538461538464
3058,1.0
3059,2.8333333333333335
3060,0.9090909090909091
3061,1.2
3062,10.0
3063,4.5
3064,1.0
3065,0.75
3066,1.7142857142857142
3067,0.21428571428571427
3068,7.5
3069,0.6666666666666666
3070,0.9166666666666666
3071,1.1111111111111112
3072,2.3333333333333335
3073,1.7142857142857142
3074,0.5
3075,1.0
3076,2.0
3077,2.1666666666666665
3078,2.0
3079,1.625
3080,1.75
3081,2.5
3082,0.18181818181818182
3083,0.35714285714285715
3084,0.3333333333333333
3085,23.0
3086,0.6
3087,0.8888888888888888
3088,2.6
3089,1.4444444444444444
3090,1.125
3091,1.5
3092,0.4444444444444444
3093,0.6153846153846154
3094,0.7777777777777778
3095,0.1111111111111111
3096,6.5
3097,3.5
3098,1.0
3099,0.6923076923076923
3100,0.8181818181818182
3101,0.9
3102,1.4285714285714286
3103,0.11764705882352941
3104,1.2222222222222223
3105,1.125
3106,2.1666666666666665
3107,0.36363636363636365
3108,0.5454545454545454
3109,4.0
3110,0.45454545454545453
3111,1.0
3112,2.6
3113,2.6666666666666665
3114,1.75
