,p1_sum_def_last,p2_sum_def_last
1356,330.0,450.0
1357,40.0,420.0
1358,305.0,380.0
1359,100.0,475.0
1360,310.0,516.9
1361,150.0,461.9
1362,190.0,416.9
1363,200.0,360.0
1364,105.0,335.0
1365,170.0,335.70000000000005
1366,525.0,520.0
1367,140.0,445.0
1368,355.0,415.0
1369,115.0,210.0
1370,90.0,321.9
1371,65.0,675.0
1372,270.0,510.0
1373,245.0,386.9
1374,320.0,363.8
1375,365.0,450.0
1376,295.0,441.9
1377,490.0,366.9
1378,0.0,335.0
1379,335.0,403.8
1380,160.0,425.0
1381,0.0,445.0
1382,180.0,436.9
1383,275.0,530.0
1384,150.0,370.0
1385,200.0,468.8
1386,60.0,450.0
1387,100.0,470.0
1388,135.0,496.9
1389,165.0,363.8
1390,225.0,385.0
1391,305.0,420.0
1392,355.0,500.0
1393,130.0,416.9
1394,215.0,480.0
1395,165.0,330.0
1396,90.0,270.0
1397,305.0,370.0
1398,215.0,406.9
1399,185.0,465.0
1400,155.0,276.9
1401,245.0,380.0
1402,360.0,455.0
1403,215.0,251.9
1404,305.0,330.0
1405,325.0,268.8
1406,235.0,500.0
1407,290.0,330.0
1408,275.0,366.9
1409,225.0,353.8
1410,185.0,365.0
1411,345.0,330.0
1412,185.0,466.9
1413,355.0,465.0
1414,90.0,370.0
1415,135.0,315.0
1416,160.0,413.8
1417,300.0,410.0
1418,145.0,406.9
1419,180.0,475.0
1420,195.0,498.8
1421,230.0,390.0
1422,350.0,370.0
1423,270.0,391.9
1424,225.0,356.9
1425,265.0,285.0
1426,195.0,425.0
1427,215.0,400.0
1428,230.0,291.9
1429,390.0,395.0
1430,45.0,375.0
1431,60.0,380.0
1432,125.0,415.0
1433,340.0,390.0
1434,5.0,355.0
1435,300.0,405.0
1436,165.0,370.0
1437,180.0,310.0
1438,165.0,345.0
1439,315.0,335.0
1440,150.0,491.9
1441,205.0,475.0
1442,155.0,380.0
1443,5.0,316.9
1444,295.0,305.0
1445,145.0,410.0
1446,225.0,416.9
1447,50.0,461.9
1448,120.0,375.0
1449,165.0,365.0
1450,150.0,268.8
1451,65.0,490.0
1452,115.0,370.0
1453,400.0,395.0
1454,160.0,421.9
1455,200.0,381.9
1456,190.0,610.0
1457,225.0,431.9
1458,65.0,455.0
1459,460.0,345.0
1460,165.0,395.0
1461,330.0,395.0
1462,130.0,450.0
1463,130.0,415.0
1464,85.0,475.0
1465,155.0,421.9
1466,90.0,420.0
1467,230.0,446.9
1468,345.0,416.9
1469,135.0,401.9
1470,135.0,441.9
1471,65.0,411.9
1472,215.0,455.0
1473,175.0,376.9
1474,130.0,376.9
1475,235.0,435.0
1476,280.0,542.6
1477,290.0,391.9
1478,225.0,500.0
1479,165.0,425.0
1480,220.0,425.0
1481,490.0,435.0
1482,225.0,590.0
1483,235.0,380.0
1484,175.0,315.0
1485,135.0,370.0
1486,275.0,316.9
1487,210.0,375.0
1488,140.0,480.0
1489,380.0,421.9
1490,290.0,416.9
1491,305.0,376.9
1492,390.0,421.9
1493,220.0,340.0
1494,295.0,391.9
1495,180.0,376.9
1496,135.0,465.0
1497,285.0,380.0
1498,240.0,465.0
1499,135.0,345.0
1500,165.0,380.0
1501,235.0,646.9
1502,110.0,543.8
1503,240.0,395.0
1504,405.0,430.0
1505,190.0,281.9
1506,365.0,301.9
1507,90.0,305.0
1508,275.0,400.0
1509,80.0,346.9
1510,475.0,355.0
1511,50.0,370.0
1512,145.0,378.8
1513,305.0,383.8
1514,455.0,456.9
1515,145.0,356.9
1516,270.0,330.0
1517,130.0,510.0
1518,250.0,380.0
1519,245.0,271.9
1520,150.0,370.0
1521,245.0,465.0
1522,160.0,410.0
1523,310.0,441.9
1524,235.0,321.9
1525,70.0,415.0
1526,330.0,490.0
1527,5.0,275.0
1528,335.0,430.0
1529,210.0,380.0
1530,45.0,506.9
1531,115.0,620.0
1532,315.0,336.9
1533,145.0,438.8
1534,215.0,396.9
1535,305.0,370.0
1536,125.0,378.8
1537,250.0,485.0
1538,330.0,366.9
1539,370.0,485.0
1540,200.0,445.0
1541,410.0,316.9
1542,100.0,406.9
1543,410.0,441.9
1544,285.0,330.0
1545,115.0,431.9
1546,150.0,358.8
1547,230.0,331.9
1548,135.0,310.0
1549,450.0,390.0
1550,185.0,453.8
1551,210.0,481.9
1552,290.0,476.9
1553,245.0,345.0
1554,175.0,420.0
1555,240.0,420.0
1556,175.0,370.0
1557,520.0,493.8
1558,130.0,335.0
1559,205.0,355.0
1560,65.0,405.0
1561,160.0,446.9
1562,240.0,340.0
1563,235.0,411.9
1564,180.0,295.0
1565,365.0,381.9
1566,185.0,461.9
1567,245.0,395.0
1568,90.0,546.9
1569,90.0,318.8
1570,275.0,515.0
1571,165.0,500.0
1572,280.0,416.9
1573,155.0,380.0
1574,185.0,391.9
1575,175.0,275.0
1576,60.0,366.9
1577,245.0,375.0
1578,235.0,350.0
1579,325.0,353.8
1580,165.0,376.9
1581,240.0,378.8
1582,170.0,406.9
1583,130.0,381.9
1584,265.0,376.9
1585,70.0,341.9
1586,330.0,366.9
1587,215.0,450.0
1588,225.0,345.0
1589,165.0,375.0
1590,5.0,355.0
1591,155.0,373.8
1592,150.0,380.0
1593,240.0,428.0
1594,80.0,345.0
1595,270.0,506.9
1596,400.0,370.0
1597,150.0,415.0
1598,305.0,330.0
1599,85.0,265.0
1600,280.0,395.0
1601,100.0,401.9
1602,245.0,416.9
1603,175.0,406.9
1604,235.0,446.9
1605,130.0,428.8
1606,130.0,306.9
1607,145.0,411.9
1608,330.0,415.0
1609,150.0,419.9
1610,250.0,461.9
1611,120.0,366.9
1612,190.0,366.9
1613,50.0,340.0
1614,5.0,440.0
1615,115.0,405.0
1616,240.0,370.0
1617,95.0,375.0
1618,100.0,416.9
1619,380.0,511.9
1620,150.0,366.9
1621,170.0,371.9
1622,85.0,405.0
1623,285.0,265.0
1624,100.0,471.9
1625,130.0,520.0
1626,65.0,250.0
1627,185.0,471.9
1628,325.0,476.9
1629,60.0,455.0
1630,125.0,401.9
1631,135.0,390.0
1632,185.0,480.0
1633,330.0,400.0
1634,180.0,411.9
1635,195.0,416.9
1636,175.0,356.9
1637,250.0,441.9
1638,140.0,415.0
1639,225.0,380.0
1640,310.0,338.8
1641,150.0,375.0
1642,170.0,465.0
1643,210.0,405.0
1644,335.0,440.0
1645,205.0,330.0
1646,145.0,376.9
1647,335.0,405.0
1648,120.0,515.0
1649,205.0,370.0
1650,85.0,380.0
1651,245.0,335.0
1652,325.0,356.9
1653,180.0,621.9
1654,180.0,290.0
1655,130.0,375.0
1656,265.0,400.0
1657,170.0,465.0
1658,485.0,451.9
1659,145.0,435.0
1660,275.0,335.0
1661,210.0,366.9
1662,240.0,405.0
1663,390.0,521.9
1664,165.0,411.9
1665,200.0,306.9
1666,335.0,403.8
1667,320.0,401.9
1668,140.0,255.0
1669,195.0,500.0
1670,185.0,391.9
1671,295.0,425.0
1672,250.0,486.9
1673,130.0,410.0
1674,60.0,360.0
1675,280.0,366.9
1676,240.0,471.9
1677,155.0,313.8
1678,260.0,435.0
1679,270.0,391.9
1680,145.0,475.0
1681,170.0,465.0
1682,165.0,471.9
1683,140.0,225.0
1684,315.0,330.0
1685,170.0,295.0
1686,185.0,441.9
1687,250.0,455.0
1688,100.0,340.0
1689,230.0,475.0
1690,315.0,356.9
1691,130.0,465.0
1692,160.0,366.9
1693,315.0,346.9
1694,185.0,416.9
1695,245.0,245.0
1696,130.0,455.0
1697,200.0,310.0
1698,185.0,345.0
1699,355.0,515.0
1700,225.0,320.0
1701,190.0,470.0
1702,315.0,330.0
1703,425.0,406.9
1704,285.0,403.8
1705,70.0,290.0
1706,265.0,404.9
1707,200.0,366.9
1708,375.0,455.0
1709,370.0,385.0
1710,240.0,380.0
1711,70.0,380.0
1712,270.0,620.0
1713,95.0,510.0
1714,320.0,370.0
1715,350.0,381.9
1716,300.0,420.0
1717,185.0,453.8
1718,180.0,406.9
1719,90.0,400.70000000000005
1720,315.0,375.0
1721,165.0,455.0
1722,200.0,540.0
1723,125.0,370.0
1724,195.0,461.9
1725,105.0,395.0
1726,155.0,363.8
1727,170.0,485.70000000000005
1728,370.0,366.9
1729,155.0,476.9
1730,205.0,455.0
1731,250.0,356.9
1732,185.0,521.9
1733,285.0,401.9
1734,300.0,395.0
1735,225.0,330.0
1736,300.0,380.0
1737,380.0,406.9
1738,300.0,405.0
1739,305.0,410.0
1740,245.0,370.0
1741,115.0,475.0
1742,150.0,281.9
1743,100.0,481.9
1744,185.0,461.9
1745,5.0,330.0
1746,40.0,400.0
1747,95.0,383.8
1748,455.0,400.0
1749,80.0,470.0
1750,350.0,410.0
1751,150.0,441.9
1752,165.0,350.0
1753,425.0,490.0
1754,65.0,469.5
1755,160.0,370.0
1756,130.0,450.0
1757,185.0,391.9
1758,180.0,343.8
1759,190.0,511.9
1760,230.0,550.0
1761,190.0,416.9
1762,70.0,300.0
1763,295.0,410.0
1764,130.0,363.8
1765,255.0,330.0
1766,185.0,510.0
1767,195.0,588.8
1768,425.0,471.9
1769,85.0,461.9
1770,370.0,441.9
1771,150.0,363.8
1772,175.0,311.9
1773,185.0,421.9
1774,90.0,460.0
1775,285.0,351.9
1776,170.0,455.0
1777,215.0,331.9
1778,260.0,495.0
1779,40.0,371.9
1780,145.0,395.0
1781,185.0,325.0
1782,115.0,351.9
1783,230.0,455.0
1784,260.0,405.0
1785,400.0,391.9
1786,200.0,411.9
1787,280.0,430.0
1788,295.0,471.9
1789,300.0,366.9
1790,210.0,395.0
1791,180.0,473.8
1792,245.0,380.0
1793,135.0,400.0
1794,210.0,386.9
1795,100.0,413.0
1796,95.0,383.0
1797,160.0,425.0
1798,370.0,370.0
1799,335.0,376.9
1800,5.0,420.0
1801,185.0,506.9
1802,90.0,391.9
1803,220.0,378.8
1804,45.0,386.9
1805,315.0,290.0
1806,215.0,415.0
1807,60.0,475.0
1808,40.0,380.0
1809,285.0,466.9
1810,235.0,370.0
1811,5.0,285.0
1812,275.0,430.0
1813,225.0,271.9
1814,245.0,261.9
1815,220.0,380.0
1816,135.0,211.9
1817,405.0,390.0
1818,80.0,376.9
1819,390.0,416.9
1820,220.0,366.9
1821,255.0,438.8
1822,220.0,590.0
1823,140.0,341.9
1824,235.0,380.0
1825,290.0,401.9
1826,95.0,405.0
1827,280.0,380.0
1828,220.0,401.9
1829,195.0,366.9
1830,155.0,376.9
1831,200.0,421.9
1832,100.0,448.8
1833,305.0,396.9
1834,190.0,441.9
1835,185.0,378.0
1836,275.0,295.0
1837,365.0,351.9
1838,215.0,380.0
1839,200.0,341.9
1840,365.0,416.9
1841,125.0,330.0
1842,395.0,510.0
1843,185.0,395.70000000000005
1844,335.0,530.0
1845,150.0,391.9
1846,170.0,485.70000000000005
1847,180.0,406.9
1848,355.0,350.0
1849,155.0,363.8
1850,395.0,375.0
1851,105.0,366.9
1852,220.0,405.0
1853,60.0,378.8
1854,95.0,321.9
1855,50.0,260.0
1856,65.0,395.0
1857,85.0,425.0
1858,200.0,356.9
1859,365.0,476.9
1860,140.0,465.0
1861,370.0,395.0
1862,5.0,476.9
1863,145.0,455.0
1864,245.0,523.8
1865,205.0,445.0
1866,285.0,335.0
1867,285.0,400.0
1868,275.0,550.0
1869,90.0,498.8
1870,325.0,490.0
1871,115.0,391.9
1872,230.0,460.0
1873,365.0,415.0
1874,235.0,365.0
1875,155.0,321.9
1876,140.0,466.9
1877,65.0,441.9
1878,310.0,455.0
1879,245.0,366.9
1880,380.0,376.9
1881,245.0,386.9
1882,235.0,425.0
1883,145.0,371.9
1884,355.0,403.8
1885,310.0,496.9
1886,270.0,365.0
1887,335.0,461.9
1888,220.0,285.0
1889,210.0,330.0
1890,220.0,416.9
1891,235.0,491.9
1892,215.0,461.9
1893,195.0,376.9
1894,275.0,270.0
1895,285.0,430.70000000000005
1896,225.0,468.8
1897,180.0,455.0
1898,315.0,393.8
1899,405.0,420.0
1900,195.0,380.0
1901,295.0,523.8
1902,285.0,316.9
1903,130.0,381.9
1904,200.0,366.9
1905,90.0,375.0
1906,270.0,455.0
1907,80.0,506.9
1908,150.0,441.9
1909,150.0,376.9
1910,5.0,295.0
1911,345.0,316.9
1912,65.0,458.8
1913,215.0,298.8
1914,205.0,375.0
1915,360.0,210.0
1916,500.0,509.9
1917,455.0,365.0
1918,70.0,375.0
1919,505.0,445.0
1920,150.0,455.0
1921,175.0,288.8
1922,265.0,415.0
1923,100.0,180.0
1924,150.0,493.8
1925,245.0,410.0
1926,135.0,420.0
1927,230.0,403.8
1928,280.0,380.0
1929,130.0,396.9
1930,185.0,470.0
1931,250.0,406.9
1932,165.0,400.0
1933,145.0,381.9
1934,230.0,365.0
1935,90.0,250.0
1936,240.0,200.0
1937,290.0,455.0
1938,220.0,375.0
1939,205.0,455.0
1940,445.0,396.9
1941,270.0,465.0
1942,230.0,401.9
1943,220.0,495.0
1944,180.0,305.0
1945,175.0,310.0
1946,170.0,411.9
1947,375.0,461.9
1948,265.0,423.0
1949,155.0,403.8
1950,345.0,530.0
1951,70.0,435.0
1952,285.0,450.0
1953,150.0,370.0
1954,185.0,375.0
1955,45.0,525.0
1956,175.0,445.0
1957,90.0,335.0
1958,195.0,391.9
1959,215.0,486.9
1960,190.0,330.0
1961,160.0,415.0
1962,100.0,300.0
1963,405.0,415.0
1964,295.0,330.0
1965,415.0,381.9
1966,340.0,340.0
1967,350.0,291.9
1968,310.0,375.0
1969,390.0,455.0
1970,215.0,380.0
1971,425.0,553.8
1972,310.0,471.9
1973,245.0,395.0
1974,360.0,483.8
1975,360.0,395.0
1976,160.0,441.9
1977,225.0,366.9
1978,35.0,405.0
1979,130.0,530.0
1980,230.0,380.0
1981,180.0,310.0
1982,245.0,451.9
1983,130.0,441.9
1984,230.0,485.0
1985,95.0,405.0
1986,5.0,366.9
1987,95.0,555.0
1988,250.0,376.9
1989,215.0,536.9
1990,490.0,455.0
1991,65.0,356.9
1992,205.0,435.0
1993,0.0,363.8
1994,370.0,416.9
1995,150.0,363.8
1996,510.0,366.9
1997,200.0,411.9
1998,295.0,416.9
1999,220.0,300.0
2000,5.0,495.0
2001,280.0,391.9
2002,190.0,441.9
2003,285.0,346.9
2004,325.0,338.8
2005,145.0,376.9
2006,265.0,370.0
2007,230.0,466.9
2008,360.0,316.9
2009,165.0,383.8
2010,130.0,451.9
2011,250.0,495.0
2012,255.0,361.9
2013,230.0,366.9
2014,165.0,370.0
2015,45.0,505.0
2016,220.0,366.9
2017,85.0,345.0
2018,330.0,360.0
2019,265.0,315.0
2020,290.0,355.0
2021,420.0,533.8
2022,130.0,338.8
2023,155.0,391.9
2024,35.0,373.8
2025,225.0,468.8
2026,335.0,455.0
2027,270.0,475.0
2028,215.0,300.0
2029,215.0,433.8
2030,95.0,155.0
2031,345.0,431.9
2032,185.0,351.9
2033,165.0,465.0
2034,450.0,445.0
2035,135.0,430.0
2036,230.0,385.0
2037,320.0,435.0
2038,175.0,361.9
2039,155.0,320.0
2040,70.0,410.0
2041,325.0,480.0
2042,90.0,236.9
2043,50.0,428.8
2044,285.0,456.9
2045,240.0,370.0
2046,170.0,390.0
2047,245.0,248.8
2048,225.0,430.0
2049,180.0,500.0
2050,415.0,455.0
2051,165.0,350.0
2052,180.0,265.0
2053,220.0,496.9
2054,155.0,441.9
2055,535.0,345.0
2056,185.0,310.0
2057,215.0,290.0
2058,50.0,420.0
2059,463.0,380.0
2060,235.0,455.0
2061,240.0,425.0
2062,235.0,381.9
2063,130.0,511.9
2064,185.0,360.0
2065,205.0,420.0
2066,145.0,410.0
2067,210.0,471.9
2068,300.0,366.9
2069,90.0,410.0
2070,310.0,380.0
2071,40.0,355.0
2072,40.0,575.0
2073,255.0,326.9
2074,180.0,385.0
2075,383.0,486.9
2076,325.0,420.0
2077,270.0,420.0
2078,225.0,200.0
2079,180.0,410.0
2080,185.0,411.9
2081,370.0,350.0
2082,140.0,395.0
2083,250.0,391.9
2084,360.0,435.0
2085,45.0,306.9
2086,180.0,335.0
2087,335.0,370.0
2088,150.0,431.9
2089,70.0,356.9
2090,190.0,360.0
2091,5.0,301.9
2092,225.0,376.9
2093,265.0,391.9
2094,295.0,300.0
2095,360.0,290.0
2096,185.0,450.0
2097,185.0,415.0
2098,145.0,405.0
2099,50.0,351.9
2100,225.0,435.0
2101,50.0,350.0
2102,180.0,335.0
2103,295.0,416.9
2104,430.0,405.0
2105,150.0,396.9
2106,380.0,375.0
2107,265.0,321.9
2108,250.0,420.0
2109,295.0,330.0
2110,335.0,370.0
2111,135.0,456.9
2112,225.0,251.9
2113,80.0,310.0
2114,45.0,426.9
2115,250.0,380.0
2116,240.0,345.0
2117,105.0,370.0
2118,335.0,416.9
2119,185.0,364.9
2120,150.0,455.0
2121,210.0,410.0
2122,250.0,281.9
2123,80.0,370.0
2124,370.0,405.0
2125,240.0,410.0
2126,85.0,380.70000000000005
2127,265.0,391.9
2128,40.0,318.8
2129,145.0,346.9
2130,250.0,496.9
2131,365.0,355.0
2132,190.0,388.8
2133,225.0,403.8
2134,200.0,465.0
2135,170.0,406.9
2136,165.0,386.9
2137,235.0,351.9
2138,230.0,295.0
2139,230.0,588.8
2140,90.0,416.9
2141,160.0,425.0
2142,185.0,460.0
2143,365.0,363.8
2144,230.0,416.9
2145,310.0,395.0
2146,95.0,400.0
2147,345.0,376.9
2148,245.0,375.0
2149,185.0,306.9
2150,290.0,530.0
2151,230.0,355.0
2152,115.0,365.0
2153,45.0,455.0
2154,175.0,400.0
2155,245.0,376.9
2156,205.0,381.9
2157,95.0,420.0
2158,225.0,625.0
2159,240.0,370.0
2160,120.0,350.0
2161,185.0,491.9
2162,110.0,343.8
2163,275.0,428.8
2164,195.0,405.0
2165,50.0,546.9
2166,300.0,376.9
2167,250.0,448.8
2168,100.0,416.9
2169,270.0,330.0
2170,300.0,391.9
2171,85.0,411.9
2172,90.0,285.0
2173,225.0,351.9
2174,235.0,410.0
2175,170.0,440.0
2176,150.0,305.0
2177,210.0,441.9
2178,445.0,395.0
2179,170.0,366.9
2180,115.0,453.8
2181,200.0,310.0
2182,310.0,341.9
2183,155.0,465.0
2184,265.0,325.0
2185,195.0,366.9
2186,185.0,371.9
2187,255.0,395.0
2188,250.0,505.0
2189,150.0,455.0
2190,155.0,438.8
2191,50.0,350.0
2192,95.0,400.0
2193,295.0,375.0
2194,370.0,381.9
2195,285.0,386.9
2196,65.0,430.0
2197,240.0,375.0
2198,350.0,470.0
2199,280.0,366.9
2200,85.0,390.0
2201,360.0,361.9
2202,200.0,451.9
2203,130.0,620.0
2204,200.0,456.9
2205,180.0,225.0
2206,150.0,430.0
2207,200.0,415.0
2208,215.0,405.0
2209,290.0,418.8
2210,275.0,396.9
2211,225.0,345.0
2212,230.0,375.0
2213,400.0,476.9
2214,180.0,366.9
2215,245.0,355.0
2216,235.0,271.9
2217,125.0,318.8
2218,105.0,355.0
2219,85.0,435.0
2220,85.0,325.0
2221,250.0,455.0
2222,275.0,416.9
2223,350.0,458.8
2224,365.0,380.0
2225,130.0,526.9
2226,270.0,416.9
2227,160.0,456.9
2228,250.0,415.0
2229,380.0,381.9
2230,285.0,455.0
2231,120.0,315.0
2232,115.0,373.8
2233,105.0,360.0
2234,175.0,430.0
2235,220.0,370.0
2236,145.0,306.9
2237,285.0,530.0
2238,165.0,380.0
2239,380.0,341.9
2240,100.0,438.8
2241,320.0,310.0
2242,240.0,416.9
2243,0.0,371.9
2244,330.0,395.0
2245,50.0,455.0
2246,235.0,545.0
2247,295.0,395.0
2248,90.0,298.8
2249,215.0,455.0
2250,250.0,450.0
2251,70.0,431.9
2252,105.0,421.9
2253,360.0,481.9
2254,295.0,295.0
2255,245.0,461.9
2256,315.0,353.8
2257,195.0,416.9
2258,200.0,271.9
2259,370.0,420.0
2260,225.0,295.0
2261,335.0,366.9
2262,240.0,395.0
2263,150.0,321.9
2264,295.0,370.0
2265,100.0,370.0
2266,155.0,416.9
2267,275.0,366.9
2268,210.0,415.0
2269,180.0,330.0
2270,150.0,580.0
2271,360.0,455.0
2272,110.0,396.9
2273,255.0,291.9
2274,40.0,346.9
2275,125.0,306.9
2276,185.0,335.0
2277,265.0,390.0
2278,225.0,436.9
2279,170.0,500.0
2280,315.0,368.8
2281,265.0,421.9
2282,165.0,370.0
2283,400.0,391.9
2284,130.0,504.9
2285,215.0,360.0
2286,220.0,531.9
2287,295.0,401.9
2288,85.0,500.0
2289,195.0,355.0
2290,190.0,368.8
2291,325.0,431.9
2292,415.0,431.9
2293,150.0,425.70000000000005
2294,170.0,415.0
2295,110.0,471.9
2296,110.0,351.9
2297,280.0,500.0
2298,125.0,381.9
2299,305.0,316.9
2300,185.0,410.0
2301,275.0,276.9
2302,125.0,365.0
2303,135.0,420.0
2304,250.0,491.9
2305,100.0,366.9
2306,445.0,305.0
2307,335.0,363.8
2308,410.0,420.0
2309,220.0,285.0
2310,305.0,280.0
2311,140.0,475.0
2312,225.0,403.8
2313,150.0,355.0
2314,340.0,415.0
2315,85.0,411.9
2316,100.0,310.0
2317,180.0,456.9
2318,205.0,271.9
2319,285.0,271.9
2320,225.0,520.0
2321,370.0,396.9
2322,310.0,436.9
2323,85.0,393.8
2324,440.0,346.9
2325,185.0,350.0
2326,400.0,416.9
2327,175.0,435.0
2328,235.0,471.9
2329,310.0,461.9
2330,245.0,465.0
2331,170.0,476.9
2332,130.0,400.0
2333,100.0,355.0
2334,305.0,380.0
2335,265.0,350.0
2336,170.0,450.0
2337,275.0,575.0
2338,45.0,411.9
2339,150.0,270.0
2340,265.0,375.0
2341,305.0,370.0
2342,155.0,416.9
2343,190.0,363.8
2344,285.0,455.0
2345,175.0,200.0
2346,185.0,415.0
2347,80.0,420.70000000000005
2348,355.0,430.0
2349,165.0,366.9
2350,255.0,366.9
2351,345.0,495.0
2352,240.0,403.8
2353,225.0,456.9
2354,115.0,345.0
2355,335.0,425.0
2356,410.0,380.0
2357,265.0,455.0
2358,285.0,461.9
2359,65.0,395.0
2360,240.0,435.0
2361,100.0,311.9
2362,215.0,385.0
2363,290.0,410.0
2364,195.0,451.9
2365,100.0,310.0
2366,250.0,341.9
2367,290.0,391.9
2368,330.0,420.0
2369,130.0,440.70000000000005
2370,455.0,366.9
2371,250.0,455.0
2372,285.0,466.9
2373,190.0,441.9
2374,240.0,400.0
2375,130.0,391.9
2376,205.0,420.0
2377,235.0,335.0
2378,175.0,433.8
2379,285.0,380.0
2380,230.0,380.0
2381,345.0,441.9
2382,210.0,395.0
2383,205.0,531.9
2384,230.0,435.0
2385,145.0,351.9
2386,240.0,395.0
2387,220.0,426.9
2388,320.0,575.0
2389,270.0,506.9
2390,230.0,433.8
2391,335.0,358.8
2392,185.0,506.9
2393,245.0,455.0
2394,390.0,571.9
2395,215.0,415.0
2396,95.0,355.0
2397,50.0,315.0
2398,155.0,578.8
2399,275.0,435.0
2400,265.0,526.9
2401,90.0,381.9
2402,225.0,480.0
2403,125.0,478.70000000000005
2404,5.0,435.70000000000005
2405,315.0,566.9
2406,390.0,425.0
2407,120.0,375.70000000000005
2408,185.0,508.8
2409,200.0,318.8
2410,335.0,398.8
2411,305.0,545.0
2412,135.0,331.9
2413,125.0,391.9
2414,385.0,525.0
2415,270.0,525.0
2416,145.0,450.0
2417,300.0,395.0
2418,140.0,380.0
2419,315.0,270.0
2420,155.0,425.0
2421,155.0,378.8
2422,285.0,405.0
2423,105.0,391.9
2424,185.0,295.0
2425,140.0,305.0
2426,80.0,435.0
2427,145.0,421.9
2428,260.0,251.9
2429,185.0,395.0
2430,175.0,561.9
2431,95.0,265.0
2432,175.0,496.9
2433,140.0,361.9
2434,155.0,366.9
2435,210.0,381.9
2436,155.0,515.0
2437,335.0,310.0
2438,240.0,403.8
2439,350.0,451.9
2440,185.0,440.0
2441,165.0,215.0
2442,85.0,509.9
2443,85.0,305.0
2444,155.0,395.0
2445,360.0,410.0
2446,205.0,490.0
2447,220.0,375.0
2448,140.0,373.8
2449,385.0,436.9
2450,190.0,468.8
2451,115.0,371.9
2452,160.0,370.0
2453,200.0,428.8
2454,175.0,295.0
2455,255.0,380.0
2456,125.0,380.0
2457,350.0,500.0
2458,100.0,405.0
2459,330.0,455.0
2460,185.0,376.9
2461,170.0,500.0
2462,245.0,338.8
2463,135.0,370.0
2464,125.0,475.0
2465,185.0,355.0
2466,70.0,486.9
2467,130.0,350.0
2468,90.0,356.9
2469,295.0,416.9
2470,220.0,358.8
2471,255.0,418.8
2472,270.0,481.9
2473,180.0,496.9
2474,130.0,355.0
2475,220.0,340.0
2476,240.0,376.9
2477,295.0,501.9
2478,155.0,471.9
2479,280.0,310.0
2480,170.0,366.9
2481,210.0,233.8
2482,310.0,391.9
2483,190.0,395.0
2484,270.0,366.9
2485,215.0,411.9
2486,245.0,410.0
2487,310.0,455.0
2488,180.0,380.0
2489,230.0,425.0
2490,270.0,470.0
2491,220.0,315.0
2492,335.0,416.9
2493,205.0,325.0
2494,50.0,361.9
2495,305.0,380.0
2496,265.0,395.0
2497,405.0,380.0
2498,185.0,425.0
2499,340.0,470.0
2500,230.0,381.9
2501,275.0,315.0
2502,230.0,290.0
2503,195.0,386.9
2504,215.0,390.0
2505,340.0,398.8
2506,495.0,461.8
2507,0.0,440.0
2508,470.0,481.9
2509,230.0,366.9
2510,150.0,380.0
2511,250.0,330.0
2512,280.0,391.9
2513,140.0,310.0
2514,310.0,370.0
2515,185.0,230.0
2516,135.0,416.9
2517,275.0,401.9
2518,195.0,446.9
2519,5.0,471.9
2520,285.0,385.0
2521,185.0,441.9
2522,95.0,295.0
2523,185.0,481.9
2524,145.0,345.0
2525,225.0,390.0
2526,155.0,395.0
2527,245.0,376.9
2528,310.0,380.0
2529,285.0,361.9
2530,160.0,380.0
2531,170.0,366.9
2532,195.0,372.6
2533,135.0,360.0
2534,245.0,435.0
2535,295.0,376.9
2536,130.0,370.0
2537,260.0,425.0
2538,275.0,416.9
2539,240.0,340.0
2540,435.0,381.9
2541,360.0,455.0
2542,170.0,298.0
2543,110.0,320.0
2544,145.0,376.9
2545,215.0,291.9
2546,130.0,215.0
2547,45.0,474.5
2548,200.0,336.9
2549,255.0,416.9
2550,85.0,285.0
2551,100.0,448.8
2552,135.0,536.9
2553,355.0,380.0
2554,155.0,335.0
2555,310.0,416.9
2556,265.0,450.0
2557,0.0,355.0
2558,210.0,335.0
2559,175.0,295.0
2560,70.0,375.0
2561,165.0,376.9
2562,390.0,480.0
2563,285.0,515.0
2564,100.0,391.9
2565,0.0,376.9
2566,105.0,616.9
2567,225.0,455.0
2568,315.0,370.0
2569,220.0,406.9
2570,135.0,380.0
2571,175.0,380.0
2572,255.0,375.0
2573,350.0,426.9
2574,230.0,451.9
2575,245.0,405.0
2576,305.0,466.9
2577,370.0,464.9
2578,190.0,465.0
2579,390.0,420.0
2580,100.0,546.9
2581,100.0,330.0
2582,285.0,465.0
2583,215.0,423.8
2584,100.0,405.0
2585,225.0,503.8
2586,325.0,391.9
2587,310.0,446.9
2588,310.0,550.0
2589,265.0,481.9
2590,205.0,435.0
2591,240.0,355.0
2592,295.0,430.0
2593,60.0,430.0
2594,105.0,316.9
2595,180.0,371.9
2596,270.0,451.9
2597,335.0,476.9
2598,215.0,425.0
2599,215.0,390.70000000000005
2600,85.0,310.0
2601,240.0,391.9
2602,240.0,415.0
2603,50.0,428.8
2604,155.0,235.0
2605,185.0,370.0
2606,135.0,388.8
2607,155.0,380.0
2608,300.0,391.9
2609,300.0,380.0
2610,230.0,313.8
2611,165.0,380.0
2612,215.0,380.0
2613,230.0,376.9
2614,330.0,525.7
2615,155.0,411.9
2616,150.0,330.0
2617,100.0,350.0
2618,180.0,425.0
2619,350.0,416.9
2620,220.0,430.0
