,p1_sum_atk_last
2139,230.0
2140,80.0
2141,210.0
2142,195.0
2143,335.0
2144,250.0
2145,370.0
2146,100.0
2147,370.0
2148,285.0
2149,235.0
2150,300.0
2151,290.0
2152,165.0
2153,50.0
2154,170.0
2155,280.0
2156,220.0
2157,100.0
2158,240.0
2159,285.0
2160,140.0
2161,180.0
2162,75.0
2163,340.0
2164,255.0
2165,55.0
2166,320.0
2167,290.0
2168,105.0
2169,255.0
2170,225.0
2171,95.0
2172,95.0
2173,245.0
2174,280.0
2175,185.0
2176,205.0
2177,180.0
2178,385.0
2179,195.0
2180,165.0
2181,254.0
2182,355.0
2183,190.0
2184,260.0
2185,255.0
2186,100.0
2187,285.0
2188,310.0
2189,145.0
2190,190.0
2191,55.0
2192,100.0
2193,305.0
2194,420.0
2195,355.0
2196,105.0
2197,260.0
2198,360.0
2199,330.0
2200,75.0
2201,290.0
2202,225.0
2203,145.0
2204,240.0
2205,95.0
2206,185.0
2207,190.0
2208,245.0
2209,215.0
2210,340.0
2211,225.0
2212,150.0
2213,430.0
2214,175.0
2215,230.0
2216,225.0
2217,135.0
2218,165.0
2219,90.0
2220,90.0
2221,305.0
2222,320.0
2223,360.0
2224,370.0
2225,125.0
2226,275.0
2227,185.0
2228,310.0
2229,360.0
2230,210.0
2231,145.0
2232,165.0
2233,115.0
2234,175.0
2235,240.0
2236,140.0
2237,325.0
2238,215.0
2239,444.0
2240,105.0
2241,345.0
2242,285.0
2243,0.0
2244,255.0
2245,55.0
2246,280.0
2247,305.0
2248,80.0
2249,235.0
2250,280.0
2251,115.0
2252,165.0
2253,300.0
2254,394.0
2255,270.0
2256,250.0
2257,255.0
2258,260.0
2259,395.0
2260,225.0
2261,385.0
2262,285.0
2263,185.0
2264,360.0
2265,105.0
2266,190.0
2267,320.0
2268,240.0
2269,195.0
2270,185.0
2271,360.0
2272,160.0
2273,280.0
2274,55.0
2275,175.0
2276,200.0
2277,270.0
2278,245.0
2279,165.0
2280,325.0
2281,240.0
2282,215.0
2283,330.0
2284,140.0
2285,220.0
2286,250.0
2287,325.0
2288,90.0
2289,170.0
2290,260.0
2291,350.0
2292,479.0
2293,200.0
2294,185.0
2295,160.0
2296,75.0
2297,330.0
2298,130.0
2299,325.0
2300,175.0
2301,340.0
2302,135.0
2303,130.0
2304,230.0
2305,105.0
2306,385.0
2307,380.0
2308,330.0
2309,235.0
2310,300.0
2311,150.0
2312,240.0
2313,205.0
2314,380.0
2315,95.0
2316,105.0
2317,195.0
2318,235.0
2319,345.0
2320,245.0
2321,420.0
2322,370.0
2323,75.0
2324,430.0
2325,195.0
2326,305.0
2327,190.0
2328,275.0
2329,320.0
2330,165.0
2331,185.0
2332,150.0
2333,105.0
2334,325.0
2335,270.0
2336,185.0
2337,335.0
2338,50.0
2339,185.0
2340,300.0
2341,325.0
2342,190.0
2343,245.0
2344,340.0
2345,160.0
2346,200.0
2347,100.0
2348,355.0
2349,180.0
2350,280.0
2351,355.0
2352,285.0
2353,280.0
2354,80.0
2355,355.0
2356,380.0
2357,280.0
2358,340.0
2359,70.0
2360,255.0
2361,105.0
2362,275.0
2363,355.0
2364,250.0
2365,105.0
2366,290.0
2367,255.0
2368,410.0
2369,145.0
2370,515.0
2371,290.0
2372,335.0
2373,260.0
2374,240.0
2375,180.0
2376,220.0
2377,295.0
2378,185.0
2379,355.0
2380,250.0
2381,310.0
2382,225.0
2383,205.0
2384,250.0
2385,155.0
2386,285.0
2387,215.0
2388,360.0
2389,275.0
2390,250.0
2391,305.0
2392,250.0
2393,305.0
2394,405.0
2395,240.0
2396,100.0
2397,55.0
2398,210.0
2399,320.0
2400,265.0
2401,95.0
2402,240.0
2403,130.0
2404,5.0
2405,250.0
2406,305.0
2407,145.0
2408,234.0
2409,190.0
2410,385.0
2411,340.0
2412,145.0
2413,135.0
2414,320.0
2415,260.0
2416,160.0
2417,335.0
2418,150.0
2419,335.0
2420,165.0
2421,125.0
2422,360.0
2423,165.0
2424,200.0
2425,150.0
2426,85.0
2427,160.0
2428,280.0
2429,180.0
2430,185.0
2431,100.0
2432,185.0
2433,150.0
2434,210.0
2435,210.0
2436,210.0
2437,260.0
2438,285.0
2439,280.0
2440,180.0
2441,180.0
2442,75.0
2443,75.0
2444,165.0
2445,360.0
2446,215.0
2447,250.0
2448,150.0
2449,400.0
2450,175.0
2451,165.0
2452,170.0
2453,260.0
2454,175.0
2455,230.0
2456,135.0
2457,420.0
2458,160.0
2459,395.0
2460,200.0
2461,200.0
2462,265.0
2463,155.0
2464,135.0
2465,195.0
2466,115.0
2467,145.0
2468,100.0
2469,360.0
2470,150.0
2471,280.0
2472,295.0
2473,175.0
2474,145.0
2475,230.0
2476,285.0
2477,275.0
2478,205.0
2479,315.0
2480,185.0
2481,180.0
2482,370.0
2483,185.0
2484,315.0
2485,235.0
2486,320.0
2487,370.0
2488,175.0
2489,215.0
2490,275.0
2491,290.0
2492,400.0
2493,255.0
2494,55.0
2495,270.0
2496,270.0
2497,470.0
2498,195.0
2499,334.0
2500,250.0
2501,290.0
2502,215.0
2503,170.0
2504,264.0
2505,360.0
2506,475.0
2507,0.0
2508,474.0
2509,150.0
2510,185.0
2511,310.0
2512,330.0
2513,150.0
2514,355.0
2515,195.0
2516,150.0
2517,320.0
2518,215.0
2519,5.0
2520,335.0
2521,255.0
2522,100.0
2523,200.0
2524,195.0
2525,240.0
2526,210.0
2527,165.0
2528,240.0
2529,315.0
2530,170.0
2531,225.0
2532,215.0
2533,150.0
2534,285.0
2535,360.0
2536,145.0
2537,280.0
2538,320.0
2539,255.0
2540,335.0
2541,385.0
2542,185.0
2543,155.0
2544,155.0
2545,255.0
2546,140.0
2547,50.0
2548,260.0
2549,320.0
2550,95.0
2551,139.0
2552,150.0
2553,385.0
2554,165.0
2555,320.0
2556,330.0
2557,0.0
2558,265.0
2559,185.0
2560,115.0
2561,215.0
2562,460.0
2563,310.0
2564,105.0
2565,0.0
2566,115.0
2567,284.0
2568,325.0
2569,235.0
2570,155.0
2571,190.0
2572,315.0
2573,380.0
2574,250.0
2575,300.0
2576,285.0
2577,440.0
2578,240.0
2579,405.0
2580,105.0
2581,105.0
2582,300.0
2583,205.0
2584,105.0
2585,295.0
2586,255.0
2587,375.0
2588,275.0
2589,240.0
2590,205.0
2591,260.0
2592,355.0
2593,70.0
2594,165.0
2595,190.0
2596,275.0
2597,260.0
2598,245.0
2599,235.0
2600,90.0
2601,285.0
2602,280.0
2603,55.0
2604,190.0
2605,250.0
2606,130.0
2607,165.0
2608,350.0
2609,305.0
2610,150.0
2611,210.0
2612,245.0
2613,215.0
2614,395.0
2615,210.0
2616,185.0
2617,105.0
2618,195.0
2619,380.0
2620,250.0
2621,290.0
2622,170.0
2623,270.0
2624,360.0
2625,235.0
2626,205.0
2627,175.0
2628,150.0
2629,310.0
2630,245.0
2631,210.0
2632,330.0
2633,95.0
2634,515.0
2635,100.0
2636,190.0
2637,275.0
2638,190.0
2639,260.0
2640,90.0
2641,445.0
2642,70.0
2643,210.0
2644,165.0
2645,345.0
2646,100.0
2647,515.0
2648,465.0
2649,260.0
2650,359.0
2651,100.0
2652,210.0
2653,0.0
2654,55.0
2655,340.0
2656,165.0
2657,350.0
2658,415.0
2659,290.0
2660,65.0
2661,360.0
2662,265.0
2663,335.0
2664,330.0
2665,415.0
2666,260.0
2667,340.0
2668,260.0
2669,150.0
2670,150.0
2671,515.0
2672,250.0
2673,180.0
2674,105.0
2675,250.0
2676,80.0
2677,335.0
2678,75.0
2679,445.0
2680,170.0
2681,190.0
2682,305.0
2683,215.0
2684,205.0
2685,55.0
2686,225.0
2687,205.0
2688,340.0
2689,345.0
2690,240.0
2691,235.0
2692,265.0
2693,350.0
2694,470.0
2695,165.0
2696,115.0
2697,170.0
2698,305.0
2699,240.0
2700,195.0
2701,255.0
2702,240.0
2703,245.0
2704,305.0
2705,385.0
2706,270.0
2707,410.0
2708,275.0
2709,5.0
2710,195.0
2711,150.0
2712,225.0
2713,185.0
2714,335.0
2715,175.0
2716,205.0
2717,250.0
2718,349.0
2719,150.0
2720,110.0
2721,445.0
2722,450.0
2723,80.0
2724,345.0
2725,125.0
2726,185.0
2727,260.0
2728,5.0
2729,180.0
2730,405.0
2731,240.0
2732,210.0
2733,340.0
2734,405.0
2735,205.0
2736,125.0
2737,310.0
2738,175.0
2739,300.0
2740,285.0
2741,165.0
2742,270.0
2743,90.0
2744,50.0
2745,210.0
2746,250.0
2747,305.0
2748,55.0
2749,150.0
2750,335.0
2751,305.0
2752,305.0
2753,165.0
2754,245.0
2755,365.0
2756,150.0
2757,240.0
2758,145.0
2759,155.0
2760,210.0
2761,95.0
2762,275.0
2763,235.0
2764,255.0
2765,145.0
2766,190.0
2767,190.0
2768,220.0
2769,160.0
2770,200.0
2771,190.0
2772,240.0
2773,100.0
2774,285.0
2775,425.0
2776,270.0
2777,120.0
2778,185.0
2779,195.0
2780,255.0
2781,5.0
2782,270.0
2783,275.0
2784,150.0
2785,75.0
2786,290.0
2787,70.0
2788,290.0
2789,200.0
2790,280.0
2791,245.0
2792,150.0
2793,230.0
2794,150.0
2795,270.0
2796,5.0
2797,210.0
2798,240.0
2799,305.0
2800,110.0
2801,100.0
2802,215.0
2803,105.0
2804,365.0
2805,160.0
2806,290.0
2807,210.0
2808,200.0
2809,135.0
2810,290.0
2811,275.0
2812,255.0
2813,115.0
2814,305.0
2815,335.0
2816,215.0
2817,225.0
2818,430.0
2819,220.0
2820,165.0
2821,380.0
2822,405.0
2823,170.0
2824,315.0
2825,275.0
2826,155.0
2827,180.0
2828,275.0
2829,245.0
2830,145.0
2831,275.0
2832,150.0
2833,324.0
2834,355.0
2835,180.0
2836,270.0
2837,250.0
2838,80.0
2839,340.0
2840,385.0
2841,165.0
2842,240.0
2843,290.0
2844,275.0
2845,220.0
2846,210.0
2847,135.0
2848,160.0
2849,207.5
2850,280.0
2851,335.0
2852,305.0
2853,355.0
2854,190.0
2855,145.0
2856,5.0
2857,5.0
2858,300.0
2859,275.0
2860,110.0
2861,165.0
2862,160.0
2863,165.0
2864,155.0
2865,5.0
2866,185.0
2867,75.0
2868,300.0
2869,70.0
2870,245.0
2871,275.0
2872,305.0
2873,240.0
2874,314.0
2875,105.0
2876,195.0
2877,275.0
2878,230.0
2879,180.0
2880,245.0
2881,225.0
2882,340.0
2883,375.0
2884,230.0
2885,205.0
2886,220.0
2887,390.0
2888,285.0
2889,145.0
2890,235.0
2891,295.0
2892,55.0
2893,305.0
2894,55.0
2895,240.0
2896,265.0
2897,180.0
2898,245.0
2899,305.0
2900,440.0
2901,325.0
2902,335.0
2903,240.0
2904,260.0
2905,140.0
2906,420.0
2907,100.0
2908,305.0
2909,215.0
2910,185.0
2911,115.0
2912,360.0
2913,160.0
2914,405.0
2915,235.0
2916,305.0
2917,260.0
2918,200.0
2919,340.0
2920,275.0
2921,335.0
2922,310.0
2923,100.0
2924,210.0
2925,55.0
2926,425.0
2927,70.0
2928,370.0
2929,275.0
2930,290.0
2931,270.0
2932,80.0
2933,360.0
2934,225.0
2935,165.0
2936,175.0
2937,285.0
2938,275.0
2939,175.0
2940,360.0
2941,285.0
2942,405.0
2943,190.0
2944,150.0
2945,405.0
2946,355.0
2947,389.0
2948,340.0
2949,385.0
2950,310.0
2951,240.0
2952,130.0
2953,350.0
2954,265.0
2955,0.0
2956,270.0
2957,195.0
2958,95.0
2959,255.0
2960,50.0
2961,5.0
2962,205.0
2963,260.0
2964,195.0
2965,155.0
2966,285.0
2967,55.0
2968,55.0
2969,275.0
2970,290.0
2971,489.0
2972,390.0
2973,205.0
2974,290.0
2975,195.0
2976,185.0
2977,380.0
2978,240.0
2979,175.0
2980,50.0
2981,360.0
2982,255.0
2983,295.0
2984,280.0
2985,280.0
2986,320.0
2987,100.0
2988,105.0
2989,145.0
2990,235.0
2991,330.0
2992,430.0
2993,175.0
2994,305.0
2995,355.0
2996,100.0
2997,235.0
2998,285.0
2999,175.0
3000,185.0
3001,240.0
3002,345.0
3003,165.0
3004,170.0
3005,300.0
3006,415.0
3007,240.0
3008,475.0
3009,195.0
3010,100.0
3011,250.0
3012,260.0
3013,295.0
3014,275.0
3015,250.0
3016,165.0
3017,90.0
3018,265.0
3019,400.0
3020,210.0
3021,195.0
3022,240.0
3023,435.0
3024,110.0
3025,260.0
3026,330.0
3027,145.0
3028,340.0
3029,270.0
3030,255.0
3031,230.0
3032,400.0
3033,390.0
3034,195.0
3035,325.0
3036,245.0
3037,355.0
3038,205.0
3039,145.0
3040,255.0
3041,475.0
3042,275.0
3043,355.0
3044,150.0
3045,160.0
3046,224.0
3047,155.0
3048,390.0
3049,195.0
3050,385.0
3051,2.5
3052,135.0
3053,215.0
3054,220.0
3055,539.0
3056,205.0
3057,200.0
3058,345.0
3059,105.0
3060,195.0
3061,235.0
3062,115.0
3063,235.0
3064,180.0
3065,350.0
3066,255.0
3067,5.0
3068,250.0
3069,215.0
3070,255.0
3071,305.0
3072,150.0
3073,205.0
3074,410.0
3075,95.0
3076,150.0
3077,110.0
3078,310.0
3079,200.0
3080,255.0
3081,285.0
3082,100.0
3083,165.0
3084,310.0
3085,140.0
3086,105.0
3087,320.0
3088,140.0
3089,190.0
3090,360.0
3091,105.0
3092,320.0
3093,275.0
3094,240.0
3095,415.0
3096,330.0
3097,100.0
3098,190.0
3099,310.0
3100,305.0
3101,340.0
3102,90.0
3103,400.0
3104,245.0
3105,515.0
3106,210.0
3107,450.0
3108,365.0
3109,415.0
3110,175.0
3111,155.0
3112,165.0
3113,275.0
3114,210.0
3115,285.0
3116,245.0
3117,230.0
3118,325.0
3119,200.0
3120,245.0
3121,255.0
3122,210.0
3123,160.0
3124,290.0
3125,115.0
3126,435.0
3127,310.0
3128,215.0
3129,285.0
3130,0.0
3131,85.0
3132,215.0
3133,260.0
3134,395.0
3135,105.0
3136,420.0
3137,355.0
3138,150.0
3139,230.0
3140,5.0
3141,5.0
3142,360.0
3143,440.0
3144,210.0
3145,55.0
3146,150.0
3147,145.0
3148,160.0
3149,165.0
3150,320.0
3151,342.5
3152,115.0
3153,65.0
3154,285.0
3155,260.0
3156,354.0
3157,210.0
3158,335.0
3159,360.0
3160,285.0
3161,155.0
3162,255.0
3163,265.0
3164,50.0
3165,280.0
3166,440.0
3167,295.0
3168,310.0
3169,320.0
3170,195.0
3171,335.0
3172,270.0
3173,195.0
3174,285.0
3175,220.0
3176,195.0
3177,325.0
3178,275.0
3179,150.0
3180,130.0
3181,245.0
3182,360.0
3183,125.0
3184,100.0
3185,285.0
3186,280.0
3187,135.0
3188,100.0
3189,130.0
3190,190.0
3191,265.0
3192,55.0
3193,275.0
3194,195.0
3195,370.0
3196,125.0
3197,180.0
3198,5.0
3199,145.0
3200,215.0
3201,270.0
3202,255.0
3203,380.0
3204,415.0
3205,285.0
3206,215.0
3207,125.0
3208,245.0
3209,265.0
3210,245.0
3211,170.0
3212,215.0
3213,205.0
3214,75.0
3215,105.0
3216,80.0
3217,560.0
3218,180.0
3219,355.0
3220,195.0
3221,270.0
3222,185.0
3223,250.0
3224,335.0
3225,150.0
3226,385.0
3227,285.0
3228,230.0
3229,150.0
3230,180.0
3231,210.0
3232,195.0
3233,310.0
3234,345.0
3235,105.0
3236,375.0
3237,210.0
3238,160.0
3239,345.0
3240,230.0
3241,275.0
3242,290.0
3243,280.0
3244,150.0
3245,340.0
3246,270.0
3247,330.0
3248,240.0
3249,200.0
3250,475.0
3251,290.0
3252,325.0
3253,70.0
3254,240.0
3255,245.0
3256,360.0
3257,190.0
3258,504.0
3259,305.0
3260,395.0
3261,155.0
3262,115.0
3263,210.0
3264,315.0
3265,275.0
3266,380.0
3267,210.0
3268,150.0
3269,150.0
3270,55.0
3271,260.0
3272,280.0
3273,255.0
3274,415.0
3275,285.0
3276,85.0
3277,55.0
3278,250.0
3279,415.0
3280,150.0
3281,280.0
3282,210.0
3283,385.0
3284,315.0
3285,460.0
3286,335.0
3287,50.0
3288,265.0
3289,155.0
3290,90.0
3291,5.0
3292,250.0
3293,75.0
3294,320.0
3295,310.0
3296,350.0
3297,285.0
3298,300.0
3299,55.0
3300,200.0
3301,200.0
3302,145.0
3303,255.0
3304,255.0
3305,210.0
3306,310.0
3307,200.0
3308,95.0
3309,245.0
3310,165.0
3311,340.0
3312,195.0
3313,190.0
3314,95.0
3315,175.0
3316,345.0
3317,190.0
3318,330.0
3319,200.0
3320,300.0
3321,100.0
3322,275.0
3323,270.0
3324,100.0
3325,50.0
3326,320.0
3327,115.0
3328,280.0
3329,335.0
3330,180.0
3331,210.0
3332,294.0
3333,480.0
3334,395.0
3335,140.0
3336,280.0
3337,200.0
3338,400.0
3339,230.0
3340,515.0
3341,230.0
3342,260.0
3343,285.0
3344,95.0
3345,70.0
3346,375.0
3347,360.0
3348,415.0
3349,150.0
3350,95.0
3351,320.0
3352,200.0
3353,275.0
3354,155.0
3355,204.0
3356,300.0
3357,310.0
3358,185.0
3359,50.0
3360,295.0
3361,280.0
3362,55.0
3363,150.0
3364,105.0
3365,350.0
3366,250.0
3367,320.0
3368,195.0
3369,240.0
3370,240.0
3371,225.0
3372,415.0
3373,265.0
3374,275.0
3375,165.0
3376,360.0
3377,190.0
3378,300.0
3379,155.0
3380,415.0
3381,260.0
3382,235.0
3383,190.0
3384,50.0
3385,305.0
3386,255.0
3387,270.0
3388,265.0
3389,70.0
3390,165.0
3391,120.0
3392,300.0
3393,400.0
3394,345.0
3395,210.0
3396,210.0
3397,65.0
3398,245.0
3399,65.0
3400,405.0
3401,415.0
3402,280.0
3403,345.0
3404,185.0
3405,70.0
3406,5.0
3407,65.0
3408,175.0
3409,115.0
3410,225.0
3411,295.0
3412,415.0
3413,295.0
3414,145.0
3415,195.0
3416,175.0
3417,305.0
3418,440.0
3419,150.0
3420,265.0
3421,215.0
3422,165.0
3423,260.0
3424,155.0
3425,190.0
3426,215.0
3427,190.0
3428,385.0
3429,105.0
3430,460.0
3431,235.0
3432,115.0
3433,400.0
3434,190.0
3435,335.0
3436,245.0
3437,420.0
3438,145.0
3439,105.0
3440,285.0
3441,125.0
3442,370.0
3443,305.0
3444,285.0
3445,165.0
3446,305.0
3447,180.0
3448,310.0
3449,205.0
3450,155.0
3451,390.0
3452,320.0
3453,260.0
3454,354.0
3455,365.0
3456,200.0
3457,220.0
3458,170.0
3459,355.0
3460,350.0
3461,330.0
3462,185.0
3463,125.0
3464,370.0
3465,200.0
3466,230.0
3467,125.0
3468,95.0
3469,205.0
3470,140.0
3471,490.0
3472,290.0
3473,190.0
3474,355.0
3475,100.0
3476,265.0
3477,415.0
3478,260.0
3479,175.0
3480,250.0
3481,195.0
3482,295.0
3483,310.0
3484,195.0
3485,400.0
3486,160.0
3487,260.0
3488,255.0
3489,510.0
3490,225.0
3491,165.0
3492,240.0
3493,150.0
3494,335.0
3495,370.0
3496,150.0
3497,305.0
3498,265.0
3499,200.0
3500,290.0
3501,75.0
3502,295.0
3503,300.0
3504,300.0
3505,340.0
3506,255.0
3507,235.0
3508,260.0
3509,280.0
3510,105.0
3511,190.0
3512,415.0
3513,170.0
3514,260.0
3515,360.0
3516,100.0
3517,330.0
3518,230.0
3519,240.0
3520,105.0
3521,155.0
3522,150.0
3523,345.0
3524,165.0
3525,200.0
3526,335.0
3527,165.0
3528,100.0
3529,130.0
3530,330.0
3531,180.0
3532,335.0
3533,190.0
3534,275.0
3535,345.0
3536,250.0
3537,275.0
3538,75.0
3539,260.0
3540,150.0
3541,210.0
3542,220.0
3543,190.0
3544,210.0
3545,310.0
3546,180.0
3547,190.0
3548,110.0
3549,200.0
3550,385.0
3551,215.0
3552,305.0
3553,190.0
3554,200.0
3555,210.0
3556,100.0
3557,230.0
3558,105.0
3559,180.0
3560,115.0
3561,165.0
3562,310.0
3563,285.0
3564,235.0
3565,115.0
3566,180.0
3567,420.0
3568,145.0
3569,260.0
3570,415.0
3571,190.0
3572,375.0
3573,115.0
3574,305.0
3575,200.0
3576,340.0
3577,410.0
3578,130.0
3579,285.0
3580,110.0
3581,440.0
3582,199.0
3583,384.0
3584,215.0
3585,145.0
3586,335.0
3587,105.0
3588,240.0
3589,155.0
3590,280.0
3591,305.0
3592,100.0
3593,230.0
3594,495.0
3595,145.0
3596,180.0
3597,190.0
3598,305.0
3599,290.0
3600,245.0
3601,285.0
3602,115.0
3603,250.0
3604,240.0
3605,250.0
3606,220.0
3607,150.0
3608,185.0
3609,180.0
3610,105.0
3611,255.0
3612,290.0
3613,80.0
3614,410.0
3615,105.0
3616,320.0
3617,100.0
3618,90.0
3619,100.0
3620,160.0
3621,250.0
3622,325.0
3623,175.0
3624,245.0
3625,400.0
3626,335.0
3627,55.0
3628,280.0
3629,175.0
3630,220.0
3631,205.0
3632,160.0
3633,410.0
3634,445.0
3635,330.0
3636,305.0
3637,380.0
3638,420.0
3639,355.0
3640,470.0
3641,100.0
3642,95.0
3643,255.0
3644,310.0
3645,145.0
3646,340.0
3647,295.0
3648,230.0
3649,70.0
3650,340.0
3651,365.0
3652,350.0
3653,380.0
3654,155.0
3655,145.0
3656,155.0
3657,130.0
3658,225.0
3659,290.0
3660,165.0
3661,185.0
3662,405.0
3663,220.0
3664,340.0
3665,345.0
3666,115.0
3667,215.0
3668,190.0
3669,460.0
3670,245.0
3671,100.0
3672,390.0
3673,260.0
3674,210.0
3675,305.0
3676,315.0
3677,225.0
3678,285.0
3679,260.0
3680,345.0
3681,285.0
3682,160.0
3683,340.0
3684,260.0
3685,85.0
3686,225.0
3687,285.0
3688,244.0
3689,260.0
3690,400.0
3691,150.0
3692,330.0
3693,215.0
3694,195.0
3695,235.0
3696,270.0
3697,215.0
3698,340.0
3699,305.0
3700,175.0
3701,210.0
3702,170.0
3703,215.0
3704,285.0
3705,160.0
3706,290.0
3707,290.0
3708,205.0
3709,370.0
3710,175.0
3711,205.0
3712,290.0
3713,280.0
3714,315.0
3715,250.0
3716,250.0
3717,240.0
3718,355.0
3719,170.0
3720,385.0
3721,305.0
3722,250.0
3723,115.0
3724,275.0
3725,335.0
3726,335.0
3727,90.0
3728,175.0
3729,210.0
3730,320.0
3731,190.0
3732,130.0
3733,115.0
3734,260.0
3735,145.0
3736,345.0
3737,80.0
3738,375.0
3739,150.0
3740,400.0
3741,260.0
3742,285.0
3743,105.0
3744,150.0
3745,80.0
3746,50.0
3747,255.0
3748,290.0
3749,150.0
3750,105.0
3751,145.0
3752,250.0
3753,350.0
3754,285.0
3755,275.0
3756,90.0
3757,140.0
3758,205.0
3759,435.0
3760,355.0
3761,255.0
3762,210.0
3763,0.0
3764,320.0
3765,115.0
3766,280.0
3767,55.0
3768,175.0
3769,95.0
3770,265.0
3771,235.0
3772,170.0
3773,285.0
3774,295.0
3775,160.0
3776,275.0
3777,180.0
3778,385.0
3779,285.0
3780,50.0
3781,295.0
3782,145.0
3783,115.0
3784,85.0
3785,390.0
3786,370.0
3787,395.0
3788,260.0
3789,140.0
3790,310.0
3791,265.0
3792,230.0
3793,185.0
3794,150.0
3795,335.0
3796,510.0
3797,290.0
3798,70.0
3799,210.0
3800,235.0
3801,240.0
3802,210.0
3803,260.0
3804,395.0
3805,205.0
3806,425.0
3807,185.0
3808,375.0
3809,155.0
3810,385.0
3811,440.0
3812,395.0
3813,515.0
3814,240.0
3815,260.0
3816,50.0
3817,155.0
3818,275.0
3819,305.0
3820,395.0
3821,185.0
3822,355.0
3823,220.0
3824,540.0
3825,275.0
3826,150.0
3827,195.0
3828,190.0
3829,240.0
3830,395.0
3831,105.0
3832,105.0
3833,175.0
3834,160.0
3835,190.0
3836,260.0
3837,220.0
3838,385.0
3839,150.0
3840,205.0
3841,290.0
3842,415.0
3843,155.0
3844,165.0
3845,295.0
3846,155.0
3847,200.0
3848,190.0
3849,260.0
3850,165.0
3851,335.0
3852,100.0
3853,519.0
3854,395.0
3855,95.0
3856,415.0
3857,320.0
3858,105.0
3859,285.0
3860,350.0
3861,250.0
3862,505.0
3863,385.0
3864,115.0
3865,160.0
3866,460.0
3867,110.0
3868,100.0
3869,195.0
3870,190.0
3871,220.0
3872,225.0
3873,290.0
3874,155.0
3875,235.0
3876,185.0
3877,5.0
3878,280.0
3879,375.0
3880,250.0
3881,210.0
3882,340.0
3883,150.0
3884,265.0
3885,255.0
3886,5.0
3887,340.0
3888,140.0
3889,265.0
3890,290.0
3891,215.0
3892,160.0
3893,410.0
3894,170.0
3895,240.0
3896,380.0
3897,180.0
3898,280.0
3899,170.0
3900,175.0
3901,235.0
3902,155.0
3903,195.0
3904,287.5
3905,195.0
3906,200.0
3907,50.0
3908,340.0
3909,340.0
3910,215.0
3911,405.0
3912,185.0
3913,380.0
3914,395.0
3915,325.0
3916,210.0
3917,215.0
3918,175.0
3919,110.0
3920,215.0
3921,80.0
3922,145.0
3923,340.0
3924,375.0
3925,234.0
3926,170.0
3927,55.0
3928,230.0
3929,195.0
3930,180.0
3931,305.0
3932,5.0
3933,150.0
3934,240.0
3935,70.0
3936,245.0
3937,180.0
3938,335.0
3939,300.0
3940,180.0
3941,390.0
3942,127.5
3943,210.0
3944,250.0
3945,224.0
3946,295.0
3947,215.0
3948,385.0
3949,190.0
3950,335.0
3951,395.0
3952,250.0
3953,460.0
3954,255.0
3955,115.0
3956,335.0
3957,205.0
3958,255.0
3959,335.0
3960,240.0
3961,335.0
3962,410.0
3963,100.0
3964,265.0
3965,265.0
3966,185.0
3967,50.0
3968,190.0
3969,290.0
3970,230.0
3971,395.0
3972,470.0
3973,340.0
3974,510.0
3975,340.0
3976,275.0
3977,380.0
3978,385.0
3979,150.0
3980,340.0
3981,5.0
3982,410.0
3983,255.0
3984,80.0
3985,85.0
3986,65.0
3987,250.0
3988,165.0
3989,224.0
3990,135.0
3991,285.0
3992,155.0
3993,185.0
3994,205.0
3995,360.0
3996,280.0
3997,152.5
3998,90.0
3999,330.0
4000,165.0
4001,175.0
4002,270.0
4003,180.0
4004,285.0
4005,480.0
4006,240.0
4007,234.0
4008,155.0
4009,195.0
4010,170.0
4011,125.0
4012,210.0
4013,245.0
4014,100.0
4015,160.0
4016,240.0
4017,165.0
4018,255.0
4019,275.0
4020,290.0
4021,190.0
4022,145.0
4023,205.0
4024,414.0
4025,210.0
4026,355.0
4027,105.0
4028,200.0
4029,215.0
4030,420.0
4031,275.0
4032,150.0
4033,140.0
4034,320.0
4035,200.0
4036,275.0
4037,385.0
4038,100.0
4039,230.0
4040,130.0
4041,280.0
4042,305.0
4043,385.0
4044,5.0
4045,95.0
4046,260.0
4047,305.0
4048,239.0
4049,270.0
4050,185.0
4051,205.0
4052,475.0
4053,405.0
4054,200.0
4055,0.0
4056,355.0
4057,285.0
4058,145.0
4059,100.0
4060,310.0
4061,55.0
4062,300.0
4063,415.0
4064,160.0
4065,175.0
4066,150.0
4067,155.0
4068,190.0
4069,160.0
4070,295.0
4071,275.0
4072,290.0
4073,335.0
4074,385.0
4075,250.0
4076,190.0
4077,440.0
4078,75.0
4079,155.0
4080,260.0
4081,245.0
4082,0.0
4083,410.0
4084,345.0
4085,350.0
4086,305.0
4087,195.0
4088,285.0
4089,334.0
4090,150.0
4091,300.0
4092,335.0
4093,210.0
4094,285.0
4095,239.0
4096,360.0
4097,360.0
4098,295.0
4099,295.0
4100,395.0
4101,155.0
4102,245.0
4103,335.0
4104,340.0
4105,390.0
4106,245.0
4107,235.0
4108,115.0
4109,185.0
4110,190.0
4111,270.0
4112,515.0
4113,240.0
4114,360.0
4115,320.0
4116,134.0
4117,240.0
4118,475.0
4119,95.0
4120,355.0
4121,285.0
4122,259.0
4123,100.0
4124,180.0
4125,95.0
4126,235.0
4127,190.0
4128,280.0
4129,240.0
4130,235.0
4131,195.0
4132,340.0
4133,90.0
4134,300.0
4135,265.0
4136,240.0
