,p1_sum_spd_last,p2_sum_spd_last
1359,175.0,615.0
1360,470.0,634.75
1361,400.0,514.75
1362,365.0,559.75
1363,315.0,490.0
1364,230.0,465.0
1365,300.0,514.25
1366,575.0,665.0
1367,205.0,570.0
1368,335.0,545.0
1369,185.0,375.0
1370,230.0,489.75
1371,65.0,585.0
1372,400.0,535.0
1373,445.0,589.75
1374,290.0,619.5
1375,280.0,590.0
1376,375.0,534.75
1377,580.0,624.75
1378,0.0,465.0
1379,355.0,584.5
1380,135.0,320.0
1381,0.0,515.0
1382,405.0,539.75
1383,340.0,560.0
1384,190.0,585.0
1385,405.0,559.5
1386,110.0,625.0
1387,175.0,455.0
1388,365.0,529.75
1389,330.0,629.5
1390,330.0,555.0
1391,320.0,590.0
1392,410.0,465.0
1393,165.0,559.75
1394,400.0,465.0
1395,240.0,435.0
1396,230.0,425.0
1397,320.0,560.0
1398,115.0,614.75
1399,275.0,520.0
1400,295.0,494.75
1401,430.0,600.0
1402,440.0,510.0
1403,360.0,419.75
1404,410.0,570.0
1405,370.0,454.5
1406,300.0,550.0
1407,395.0,595.0
1408,515.0,554.75
1409,330.0,579.5
1410,285.0,490.0
1411,325.0,420.0
1412,280.0,574.75
1413,525.0,520.0
1414,230.0,385.0
1415,340.0,535.0
1416,135.0,654.5
1417,215.0,615.0
1418,310.0,409.75
1419,170.0,380.0
1420,325.0,544.5
1421,335.0,570.0
1422,480.0,585.0
1423,400.0,529.75
1424,330.0,434.75
1425,375.0,435.0
1426,400.0,555.0
1427,155.0,400.0
1428,420.0,544.75
1429,445.0,620.0
1430,135.0,595.0
1431,110.0,600.0
1432,130.0,545.0
1433,390.0,480.0
1434,105.0,475.0
1435,215.0,515.0
1436,220.0,385.0
1437,195.0,530.0
1438,240.0,430.0
1439,535.0,485.0
1440,165.0,534.75
1441,145.0,595.0
1442,295.0,625.0
1443,105.0,594.75
1444,475.0,495.0
1445,310.0,480.0
1446,305.0,559.75
1447,240.0,469.75
1448,220.0,595.0
1449,240.0,555.0
1450,340.0,454.5
1451,235.0,560.0
1452,305.0,560.0
1453,340.0,520.0
1454,320.0,464.75
1455,430.0,584.75
1456,215.0,595.0
1457,405.0,544.75
1458,170.0,510.0
1459,405.0,590.0
1460,330.0,595.0
1461,460.0,595.0
1462,165.0,405.0
1463,165.0,515.0
1464,125.0,585.0
1465,270.0,614.75
1466,230.0,590.0
1467,435.0,584.75
1468,565.0,559.75
1469,270.0,424.75
1470,270.0,584.75
1471,215.0,624.75
1472,290.0,510.0
1473,330.0,594.75
1474,300.0,569.75
1475,390.0,630.0
1476,305.0,559.0
1477,380.0,589.75
1478,305.0,560.0
1479,220.0,555.0
1480,220.0,575.0
1481,535.0,485.0
1482,370.0,515.0
1483,440.0,625.0
1484,165.0,560.0
1485,270.0,640.0
1486,320.0,384.75
1487,255.0,595.0
1488,205.0,300.0
1489,600.0,609.75
1490,395.0,584.75
1491,495.0,594.75
1492,445.0,534.75
1493,415.0,490.0
1494,475.0,529.75
1495,195.0,469.75
1496,365.0,625.0
1497,285.0,600.0
1498,395.0,450.0
1499,340.0,345.0
1500,240.0,600.0
1501,290.0,519.75
1502,350.0,504.5
1503,420.0,365.0
1504,435.0,530.0
1505,295.0,499.75
1506,305.0,489.75
1507,205.0,495.0
1508,290.0,640.0
1509,95.0,489.75
1510,485.0,525.0
1511,240.0,585.0
1512,175.0,614.5
1513,320.0,654.5
1514,510.0,619.75
1515,310.0,514.75
1516,215.0,385.0
1517,260.0,555.0
1518,305.0,595.0
1519,235.0,484.75
1520,165.0,560.0
1521,260.0,545.0
1522,135.0,620.0
1523,530.0,534.75
1524,390.0,514.75
1525,170.0,545.0
1526,275.0,540.0
1527,105.0,570.0
1528,490.0,575.0
1529,275.0,625.0
1530,135.0,564.75
1531,305.0,560.0
1532,410.0,504.75
1533,175.0,529.5
1534,115.0,619.75
1535,390.0,410.0
1536,300.0,614.5
1537,250.0,565.0
1538,275.0,624.75
1539,385.0,430.0
1540,335.0,590.0
1541,445.0,594.75
1542,125.0,519.75
1543,455.0,539.75
1544,530.0,595.0
1545,185.0,599.75
1546,165.0,489.5
1547,435.0,459.75
1548,365.0,495.0
1549,405.0,430.0
1550,260.0,584.5
1551,250.0,564.75
1552,395.0,604.75
1553,150.0,525.0
1554,330.0,590.0
1555,325.0,590.0
1556,330.0,490.0
1557,500.0,554.5
1558,235.0,505.0
1559,145.0,630.0
1560,215.0,505.0
1561,135.0,584.75
1562,195.0,560.0
1563,460.0,579.75
1564,195.0,500.0
1565,460.0,619.75
1566,300.0,639.75
1567,410.0,540.0
1568,205.0,534.75
1569,205.0,459.5
1570,470.0,550.0
1571,240.0,475.0
1572,260.0,559.75
1573,295.0,600.0
1574,360.0,624.75
1575,355.0,355.0
1576,110.0,554.75
1577,260.0,595.0
1578,290.0,520.0
1579,505.0,579.5
1580,395.0,594.75
1581,395.0,589.5
1582,225.0,614.75
1583,335.0,644.75
1584,295.0,594.75
1585,170.0,629.75
1586,360.0,649.75
1587,365.0,480.0
1588,330.0,495.0
1589,180.0,595.0
1590,105.0,525.0
1591,270.0,564.5
1592,165.0,600.0
1593,415.0,610.0
1594,230.0,415.0
1595,235.0,564.75
1596,480.0,585.0
1597,190.0,545.0
1598,220.0,530.0
1599,100.0,530.0
1600,425.0,520.0
1601,175.0,474.75
1602,235.0,584.75
1603,330.0,614.75
1604,440.0,539.75
1605,235.0,569.5
1606,235.0,424.75
1607,310.0,554.75
1608,555.0,585.0
1609,265.0,599.75
1610,255.0,514.75
1611,295.0,624.75
1612,390.0,624.75
1613,240.0,465.0
1614,105.0,550.0
1615,305.0,480.0
1616,240.0,585.0
1617,70.0,595.0
1618,175.0,564.75
1619,375.0,589.75
1620,165.0,554.75
1621,225.0,489.75
1622,200.0,580.0
1623,255.0,530.0
1624,125.0,584.75
1625,260.0,500.0
1626,65.0,475.0
1627,300.0,429.75
1628,520.0,584.75
1629,130.0,510.0
1630,300.0,569.75
1631,365.0,590.0
1632,300.0,465.0
1633,275.0,590.0
1634,170.0,554.75
1635,325.0,599.75
1636,165.0,459.75
1637,365.0,534.75
1638,205.0,495.0
1639,330.0,625.0
1640,430.0,519.5
1641,315.0,595.0
1642,325.0,520.0
1643,295.0,580.0
1644,465.0,620.0
1645,145.0,555.0
1646,310.0,594.75
1647,490.0,480.0
1648,220.0,555.0
1649,370.0,595.0
1650,125.0,600.0
1651,260.0,465.0
1652,380.0,584.75
1653,295.0,529.75
1654,170.0,395.0
1655,165.0,495.0
1656,320.0,560.0
1657,225.0,615.0
1658,490.0,564.75
1659,260.0,625.0
1660,315.0,465.0
1661,275.0,529.75
1662,420.0,580.0
1663,515.0,554.75
1664,360.0,454.75
1665,405.0,599.75
1666,310.0,584.5
1667,380.0,569.75
1668,205.0,295.0
1669,230.0,525.0
1670,300.0,524.75
1671,375.0,515.0
1672,340.0,609.75
1673,260.0,610.0
1674,130.0,500.0
1675,355.0,554.75
1676,395.0,539.75
1677,295.0,454.5
1678,560.0,550.0
1679,400.0,504.75
1680,310.0,555.0
1681,435.0,545.0
1682,240.0,584.75
1683,205.0,370.0
1684,330.0,595.0
1685,295.0,475.0
1686,330.0,534.75
1687,340.0,455.0
1688,175.0,515.0
1689,410.0,585.0
1690,370.0,684.75
1691,165.0,510.0
1692,305.0,554.75
1693,245.0,469.75
1694,300.0,559.75
1695,380.0,425.0
1696,260.0,510.0
1697,430.0,495.0
1698,285.0,545.0
1699,525.0,505.0
1700,285.0,455.0
1701,185.0,610.0
1702,560.0,595.0
1703,470.0,614.75
1704,350.0,584.5
1705,170.0,470.0
1706,530.0,624.75
1707,430.0,554.75
1708,595.0,510.0
1709,410.0,395.0
1710,325.0,625.0
1711,170.0,600.0
1712,405.0,510.0
1713,70.0,465.0
1714,415.0,585.0
1715,370.0,619.75
1716,215.0,590.0
1717,285.0,589.5
1718,170.0,454.75
1719,205.0,579.25
1720,560.0,495.0
1721,240.0,510.0
1722,270.0,530.0
1723,325.0,410.0
1724,230.0,514.75
1725,265.0,645.0
1726,295.0,619.5
1727,225.0,614.25
1728,475.0,554.75
1729,295.0,559.75
1730,345.0,495.0
1731,255.0,409.75
1732,300.0,604.75
1733,530.0,474.75
1734,525.0,575.0
1735,330.0,595.0
1736,550.0,625.0
1737,600.0,599.75
1738,525.0,480.0
1739,320.0,600.0
1740,430.0,560.0
1741,305.0,560.0
1742,165.0,499.75
1743,175.0,609.75
1744,275.0,584.75
1745,105.0,360.0
1746,200.0,400.0
1747,70.0,679.5
1748,510.0,645.0
1749,95.0,550.0
1750,395.0,495.0
1751,315.0,479.75
1752,240.0,480.0
1753,320.0,535.0
1754,65.0,583.75
1755,135.0,410.0
1756,165.0,405.0
1757,260.0,604.75
1758,85.0,459.5
1759,365.0,519.75
1760,410.0,530.0
1761,365.0,559.75
1762,170.0,495.0
1763,275.0,610.0
1764,335.0,619.5
1765,410.0,595.0
1766,300.0,560.0
1767,300.0,599.5
1768,455.0,539.75
1769,125.0,639.75
1770,520.0,584.75
1771,165.0,619.5
1772,330.0,504.75
1773,360.0,609.75
1774,230.0,620.0
1775,530.0,599.75
1776,255.0,510.0
1777,360.0,434.75
1778,515.0,535.0
1779,200.0,489.75
1780,295.0,575.0
1781,300.0,565.0
1782,305.0,579.75
1783,435.0,510.0
1784,455.0,580.0
1785,350.0,589.75
1786,430.0,569.75
1787,410.0,500.0
1788,500.0,549.75
1789,525.0,624.75
1790,375.0,620.0
1791,405.0,604.5
1792,335.0,600.0
1793,365.0,455.0
1794,275.0,414.75
1795,175.0,635.0
1796,70.0,470.0
1797,135.0,630.0
1798,385.0,385.0
1799,465.0,569.75
1800,105.0,575.0
1801,110.0,529.75
1802,230.0,524.75
1803,285.0,549.5
1804,135.0,474.75
1805,350.0,500.0
1806,265.0,515.0
1807,65.0,570.0
1808,200.0,560.0
1809,435.0,514.75
1810,310.0,385.0
1811,105.0,460.0
1812,340.0,540.0
1813,330.0,484.75
1814,260.0,499.75
1815,300.0,625.0
1816,365.0,394.75
1817,415.0,600.0
1818,95.0,494.75
1819,445.0,559.75
1820,285.0,624.75
1821,410.0,609.5
1822,465.0,550.0
1823,205.0,634.75
1824,395.0,600.0
1825,395.0,569.75
1826,160.0,580.0
1827,180.0,625.0
1828,285.0,544.75
1829,400.0,444.75
1830,270.0,484.75
1831,430.0,509.75
1832,175.0,539.5
1833,320.0,534.75
1834,390.0,539.75
1835,285.0,625.0
1836,315.0,500.0
1837,455.0,574.75
1838,180.0,600.0
1839,335.0,654.75
1840,385.0,559.75
1841,325.0,595.0
1842,575.0,540.0
1843,300.0,564.25
1844,410.0,510.0
1845,190.0,589.75
1846,325.0,624.25
1847,195.0,614.75
1848,385.0,450.0
1849,295.0,619.5
1850,595.0,610.0
1851,265.0,649.75
1852,370.0,580.0
1853,110.0,569.5
1854,70.0,489.75
1855,240.0,400.0
1856,235.0,620.0
1857,200.0,345.0
1858,430.0,584.75
1859,360.0,619.75
1860,205.0,520.0
1861,380.0,540.0
1862,105.0,464.75
1863,310.0,495.0
1864,240.0,534.5
1865,170.0,545.0
1866,285.0,490.0
1867,400.0,570.0
1868,340.0,565.0
1869,230.0,569.5
1870,355.0,580.0
1871,305.0,459.75
1872,300.0,560.0
1873,490.0,545.0
1874,310.0,515.0
1875,295.0,489.75
1876,325.0,489.75
1877,100.0,534.75
1878,430.0,510.0
1879,235.0,554.75
1880,600.0,594.75
1881,385.0,589.75
1882,290.0,555.0
1883,230.0,489.75
1884,335.0,609.5
1885,345.0,499.75
1886,400.0,555.0
1887,465.0,609.75
1888,205.0,435.0
1889,410.0,570.0
1890,490.0,519.75
1891,290.0,574.75
1892,460.0,489.75
1893,300.0,594.75
1894,340.0,505.0
1895,555.0,614.25
1896,310.0,509.5
1897,170.0,510.0
1898,560.0,584.5
1899,480.0,590.0
1900,325.0,600.0
1901,380.0,574.5
1902,480.0,594.75
1903,260.0,619.75
1904,335.0,554.75
1905,230.0,595.0
1906,400.0,510.0
1907,95.0,534.75
1908,400.0,539.75
1909,165.0,389.75
1910,105.0,475.0
1911,640.0,594.75
1912,65.0,564.5
1913,255.0,529.5
1914,320.0,595.0
1915,255.0,375.0
1916,515.0,559.75
1917,510.0,580.0
1918,170.0,495.0
1919,415.0,590.0
1920,190.0,510.0
1921,300.0,489.5
1922,320.0,470.0
1923,175.0,270.0
1924,190.0,549.5
1925,345.0,550.0
1926,365.0,450.0
1927,435.0,584.5
1928,355.0,625.0
1929,235.0,504.75
1930,300.0,570.0
1931,280.0,569.75
1932,180.0,495.0
1933,255.0,619.75
1934,435.0,555.0
1935,230.0,365.0
1936,235.0,315.0
1937,470.0,510.0
1938,370.0,595.0
1939,380.0,510.0
1940,500.0,609.75
1941,400.0,615.0
1942,245.0,549.75
1943,220.0,590.0
1944,195.0,520.0
1945,295.0,495.0
1946,285.0,454.75
1947,465.0,564.75
1948,375.0,670.0
1949,270.0,584.5
1950,415.0,510.0
1951,170.0,605.0
1952,435.0,405.0
1953,165.0,410.0
1954,300.0,595.0
1955,135.0,610.0
1956,355.0,590.0
1957,230.0,465.0
1958,325.0,529.75
1959,290.0,549.75
1960,170.0,460.0
1961,200.0,520.0
1962,175.0,495.0
1963,505.0,545.0
1964,355.0,595.0
1965,400.0,624.75
1966,390.0,310.0
1967,500.0,469.75
1968,430.0,595.0
1969,445.0,510.0
1970,360.0,600.0
1971,515.0,594.5
1972,530.0,509.75
1973,260.0,560.0
1974,440.0,604.5
1975,440.0,595.0
1976,245.0,534.75
1977,305.0,609.75
1978,95.0,480.0
1979,235.0,540.0
1980,245.0,600.0
1981,170.0,495.0
1982,235.0,514.75
1983,235.0,584.75
1984,245.0,600.0
1985,70.0,575.0
1986,105.0,649.75
1987,70.0,400.0
1988,365.0,594.75
1989,360.0,544.75
1990,535.0,510.0
1991,65.0,584.75
1992,145.0,615.0
1993,0.0,524.5
1994,385.0,559.75
1995,165.0,619.5
1996,595.0,529.75
1997,430.0,624.75
1998,500.0,599.75
1999,395.0,415.0
2000,105.0,415.0
2001,525.0,604.75
2002,390.0,534.75
2003,530.0,599.75
2004,435.0,624.5
2005,330.0,459.75
2006,320.0,560.0
2007,435.0,579.75
2008,440.0,619.75
2009,220.0,654.5
2010,260.0,584.75
2011,315.0,540.0
2012,395.0,519.75
2013,325.0,554.75
2014,240.0,585.0
2015,135.0,670.0
2016,465.0,624.75
2017,125.0,545.0
2018,420.0,575.0
2019,295.0,560.0
2020,395.0,525.0
2021,375.0,644.5
2022,260.0,519.5
2023,295.0,564.75
2024,95.0,489.5
2025,330.0,574.5
2026,335.0,510.0
2027,425.0,595.0
2028,290.0,550.0
2029,460.0,614.5
2030,70.0,295.0
2031,375.0,549.75
2032,285.0,519.75
2033,330.0,520.0
2034,485.0,615.0
2035,365.0,575.0
2036,410.0,340.0
2037,475.0,485.0
2038,435.0,619.75
2039,295.0,475.0
2040,170.0,600.0
2041,320.0,550.0
2042,205.0,364.75
2043,240.0,559.5
2044,395.0,589.75
2045,395.0,560.0
2046,225.0,530.0
2047,350.0,524.5
2048,370.0,380.0
2049,195.0,580.0
2050,515.0,590.0
2051,240.0,500.0
2052,170.0,505.0
2053,265.0,574.75
2054,295.0,534.75
2055,470.0,685.0
2056,300.0,500.0
2057,115.0,370.0
2058,240.0,590.0
2059,415.0,600.0
2060,460.0,510.0
2061,300.0,440.0
2062,460.0,619.75
2063,55.0,544.75
2064,260.0,520.0
2065,270.0,590.0
2066,310.0,620.0
2067,250.0,539.75
2068,355.0,624.75
2069,230.0,440.0
2070,470.0,600.0
2071,200.0,630.0
2072,200.0,515.0
2073,355.0,564.75
2074,170.0,485.0
2075,320.0,584.75
2076,495.0,590.0
2077,400.0,575.0
2078,220.0,430.0
2079,170.0,580.0
2080,275.0,544.75
2081,270.0,635.0
2082,205.0,595.0
2083,255.0,604.75
2084,490.0,550.0
2085,135.0,399.75
2086,170.0,465.0
2087,465.0,585.0
2088,265.0,569.75
2089,170.0,584.75
2090,390.0,600.0
2091,105.0,489.75
2092,370.0,594.75
2093,295.0,599.75
2094,470.0,495.0
2095,445.0,470.0
2096,300.0,480.0
2097,430.0,545.0
2098,310.0,580.0
2099,240.0,519.75
2100,360.0,580.0
2101,240.0,450.0
2102,270.0,385.0
2103,480.0,559.75
2104,425.0,480.0
2105,365.0,644.75
2106,310.0,610.0
2107,320.0,489.75
2108,210.0,590.0
2109,445.0,595.0
2110,465.0,385.0
2111,160.0,589.75
2112,330.0,379.75
2113,230.0,415.0
2114,135.0,454.75
2115,365.0,625.0
2116,395.0,565.0
2117,265.0,560.0
2118,355.0,559.75
2119,300.0,424.75
2120,335.0,510.0
2121,275.0,585.0
2122,340.0,499.75
2123,230.0,560.0
2124,385.0,480.0
2125,395.0,615.0
2126,100.0,624.25
2127,295.0,604.75
2128,200.0,459.5
2129,310.0,414.75
2130,365.0,579.75
2131,475.0,630.0
2132,390.0,519.5
2133,330.0,584.5
2134,225.0,605.0
2135,330.0,614.75
2136,240.0,499.75
2137,290.0,494.75
2138,245.0,500.0
2139,410.0,509.5
2140,205.0,599.75
2141,135.0,590.0
2142,300.0,380.0
2143,195.0,619.5
2144,455.0,559.75
2145,410.0,595.0
2146,70.0,565.0
2147,505.0,594.75
2148,235.0,595.0
2149,260.0,424.75
2150,270.0,525.0
2151,245.0,630.0
2152,305.0,515.0
2153,135.0,510.0
2154,330.0,400.0
2155,270.0,594.75
2156,440.0,579.75
2157,70.0,590.0
2158,330.0,555.0
2159,395.0,560.0
2160,220.0,405.0
2161,275.0,589.75
2162,80.0,594.5
2163,420.0,559.5
2164,325.0,480.0
2165,240.0,649.75
2166,390.0,594.75
2167,340.0,539.5
2168,175.0,559.75
2169,350.0,535.0
2170,325.0,589.75
2171,125.0,529.75
2172,230.0,555.0
2173,330.0,474.75
2174,290.0,600.0
2175,250.0,550.0
2176,190.0,520.0
2177,255.0,534.75
2178,385.0,365.0
2179,460.0,529.75
2180,305.0,584.5
2181,300.0,530.0
2182,450.0,629.75
2183,270.0,615.0
2184,420.0,670.0
2185,325.0,624.75
2186,190.0,489.75
2187,395.0,595.0
2188,365.0,585.0
2189,335.0,510.0
2190,270.0,504.5
2191,240.0,480.0
2192,70.0,455.0
2193,375.0,595.0
2194,385.0,599.75
2195,460.0,484.75
2196,100.0,515.0
2197,305.0,595.0
2198,455.0,525.0
2199,425.0,624.75
2200,100.0,445.0
2201,280.0,519.75
2202,225.0,504.75
2203,260.0,580.0
2204,405.0,594.75
2205,85.0,370.0
2206,165.0,450.0
2207,300.0,485.0
2208,290.0,580.0
2209,455.0,619.5
2210,340.0,654.75
2211,305.0,545.0
2212,325.0,520.0
2213,475.0,614.75
2214,170.0,624.75
2215,350.0,550.0
2216,405.0,484.75
2217,230.0,484.5
2218,265.0,630.0
2219,125.0,605.0
2220,200.0,520.0
2221,365.0,510.0
2222,315.0,559.75
2223,455.0,569.5
2224,480.0,625.0
2225,235.0,574.75
2226,400.0,559.75
2227,245.0,579.75
2228,365.0,520.0
2229,420.0,619.75
2230,350.0,510.0
2231,220.0,560.0
2232,305.0,509.5
2233,245.0,600.0
2234,330.0,475.0
2235,490.0,560.0
2236,230.0,444.75
2237,430.0,510.0
2238,240.0,420.0
2239,560.0,559.75
2240,175.0,609.5
2241,360.0,475.0
2242,395.0,559.75
2243,0.0,464.75
2244,445.0,540.0
2245,240.0,440.0
2246,290.0,530.0
2247,375.0,595.0
2248,205.0,554.5
2249,460.0,510.0
2250,210.0,600.0
2251,170.0,544.75
2252,265.0,544.75
2253,490.0,564.75
2254,470.0,475.0
2255,395.0,514.75
2256,355.0,554.5
2257,325.0,559.75
2258,430.0,484.75
2259,450.0,540.0
2260,305.0,500.0
2261,465.0,529.75
2262,395.0,620.0
2263,165.0,494.75
2264,500.0,560.0
2265,175.0,560.0
2266,270.0,559.75
2267,315.0,554.75
2268,450.0,545.0
2269,195.0,420.0
2270,165.0,610.0
2271,490.0,510.0
2272,200.0,629.75
2273,410.0,469.75
2274,200.0,469.75
2275,195.0,404.75
2276,280.0,465.0
2277,295.0,490.0
2278,330.0,619.75
2279,255.0,615.0
2280,535.0,534.5
2281,395.0,609.75
2282,240.0,385.0
2283,305.0,494.75
2284,335.0,574.75
2285,360.0,560.0
2286,395.0,604.75
2287,295.0,474.75
2288,200.0,525.0
2289,205.0,605.0
2290,390.0,584.5
2291,505.0,544.75
2292,480.0,594.75
2293,190.0,539.25
2294,285.0,585.0
2295,200.0,584.75
2296,80.0,534.75
2297,425.0,550.0
2298,300.0,554.75
2299,495.0,619.75
2300,250.0,440.0
2301,420.0,509.75
2302,230.0,455.0
2303,340.0,590.0
2304,440.0,594.75
2305,175.0,554.75
2306,365.0,600.0
2307,465.0,524.5
2308,420.0,590.0
2309,220.0,460.0
2310,410.0,430.0
2311,205.0,615.0
2312,405.0,584.5
2313,190.0,550.0
2314,440.0,515.0
2315,125.0,539.75
2316,175.0,475.0
2317,195.0,589.75
2318,420.0,484.75
2319,285.0,439.75
2320,330.0,490.0
2321,385.0,559.75
2322,495.0,504.75
2323,100.0,624.5
2324,485.0,449.75
2325,300.0,420.0
2326,370.0,624.75
2327,355.0,625.0
2328,290.0,549.75
2329,430.0,599.75
2330,300.0,520.0
2331,325.0,604.75
2332,165.0,495.0
2333,175.0,630.0
2334,495.0,600.0
2335,295.0,480.0
2336,250.0,590.0
2337,490.0,515.0
2338,135.0,434.75
2339,165.0,505.0
2340,530.0,595.0
2341,495.0,585.0
2342,270.0,474.75
2343,215.0,619.5
2344,435.0,510.0
2345,190.0,315.0
2346,300.0,545.0
2347,230.0,614.25
2348,385.0,460.0
2349,220.0,554.75
2350,410.0,609.75
2351,370.0,545.0
2352,395.0,584.5
2353,370.0,674.75
2354,185.0,570.0
2355,310.0,640.0
2356,295.0,600.0
2357,395.0,510.0
2358,435.0,514.75
2359,235.0,585.0
2360,325.0,575.0
2361,175.0,529.75
2362,425.0,555.0
2363,395.0,615.0
2364,400.0,544.75
2365,175.0,470.0
2366,340.0,654.75
2367,285.0,604.75
2368,595.0,535.0
2369,260.0,609.25
2370,510.0,554.75
2371,340.0,510.0
2372,530.0,524.75
2373,390.0,534.75
2374,300.0,450.0
2375,300.0,479.75
2376,320.0,590.0
2377,390.0,465.0
2378,145.0,619.5
2379,460.0,600.0
2380,435.0,600.0
2381,325.0,534.75
2382,355.0,540.0
2383,145.0,604.75
2384,435.0,485.0
2385,310.0,304.75
2386,395.0,620.0
2387,365.0,619.75
2388,370.0,515.0
2389,400.0,524.75
2390,435.0,574.5
2391,380.0,589.5
2392,360.0,609.75
2393,260.0,510.0
2394,445.0,634.75
2395,290.0,545.0
2396,70.0,485.0
2397,240.0,370.0
2398,295.0,509.5
2399,315.0,500.0
2400,325.0,544.75
2401,230.0,649.75
2402,330.0,530.0
2403,300.0,599.25
2404,105.0,649.25
2405,355.0,509.75
2406,335.0,555.0
2407,220.0,584.25
2408,330.0,649.5
2409,300.0,459.5
2410,465.0,539.5
2411,520.0,525.0
2412,365.0,459.75
2413,150.0,524.75
2414,405.0,570.0
2415,260.0,615.0
2416,255.0,405.0
2417,450.0,540.0
2418,205.0,625.0
2419,350.0,505.0
2420,200.0,575.0
2421,215.0,534.5
2422,460.0,480.0
2423,265.0,589.75
2424,300.0,475.0
2425,205.0,330.0
2426,95.0,580.0
2427,235.0,404.75
2428,290.0,529.75
2429,275.0,575.0
2430,145.0,484.75
2431,70.0,295.0
2432,145.0,539.75
2433,205.0,449.75
2434,295.0,624.75
2435,250.0,619.75
2436,295.0,590.0
2437,285.0,530.0
2438,395.0,584.5
2439,370.0,504.75
2440,275.0,585.0
2441,180.0,400.0
2442,100.0,534.75
2443,100.0,425.0
2444,200.0,630.0
2445,490.0,520.0
2446,320.0,535.0
2447,395.0,595.0
2448,225.0,639.5
2449,340.0,619.75
2450,165.0,469.5
2451,305.0,634.75
2452,285.0,560.0
2453,430.0,589.5
2454,330.0,500.0
2455,390.0,600.0
2456,230.0,600.0
2457,525.0,600.0
2458,160.0,610.0
2459,460.0,510.0
2460,300.0,594.75
2461,295.0,440.0
2462,430.0,624.5
2463,270.0,560.0
2464,150.0,560.0
2465,300.0,525.0
2466,170.0,589.75
2467,260.0,480.0
2468,230.0,434.75
2469,500.0,584.75
2470,285.0,659.5
2471,410.0,574.5
2472,405.0,614.75
2473,170.0,579.75
2474,260.0,605.0
2475,370.0,465.0
2476,395.0,594.75
2477,380.0,624.75
2478,295.0,549.75
2479,245.0,470.0
2480,325.0,649.75
2481,255.0,359.5
2482,410.0,529.75
2483,355.0,620.0
2484,210.0,554.75
2485,460.0,454.75
2486,415.0,600.0
2487,410.0,510.0
2488,170.0,600.0
2489,230.0,555.0
2490,400.0,570.0
2491,205.0,330.0
2492,490.0,559.75
2493,305.0,490.0
2494,240.0,619.75
2495,260.0,600.0
2496,295.0,595.0
2497,480.0,600.0
2498,300.0,635.0
2499,285.0,570.0
2500,435.0,544.75
2501,320.0,350.0
2502,230.0,470.0
2503,205.0,419.75
2504,145.0,620.0
2505,415.0,579.5
2506,420.0,569.5
2507,0.0,510.0
2508,545.0,549.75
2509,325.0,624.75
2510,165.0,625.0
2511,365.0,595.0
2512,425.0,589.75
2513,205.0,495.0
2514,470.0,410.0
2515,300.0,435.0
2516,365.0,494.75
2517,315.0,569.75
2518,495.0,549.75
2519,105.0,529.75
2520,530.0,570.0
2521,285.0,534.75
2522,70.0,500.0
2523,300.0,604.75
2524,160.0,525.0
2525,330.0,435.0
2526,295.0,540.0
2527,320.0,569.75
2528,345.0,600.0
2529,350.0,619.75
2530,305.0,600.0
2531,310.0,649.75
2532,495.0,514.0
2533,365.0,630.0
2534,235.0,580.0
2535,500.0,594.75
2536,260.0,585.0
2537,445.0,640.0
2538,315.0,559.75
2539,325.0,485.0
2540,440.0,599.75
2541,425.0,510.0
2542,250.0,345.0
2543,235.0,615.0
2544,310.0,389.75
2545,400.0,489.75
2546,260.0,310.0
2547,135.0,538.75
2548,430.0,449.75
2549,455.0,559.75
2550,125.0,460.0
2551,205.0,589.5
2552,365.0,694.75
2553,530.0,625.0
2554,200.0,490.0
2555,430.0,559.75
2556,325.0,545.0
2557,0.0,525.0
2558,375.0,465.0
2559,165.0,500.0
2560,170.0,560.0
2561,240.0,594.75
2562,590.0,550.0
2563,440.0,615.0
2564,175.0,589.75
2565,0.0,594.75
2566,265.0,564.75
2567,265.0,510.0
2568,535.0,560.0
2569,220.0,524.75
2570,270.0,600.0
2571,355.0,625.0
2572,455.0,390.0
2573,480.0,544.75
2574,435.0,514.75
2575,260.0,580.0
2576,385.0,579.75
2577,410.0,564.75
2578,365.0,545.0
2579,445.0,590.0
2580,175.0,524.75
2581,175.0,530.0
2582,325.0,540.0
2583,180.0,504.5
2584,175.0,480.0
2585,310.0,564.5
2586,340.0,529.75
2587,495.0,644.75
2588,365.0,470.0
2589,395.0,549.75
2590,145.0,485.0
2591,325.0,630.0
2592,500.0,515.0
2593,65.0,425.0
2594,265.0,619.75
2595,195.0,489.75
2596,400.0,544.75
2597,285.0,604.75
2598,290.0,590.0
2599,460.0,444.25
2600,125.0,470.0
2601,395.0,504.75
2602,395.0,545.0
2603,240.0,514.5
2604,270.0,430.0
2605,285.0,585.0
2606,340.0,509.5
2607,200.0,600.0
2608,525.0,504.75
2609,215.0,600.0
2610,325.0,529.5
2611,275.0,600.0
2612,290.0,625.0
2613,230.0,594.75
2614,420.0,544.25
2615,295.0,649.75
2616,165.0,385.0
2617,175.0,500.0
2618,195.0,555.0
2619,480.0,559.75
2620,395.0,545.0
2621,425.0,560.0
2622,210.0,594.75
2623,365.0,470.0
2624,500.0,575.0
2625,330.0,559.75
2626,190.0,614.5
2627,330.0,559.5
2628,205.0,340.0
