,p1_sum_hp_last,p2_sum_hp_last
1359,380.0,540.0
1360,605.0,511.95
1361,665.0,691.95
1362,640.0,731.95
1363,195.0,550.0
1364,340.0,640.0
1365,675.0,620.85
1366,476.0,510.0
1367,380.0,765.0
1368,490.0,740.0
1369,345.0,540.0
1370,465.0,651.95
1371,160.0,480.0
1372,480.0,550.0
1373,600.0,636.95
1374,430.0,743.9
1375,400.0,650.0
1376,745.0,761.95
1377,690.0,711.95
1378,80.0,640.0
1379,660.0,748.9
1380,235.0,345.0
1381,490.0,416.0
1382,710.0,581.95
1383,685.0,495.0
1384,310.0,735.0
1385,725.0,578.9
1386,130.0,545.0
1387,325.0,400.0
1388,740.0,711.95
1389,455.0,628.9
1390,290.0,715.0
1391,490.0,730.0
1392,780.0,705.0
1393,230.0,731.95
1394,680.0,745.0
1395,540.0,675.0
1396,395.0,510.0
1397,585.0,705.0
1398,430.0,746.95
1399,385.0,720.0
1400,635.0,686.95
1401,585.0,695.0
1402,745.0,745.0
1403,420.0,566.95
1404,685.0,665.0
1405,330.0,658.9
1406,295.0,710.0
1407,445.0,700.0
1408,735.0,736.95
1409,290.0,753.9
1410,455.0,600.0
1411,600.0,645.0
1412,761.0,706.95
1413,570.0,660.0
1414,400.0,650.0
1415,470.0,535.0
1416,325.0,683.9
1417,240.0,540.0
1418,510.0,486.95
1419,135.0,615.0
1420,460.0,703.9
1421,470.0,775.0
1422,580.0,735.0
1423,635.0,761.95
1424,475.0,701.95
1425,665.0,610.0
1426,670.0,715.0
1427,140.0,500.0
1428,450.0,591.95
1429,585.0,730.0
1430,55.0,765.0
1431,235.0,695.0
1432,590.0,735.0
1433,435.0,370.0
1434,405.0,360.0
1435,490.0,475.0
1436,280.0,650.0
1437,170.0,605.0
1438,485.0,665.0
1439,535.0,360.0
1440,530.0,351.95
1441,415.0,545.0
1442,575.0,725.0
1443,325.0,681.95
1444,600.0,545.0
1445,485.0,450.0
1446,285.0,726.95
1447,540.0,456.95
1448,575.0,765.0
1449,590.0,775.0
1450,405.0,658.9
1451,310.0,695.0
1452,540.0,705.0
1453,580.0,725.0
1454,460.0,401.95
1455,695.0,601.95
1456,590.0,560.0
1457,510.0,656.95
1458,315.0,745.0
1459,310.0,705.0
1460,255.0,700.0
1461,710.0,700.0
1462,200.0,495.0
1463,140.0,365.0
1464,185.0,685.0
1465,635.0,746.95
1466,440.0,730.0
1467,470.0,691.95
1468,670.0,731.95
1469,655.0,601.95
1470,560.0,586.95
1471,390.0,501.95
1472,575.0,745.0
1473,690.0,726.95
1474,680.0,691.95
1475,710.0,540.0
1476,765.0,482.8
1477,376.0,731.95
1478,255.0,715.0
1479,330.0,715.0
1480,430.0,410.0
1481,660.0,730.0
1482,595.0,555.0
1483,530.0,725.0
1484,205.0,565.0
1485,495.0,710.0
1486,580.0,401.95
1487,470.0,765.0
1488,130.0,290.0
1489,695.0,656.95
1490,635.0,761.95
1491,545.0,726.95
1492,585.0,516.95
1493,505.0,535.0
1494,600.0,766.95
1495,415.0,601.95
1496,475.0,545.0
1497,590.0,695.0
1498,640.0,425.0
1499,440.0,315.0
1500,565.0,695.0
1501,430.0,471.95
1502,370.0,638.9
1503,670.0,685.0
1504,600.0,616.0
1505,645.0,616.95
1506,435.0,576.95
1507,400.0,545.0
1508,535.0,620.0
1509,225.0,641.95
1510,590.0,570.0
1511,400.0,735.0
1512,700.0,748.9
1513,650.0,643.9
1514,745.0,552.95
1515,525.0,381.95
1516,330.0,420.0
1517,200.0,620.0
1518,330.0,716.0
1519,350.0,656.95
1520,440.0,705.0
1521,325.0,690.0
1522,485.0,730.0
1523,765.0,761.95
1524,710.0,686.95
1525,485.0,740.0
1526,305.0,365.0
1527,580.0,595.0
1528,670.0,710.0
1529,665.0,725.0
1530,120.0,457.95
1531,645.0,466.0
1532,475.0,596.95
1533,735.0,793.9
1534,330.0,576.95
1535,390.0,685.0
1536,610.0,748.9
1537,530.0,650.0
1538,630.0,711.95
1539,650.0,410.0
1540,605.0,610.0
1541,375.0,681.95
1542,90.0,376.95
1543,520.0,766.95
1544,695.0,700.0
1545,345.0,541.95
1546,295.0,458.9
1547,570.0,671.95
1548,475.0,640.0
1549,495.0,585.0
1550,435.0,568.9
1551,490.0,566.95
1552,505.0,706.95
1553,590.0,710.0
1554,475.0,730.0
1555,640.0,730.0
1556,465.0,515.0
1557,605.0,598.9
1558,555.0,630.0
1559,490.0,695.0
1560,645.0,750.0
1561,485.0,461.95
1562,355.0,740.0
1563,540.0,671.95
1564,170.0,635.0
1565,660.0,716.95
1566,505.0,556.95
1567,480.0,740.0
1568,575.0,521.95
1569,480.0,653.9
1570,380.0,690.0
1571,485.0,435.0
1572,595.0,731.95
1573,635.0,695.0
1574,665.0,696.95
1575,435.0,300.0
1576,520.0,736.95
1577,330.0,765.0
1578,420.0,640.0
1579,775.0,753.9
1580,610.0,726.95
1581,690.0,713.9
1582,295.0,746.95
1583,510.0,746.95
1584,295.0,726.95
1585,610.0,676.95
1586,445.0,741.95
1587,520.0,780.0
1588,225.0,480.0
1589,295.0,765.0
1590,250.0,476.0
1591,730.0,723.9
1592,410.0,695.0
1593,285.0,523.0
1594,195.0,390.0
1595,360.0,551.95
1596,535.0,735.0
1597,580.0,740.0
1598,285.0,540.0
1599,225.0,535.0
1600,445.0,725.0
1601,420.0,746.95
1602,360.0,761.95
1603,400.0,746.95
1604,735.0,806.95
1605,440.0,633.9
1606,190.0,316.95
1607,470.0,801.95
1608,570.0,800.0
1609,615.0,669.95
1610,600.0,751.95
1611,540.0,711.95
1612,700.0,711.95
1613,415.0,550.0
1614,325.0,720.0
1615,515.0,715.0
1616,230.0,735.0
1617,75.0,765.0
1618,420.0,761.95
1619,735.0,591.95
1620,485.0,736.95
1621,230.0,541.95
1622,445.0,730.0
1623,305.0,540.0
1624,90.0,541.95
1625,555.0,605.0
1626,435.0,600.0
1627,415.0,556.95
1628,730.0,572.95
1629,240.0,745.0
1630,520.0,756.95
1631,620.0,770.0
1632,475.0,745.0
1633,630.0,750.0
1634,385.0,801.95
1635,515.0,726.95
1636,285.0,551.95
1637,575.0,761.95
1638,225.0,410.0
1639,535.0,725.0
1640,285.0,588.9
1641,525.0,765.0
1642,550.0,720.0
1643,360.0,730.0
1644,745.0,635.0
1645,165.0,570.0
1646,440.0,726.95
1647,670.0,715.0
1648,230.0,570.0
1649,460.0,620.0
1650,315.0,695.0
1651,390.0,640.0
1652,405.0,721.95
1653,620.0,481.95
1654,185.0,385.0
1655,140.0,445.0
1656,260.0,385.0
1657,285.0,455.0
1658,451.0,601.95
1659,395.0,505.0
1660,650.0,635.0
1661,675.0,701.95
1662,670.0,730.0
1663,540.0,601.95
1664,530.0,481.95
1665,650.0,691.95
1666,570.0,748.9
1667,745.0,756.95
1668,190.0,365.0
1669,360.0,680.0
1670,415.0,376.95
1671,670.0,525.0
1672,635.0,467.95
1673,455.0,475.0
1674,480.0,506.0
1675,485.0,736.95
1676,745.0,676.95
1677,670.0,723.9
1678,695.0,620.0
1679,545.0,731.95
1680,380.0,680.0
1681,525.0,690.0
1682,640.0,541.95
1683,130.0,545.0
1684,465.0,700.0
1685,685.0,600.0
1686,606.0,761.95
1687,605.0,425.0
1688,420.0,570.0
1689,440.0,685.0
1690,490.0,681.95
1691,640.0,776.0
1692,385.0,731.95
1693,440.0,686.95
1694,525.0,731.95
1695,245.0,265.0
1696,385.0,745.0
1697,625.0,635.0
1698,485.0,675.0
1699,570.0,570.0
1700,365.0,635.0
1701,375.0,610.0
1702,565.0,700.0
1703,660.0,746.95
1704,660.0,748.9
1705,550.0,670.0
1706,715.0,664.95
1707,740.0,736.95
1708,765.0,745.0
1709,685.0,670.0
1710,320.0,725.0
1711,640.0,695.0
1712,585.0,570.0
1713,325.0,360.0
1714,585.0,735.0
1715,695.0,716.95
1716,240.0,730.0
1717,705.0,549.9
1718,385.0,386.95
1719,310.0,780.85
1720,725.0,445.0
1721,485.0,745.0
1722,195.0,725.0
1723,515.0,685.0
1724,355.0,751.95
1725,610.0,785.0
1726,640.0,743.9
1727,480.0,486.85
1728,425.0,736.95
1729,715.0,676.95
1730,355.0,745.0
1731,620.0,666.95
1732,420.0,486.95
1733,695.0,746.95
1734,700.0,705.0
1735,355.0,700.0
1736,655.0,725.0
1737,695.0,751.95
1738,700.0,715.0
1739,490.0,735.0
1740,540.0,700.0
1741,540.0,650.0
1742,330.0,616.95
1743,390.0,606.95
1744,700.0,666.95
1745,425.0,390.0
1746,405.0,500.0
1747,440.0,673.9
1748,745.0,625.0
1749,550.0,555.0
1750,405.0,490.0
1751,610.0,441.95
1752,485.0,580.0
1753,450.0,660.0
1754,620.0,524.75
1755,325.0,685.0
1756,140.0,495.0
1757,705.0,746.95
1758,375.0,638.9
1759,705.0,686.95
1760,660.0,580.0
1761,715.0,731.95
1762,515.0,415.0
1763,360.0,640.0
1764,750.0,743.9
1765,580.0,700.0
1766,580.0,585.0
1767,650.0,494.9
1768,625.0,676.95
1769,310.0,556.95
1770,486.0,646.95
1771,441.0,743.9
1772,585.0,531.95
1773,735.0,661.95
1774,405.0,535.0
1775,695.0,691.95
1776,395.0,745.0
1777,285.0,636.95
1778,665.0,565.0
1779,420.0,476.95
1780,450.0,705.0
1781,480.0,735.0
1782,730.0,696.95
1783,470.0,745.0
1784,555.0,730.0
1785,595.0,731.95
1786,700.0,671.95
1787,325.0,420.0
1788,635.0,526.95
1789,700.0,711.95
1790,590.0,730.0
1791,695.0,503.9
1792,710.0,695.0
1793,475.0,560.0
1794,525.0,581.95
1795,575.0,573.0
1796,75.0,433.0
1797,385.0,626.0
1798,650.0,650.0
1799,745.0,691.95
1800,385.0,735.0
1801,340.0,686.95
1802,345.0,376.95
1803,515.0,753.9
1804,145.0,461.95
1805,480.0,540.0
1806,295.0,725.0
1807,155.0,675.0
1808,570.0,736.0
1809,670.0,796.95
1810,280.0,650.0
1811,325.0,640.0
1812,685.0,745.0
1813,315.0,661.95
1814,421.0,636.95
1815,260.0,725.0
1816,500.0,561.95
1817,335.0,726.0
1818,295.0,471.95
1819,585.0,731.95
1820,640.0,711.95
1821,740.0,623.9
1822,520.0,430.0
1823,190.0,716.95
1824,585.0,695.0
1825,635.0,756.95
1826,130.0,730.0
1827,340.0,725.0
1828,495.0,721.95
1829,670.0,676.95
1830,610.0,606.95
1831,695.0,646.95
1832,390.0,768.9
1833,490.0,716.95
1834,735.0,766.95
1835,570.0,609.0
1836,640.0,635.0
1837,560.0,646.95
1838,210.0,695.0
1839,610.0,711.95
1840,690.0,731.95
1841,410.0,700.0
1842,705.0,615.0
1843,475.0,685.85
1844,565.0,580.0
1845,595.0,731.95
1846,540.0,520.85
1847,540.0,746.95
1848,300.0,565.0
1849,695.0,743.9
1850,700.0,630.0
1851,590.0,741.95
1852,730.0,730.0
1853,325.0,718.9
1854,165.0,656.95
1855,305.0,615.0
1856,310.0,730.0
1857,380.0,380.0
1858,765.0,721.95
1859,660.0,457.95
1860,130.0,720.0
1861,465.0,740.0
1862,565.0,626.95
1863,540.0,745.0
1864,520.0,493.9
1865,385.0,735.0
1866,590.0,670.0
1867,570.0,795.0
1868,675.0,460.0
1869,500.0,738.9
1870,460.0,690.0
1871,630.0,616.95
1872,565.0,675.0
1873,595.0,740.0
1874,435.0,710.0
1875,580.0,651.95
1876,700.0,761.95
1877,435.0,761.95
1878,645.0,745.0
1879,360.0,736.95
1880,695.0,726.95
1881,610.0,731.95
1882,390.0,715.0
1883,445.0,476.95
1884,730.0,778.9
1885,451.0,336.95
1886,540.0,775.0
1887,745.0,701.95
1888,390.0,610.0
1889,545.0,665.0
1890,725.0,686.95
1891,390.0,641.95
1892,765.0,581.95
1893,695.0,726.95
1894,685.0,600.0
1895,710.0,706.85
1896,745.0,673.9
1897,280.0,745.0
1898,725.0,523.9
1899,715.0,730.0
1900,560.0,695.0
1901,575.0,528.9
1902,660.0,681.95
1903,315.0,716.95
1904,700.0,736.95
1905,435.0,765.0
1906,480.0,745.0
1907,410.0,576.95
1908,700.0,766.95
1909,340.0,656.95
1910,510.0,600.0
1911,685.0,681.95
1912,420.0,693.9
1913,755.0,548.9
1914,220.0,765.0
1915,185.0,540.0
1916,361.0,494.95
1917,745.0,700.0
1918,530.0,445.0
1919,601.0,610.0
1920,330.0,745.0
1921,460.0,558.9
1922,260.0,425.0
1923,325.0,455.0
1924,640.0,573.9
1925,575.0,380.0
1926,540.0,405.0
1927,700.0,748.9
1928,395.0,725.0
1929,350.0,566.95
1930,515.0,650.0
1931,220.0,731.95
1932,470.0,685.0
1933,225.0,716.95
1934,565.0,775.0
1935,435.0,575.0
1936,200.0,195.0
1937,670.0,745.0
1938,545.0,765.0
1939,570.0,745.0
1940,510.0,621.95
1941,480.0,455.0
1942,455.0,726.95
1943,590.0,500.0
1944,260.0,575.0
1945,410.0,635.0
1946,485.0,481.95
1947,665.0,486.95
1948,735.0,659.0
1949,725.0,748.9
1950,390.0,580.0
1951,410.0,510.0
1952,610.0,495.0
1953,295.0,685.0
1954,420.0,765.0
1955,105.0,465.0
1956,495.0,615.0
1957,485.0,640.0
1958,490.0,766.95
1959,230.0,696.95
1960,261.0,705.0
1961,246.0,705.0
1962,390.0,415.0
1963,750.0,740.0
1964,575.0,700.0
1965,560.0,751.95
1966,540.0,400.0
1967,410.0,631.95
1968,285.0,765.0
1969,585.0,745.0
1970,275.0,695.0
1971,530.0,543.9
1972,605.0,566.95
1973,385.0,705.0
1974,745.0,588.9
1975,745.0,700.0
1976,580.0,761.95
1977,190.0,711.95
1978,205.0,715.0
1979,300.0,525.0
1980,705.0,695.0
1981,135.0,640.0
1982,545.0,762.95
1983,190.0,646.95
1984,395.0,570.0
1985,385.0,736.0
1986,475.0,741.95
1987,75.0,460.0
1988,695.0,726.95
1989,555.0,601.95
1990,660.0,745.0
1991,235.0,721.95
1992,490.0,760.0
1993,95.0,733.9
1994,650.0,731.95
1995,295.0,743.9
1996,595.0,701.95
1997,730.0,626.95
1998,695.0,726.95
1999,480.0,325.0
2000,250.0,515.0
2001,750.0,746.95
2002,700.0,761.95
2003,695.0,696.95
2004,310.0,708.9
2005,515.0,506.95
2006,320.0,705.0
2007,540.0,611.95
2008,745.0,716.95
2009,460.0,643.9
2010,625.0,606.95
2011,340.0,550.0
2012,385.0,461.95
2013,510.0,731.95
2014,485.0,735.0
2015,135.0,440.0
2016,535.0,711.95
2017,165.0,675.0
2018,645.0,680.0
2019,230.0,565.0
2020,385.0,570.0
2021,515.0,448.9
2022,355.0,583.9
2023,580.0,696.95
2024,230.0,503.9
2025,625.0,668.9
2026,335.0,745.0
2027,510.0,545.0
2028,395.0,655.0
2029,605.0,693.9
2030,75.0,500.0
2031,325.0,636.95
2032,370.0,601.95
2033,540.0,720.0
2034,525.0,645.0
2035,565.0,710.0
2036,505.0,335.0
2037,740.0,730.0
2038,615.0,781.95
2039,635.0,665.0
2040,570.0,735.0
2041,445.0,690.0
2042,480.0,561.95
2043,695.0,698.9
2044,290.0,536.95
2045,765.0,705.0
2046,295.0,710.0
2047,545.0,553.9
2048,545.0,480.0
2049,170.0,446.0
2050,720.0,500.0
2051,575.0,410.0
2052,135.0,505.0
2053,350.0,477.95
2054,640.0,761.95
2055,445.0,710.0
2056,550.0,630.0
2057,180.0,350.0
2058,380.0,730.0
2059,673.0,690.0
2060,540.0,745.0
2061,250.0,445.0
2062,700.0,716.95
2063,155.0,721.95
2064,380.0,350.0
2065,395.0,730.0
2066,380.0,725.0
2067,575.0,676.95
2068,595.0,711.95
2069,415.0,490.0
2070,605.0,695.0
2071,390.0,695.0
2072,640.0,730.0
2073,550.0,696.95
2074,185.0,520.0
2075,673.0,651.95
2076,635.0,730.0
2077,475.0,735.0
2078,270.0,555.0
2079,135.0,405.0
2080,480.0,636.95
2081,255.0,625.0
2082,130.0,700.0
2083,630.0,746.95
2084,555.0,625.0
2085,55.0,281.95
2086,135.0,635.0
2087,745.0,735.0
2088,710.0,751.95
2089,485.0,716.95
2090,700.0,715.0
2091,515.0,576.95
2092,695.0,726.95
2093,225.0,661.95
2094,561.0,415.0
2095,675.0,670.0
2096,415.0,780.0
2097,595.0,735.0
2098,440.0,730.0
2099,365.0,601.95
2100,236.0,640.0
2101,365.0,565.0
2102,615.0,645.0
2103,430.0,731.95
2104,650.0,715.0
2105,485.0,741.95
2106,465.0,635.0
2107,260.0,651.95
2108,390.0,730.0
2109,405.0,695.0
2110,635.0,650.0
2111,620.0,536.95
2112,225.0,501.95
2113,445.0,645.0
2114,160.0,546.95
2115,685.0,725.0
2116,655.0,670.0
2117,715.0,705.0
2118,700.0,731.95
2119,420.0,654.95
2120,425.0,740.0
2121,615.0,605.0
2122,650.0,616.95
2123,275.0,705.0
2124,745.0,715.0
2125,665.0,540.0
2126,155.0,640.85
2127,310.0,746.95
2128,605.0,653.9
2129,380.0,351.95
2130,580.0,571.95
2131,585.0,695.0
2132,630.0,408.9
2133,475.0,748.9
2134,630.0,665.0
2135,445.0,746.95
2136,565.0,496.95
2137,390.0,571.95
2138,320.0,635.0
2139,505.0,528.9
2140,485.0,726.95
2141,295.0,550.0
2142,415.0,475.0
2143,465.0,743.9
2144,770.0,731.95
2145,715.0,695.0
2146,180.0,766.0
2147,595.0,726.95
2148,400.0,765.0
2149,360.0,316.95
2150,495.0,655.0
2151,320.0,695.0
2152,700.0,710.0
2153,115.0,745.0
2154,400.0,495.0
2155,270.0,726.95
2156,440.0,391.95
2157,153.0,730.0
2158,220.0,440.0
2159,695.0,705.0
2160,155.0,325.0
2161,545.0,581.95
2162,260.0,728.9
2163,515.0,698.9
2164,310.0,715.0
2165,365.0,447.95
2166,295.0,726.95
2167,700.0,708.9
2168,565.0,731.95
2169,245.0,575.0
2170,250.0,726.95
2171,525.0,766.95
2172,395.0,650.0
2173,315.0,566.95
2174,390.0,735.0
2175,185.0,720.0
2176,330.0,575.0
2177,525.0,761.95
2178,560.0,685.0
2179,460.0,701.95
2180,645.0,568.9
2181,211.0,605.0
2182,700.0,676.95
2183,470.0,455.0
2184,715.0,621.0
2185,550.0,711.95
2186,391.0,476.95
2187,485.0,700.0
2188,580.0,440.0
2189,635.0,745.0
2190,700.0,758.9
2191,305.0,580.0
2192,415.0,560.0
2193,510.0,765.0
2194,650.0,721.95
2195,640.0,481.95
2196,355.0,710.0
2197,235.0,765.0
2198,705.0,520.0
2199,445.0,711.95
2200,260.0,585.0
2201,275.0,461.95
2202,625.0,776.95
2203,370.0,531.0
2204,575.0,666.95
2205,190.0,545.0
2206,295.0,630.0
2207,470.0,480.0
2208,485.0,730.0
2209,580.0,518.9
2210,685.0,656.95
2211,250.0,675.0
2212,415.0,475.0
2213,480.0,476.95
2214,475.0,711.95
2215,485.0,700.0
2216,580.0,661.95
2217,495.0,688.9
2218,610.0,695.0
2219,195.0,510.0
2220,475.0,655.0
2221,630.0,745.0
2222,720.0,726.95
2223,640.0,698.9
2224,575.0,725.0
2225,520.0,586.95
2226,585.0,731.95
2227,575.0,651.95
2228,635.0,705.0
2229,655.0,716.95
2230,335.0,745.0
2231,340.0,565.0
2232,600.0,493.9
2233,280.0,710.0
2234,535.0,390.0
2235,565.0,700.0
2236,195.0,376.95
2237,625.0,580.0
2238,550.0,660.0
2239,376.0,701.95
2240,390.0,573.9
2241,300.0,645.0
2242,705.0,731.95
2243,75.0,441.95
2244,505.0,740.0
2245,445.0,551.0
2246,390.0,400.0
2247,600.0,695.0
2248,310.0,583.9
2249,530.0,745.0
2250,465.0,675.0
2251,600.0,656.95
2252,580.0,771.95
2253,585.0,566.95
2254,561.0,600.0
2255,556.0,751.95
2256,690.0,718.9
2257,475.0,731.95
2258,635.0,656.95
2259,720.0,620.0
2260,440.0,635.0
2261,745.0,701.95
2262,640.0,730.0
2263,560.0,606.95
2264,635.0,705.0
2265,525.0,705.0
2266,730.0,731.95
2267,745.0,736.95
2268,575.0,735.0
2269,275.0,645.0
2270,295.0,446.0
2271,555.0,745.0
2272,473.0,626.95
2273,580.0,631.95
2274,435.0,691.95
2275,605.0,671.95
2276,490.0,635.0
2277,390.0,450.0
2278,285.0,567.95
2279,630.0,420.0
2280,535.0,433.9
2281,445.0,661.95
2282,485.0,650.0
2283,480.0,466.95
2284,655.0,609.95
2285,285.0,480.0
2286,485.0,651.95
2287,565.0,746.95
2288,455.0,680.0
2289,440.0,660.0
2290,735.0,688.9
2291,615.0,656.95
2292,446.0,781.95
2293,325.0,630.85
2294,505.0,800.0
2295,215.0,541.95
2296,170.0,696.95
2297,495.0,710.0
2298,540.0,731.95
2299,545.0,716.95
2300,180.0,490.0
2301,515.0,556.95
2302,185.0,455.0
2303,430.0,730.0
2304,465.0,611.95
2305,325.0,736.95
2306,475.0,665.0
2307,635.0,733.9
2308,430.0,730.0
2309,430.0,645.0
2310,515.0,680.0
2311,210.0,540.0
2312,570.0,748.9
2313,330.0,700.0
2314,650.0,725.0
2315,255.0,546.95
2316,325.0,645.0
2317,510.0,536.95
2318,600.0,661.95
2319,590.0,271.95
2320,475.0,565.0
2321,650.0,746.95
2322,725.0,796.95
2323,150.0,658.9
2324,365.0,576.95
2325,415.0,320.0
2326,550.0,596.95
2327,510.0,505.0
2328,460.0,606.95
2329,535.0,696.95
2330,600.0,720.0
2331,710.0,706.95
2332,235.0,505.0
2333,325.0,695.0
2334,545.0,695.0
2335,480.0,580.0
2336,320.0,650.0
2337,630.0,730.0
2338,395.0,476.95
2339,350.0,600.0
2340,540.0,765.0
2341,545.0,735.0
2342,560.0,641.95
2343,590.0,743.9
2344,610.0,745.0
2345,135.0,195.0
2346,510.0,740.0
2347,120.0,680.85
2348,395.0,750.0
2349,610.0,736.95
2350,645.0,711.95
2351,485.0,440.0
2352,690.0,748.9
2353,600.0,601.95
2354,420.0,710.0
2355,400.0,660.0
2356,495.0,695.0
2357,545.0,745.0
2358,715.0,691.95
2359,475.0,620.0
2360,225.0,655.0
2361,390.0,566.95
2362,640.0,715.0
2363,635.0,621.0
2364,700.0,736.95
2365,415.0,605.0
2366,600.0,711.95
2367,430.0,746.95
2368,700.0,720.0
2369,605.0,585.85
2370,745.0,736.95
2371,545.0,745.0
2372,620.0,546.95
2373,735.0,761.95
2374,445.0,445.0
2375,545.0,611.95
2376,470.0,730.0
2377,710.0,640.0
2378,705.0,563.9
2379,640.0,695.0
2380,565.0,695.0
2381,650.0,761.95
2382,275.0,740.0
2383,220.0,651.95
2384,535.0,730.0
2385,540.0,416.95
2386,565.0,730.0
2387,320.0,441.95
2388,390.0,730.0
2389,745.0,621.95
2390,675.0,563.9
2391,685.0,633.9
2392,780.0,621.95
2393,420.0,745.0
2394,585.0,456.95
2395,310.0,740.0
2396,385.0,575.0
2397,380.0,415.0
2398,685.0,533.9
2399,635.0,760.0
2400,470.0,491.95
2401,500.0,741.95
2402,470.0,735.0
2403,700.0,504.85
2404,625.0,450.85
2405,695.0,566.95
2406,465.0,715.0
2407,735.0,745.85
2408,706.0,413.9
2409,665.0,653.9
2410,690.0,753.9
2411,575.0,565.0
2412,445.0,671.95
2413,355.0,376.95
2414,265.0,400.0
2415,210.0,425.0
2416,245.0,495.0
2417,550.0,740.0
2418,130.0,725.0
2419,385.0,600.0
2420,135.0,410.0
2421,475.0,753.9
2422,700.0,715.0
2423,605.0,731.95
2424,500.0,600.0
2425,130.0,425.0
2426,190.0,640.0
2427,395.0,491.95
2428,300.0,521.95
2429,440.0,700.0
2430,330.0,406.95
2431,75.0,230.0
2432,350.0,571.95
2433,605.0,481.95
2434,645.0,711.95
2435,580.0,716.95
2436,635.0,435.0
2437,185.0,605.0
2438,720.0,748.9
2439,535.0,776.95
2440,545.0,680.0
2441,160.0,530.0
2442,165.0,509.95
2443,135.0,355.0
2444,135.0,620.0
2445,555.0,520.0
2446,465.0,620.0
2447,545.0,765.0
2448,285.0,683.9
2449,335.0,661.95
2450,470.0,453.9
2451,695.0,591.95
2452,390.0,705.0
2453,740.0,533.9
2454,480.0,630.0
2455,475.0,695.0
2456,530.0,695.0
2457,445.0,570.0
2458,705.0,691.0
2459,710.0,745.0
2460,475.0,726.95
2461,500.0,730.0
2462,700.0,708.9
2463,390.0,700.0
2464,450.0,650.0
2465,510.0,570.0
2466,545.0,576.95
2467,150.0,575.0
2468,640.0,701.95
2469,635.0,761.95
2470,655.0,608.9
2471,730.0,653.9
2472,680.0,516.95
2473,135.0,571.95
2474,240.0,660.0
2475,450.0,460.0
2476,640.0,726.95
2477,515.0,496.95
2478,630.0,546.95
2479,335.0,605.0
2480,765.0,741.95
2481,580.0,593.9
2482,715.0,761.95
2483,510.0,730.0
2484,325.0,736.95
2485,590.0,406.95
2486,380.0,735.0
2487,695.0,745.0
2488,135.0,695.0
2489,520.0,715.0
2490,480.0,550.0
2491,330.0,465.0
2492,670.0,731.95
2493,210.0,450.0
2494,630.0,781.95
2495,410.0,695.0
2496,230.0,700.0
2497,715.0,690.0
2498,475.0,690.0
2499,316.0,650.0
2500,475.0,641.95
2501,580.0,285.0
2502,405.0,670.0
2503,240.0,481.95
2504,196.0,781.0
2505,555.0,813.9
2506,680.0,572.9
2507,465.0,395.0
2508,441.0,651.95
2509,525.0,711.95
2510,605.0,725.0
2511,580.0,700.0
2512,370.0,731.95
2513,235.0,635.0
2514,605.0,685.0
2515,415.0,475.0
2516,635.0,377.95
2517,635.0,756.95
2518,685.0,546.95
2519,455.0,431.95
2520,695.0,761.0
2521,705.0,761.95
2522,75.0,630.0
2523,480.0,486.95
2524,540.0,350.0
2525,220.0,490.0
2526,710.0,740.0
2527,420.0,691.95
2528,275.0,695.0
2529,635.0,781.95
2530,540.0,695.0
2531,355.0,741.95
2532,520.0,422.8
2533,560.0,631.0
2534,450.0,640.0
2535,715.0,726.95
2536,240.0,735.0
2537,255.0,660.0
2538,650.0,731.95
2539,225.0,455.0
2540,560.0,721.95
2541,745.0,740.0
2542,185.0,468.0
2543,135.0,575.0
2544,510.0,656.95
2545,605.0,691.95
2546,220.0,200.0
2547,460.0,619.75
2548,635.0,546.95
2549,695.0,731.95
2550,320.0,640.0
2551,666.0,503.9
2552,725.0,441.95
2553,650.0,725.0
2554,135.0,670.0
2555,285.0,731.95
2556,775.0,550.0
2557,90.0,570.0
2558,540.0,640.0
2559,455.0,630.0
2560,595.0,636.0
2561,640.0,726.95
2562,770.0,690.0
2563,395.0,501.0
2564,550.0,731.95
2565,140.0,726.95
2566,115.0,446.95
2567,231.0,745.0
2568,535.0,705.0
2569,590.0,416.95
2570,540.0,695.0
2571,540.0,725.0
2572,415.0,695.0
2573,580.0,706.95
2574,695.0,526.95
2575,325.0,730.0
2576,485.0,611.95
2577,735.0,524.95
2578,610.0,330.0
2579,585.0,730.0
2580,385.0,512.95
2581,325.0,540.0
2582,625.0,585.0
2583,715.0,408.9
2584,420.0,715.0
2585,715.0,578.9
2586,345.0,766.95
2587,640.0,551.95
2588,600.0,700.0
2589,445.0,651.95
2590,380.0,730.0
2591,480.0,695.0
2592,630.0,710.0
2593,65.0,595.0
2594,700.0,716.95
2595,260.0,476.95
2596,545.0,736.95
2597,240.0,701.95
2598,300.0,630.0
2599,590.0,565.85
2600,90.0,605.0
2601,735.0,731.95
2602,655.0,735.0
2603,355.0,424.9
2604,470.0,255.0
2605,315.0,735.0
2606,440.0,493.9
2607,135.0,695.0
2608,700.0,731.95
2609,240.0,695.0
2610,590.0,593.9
2611,546.0,695.0
2612,295.0,725.0
2613,465.0,726.95
2614,705.0,650.85
2615,580.0,661.95
2616,310.0,420.0
2617,325.0,410.0
2618,260.0,715.0
2619,580.0,726.95
2620,700.0,695.0
2621,530.0,345.0
2622,310.0,726.95
2623,575.0,615.0
2624,635.0,655.0
2625,220.0,731.95
2626,630.0,748.9
2627,480.0,728.9
2628,130.0,400.0
